French,Russian,ExampleFrench,ExampleRussian,Emoji
une mélodie,мелодия,"Une <b>mélodie</b> douce.","Нежная <b>мелодия</b>.",🎵
ouf,уф,"<b>Ouf</b>, c'était juste !","<b>Уф</b>, еле успел!",😮‍💨
une préfecture,префектура,"La <b>préfecture</b> de police.","<b>Префектура</b> полиции.",🏛️
"hagard, hagarde",одичалый,"Un regard <b>hagard</b>.","<b>Дикий</b> взгляд.",😳
interne,внутренний,"Un problème <b>interne</b>.","<b>Внутренняя</b> проблема.",🔒
connecter,подключать,"<b>Connecter</b> un appareil.","<b>Подключить</b> устройство.",🔌
opaque,непрозрачный,"Un verre <b>opaque</b>.","<b>Непрозрачное</b> стекло.",🪟
"abruti, abrutie",тупой,"Quel <b>abruti</b> !","Какой <b>тупица</b>!",🤦
bannir,изгонять,"<b>Bannir</b> un criminel.","<b>Изгнать</b> преступника.",🚪
un pion,пешка,"Un simple <b>pion</b>.","Простая <b>пешка</b>.",♟️
"ambitieux, ambitieuse",амбициозный,"Un projet <b>ambitieux</b>.","<b>Амбициозный</b> проект.",🚀
continu,непрерывный,"Un travail <b>continu</b>.","<b>Непрерывная</b> работа.",⏰
une ascension,восхождение,"L'<b>ascension</b> du mont Blanc.","<b>Восхождение</b> на Монблан.",⛰️
un gentilhomme,дворянин,"Un <b>gentilhomme</b> de la cour.","<b>Придворный</b> дворянин.",🎩
ample,просторный,"Une robe <b>ample</b>.","<b>Просторное</b> платье.",👗
un investissement,инвестиция,"Un bon <b>investissement</b>.","Хорошая <b>инвестиция</b>.",💰
débloquer,разблокировать,"<b>Débloquer</b> la situation.","<b>Разблокировать</b> ситуацию.",🔓
une lucidité,ясность,"Avec <b>lucidité</b>.","С <b>ясностью</b> ума.",🧠
une tumeur,опухоль,"Une <b>tumeur</b> maligne.","Злокачественная <b>опухоль</b>.",🏥
pianiste,пианист,"Un <b>pianiste</b> virtuose.","Виртуозный <b>пианист</b>.",🎹
frêle,хрупкий,"Un corps <b>frêle</b>.","<b>Хрупкое</b> тело.",🦴
mystique,мистический,"Une expérience <b>mystique</b>.","<b>Мистический</b> опыт.",✨
un gel,гель; мороз,"Un <b>gel</b> pour cheveux.","<b>Гель</b> для волос.",🧴
démocratique,демократический,"Un système <b>démocratique</b>.","<b>Демократическая</b> система.",🗳️
un dispositif,устройство,"Un <b>dispositif</b> de sécurité.","<b>Устройство</b> безопасности.",🔧
une transparence,прозрачность,"La <b>transparence</b> du verre.","<b>Прозрачность</b> стекла.",🪟
"signé, signée",подписанный,"Un contrat <b>signé</b>.","<b>Подписанный</b> контракт.",✍️
"dû, due",должный,"Le respect <b>dû</b>.","<b>Должное</b> уважение.",📋
un dodo,сон (детск.),"Faire <b>dodo</b>.","<b>Баиньки</b>.",😴
un mile,миля,"Un <b>mile</b> marin.","Морская <b>миля</b>.",⚓
"abstrait, abstraite",абстрактный,"Un art <b>abstrait</b>.","<b>Абстрактное</b> искусство.",🎨
"né, née",рождённый,"<b>Né</b> en France.","<b>Рождённый</b> во Франции.",👶
un générateur,генератор,"Un <b>générateur</b> électrique.","Электрический <b>генератор</b>.",⚡
une crampe,судорога,"Une <b>crampe</b> au mollet.","<b>Судорога</b> в икре.",🦵
patiemment,терпеливо,"Attendre <b>patiemment</b>.","<b>Терпеливо</b> ждать.",⏳
une insomnie,бессонница,"Souffrir d'<b>insomnie</b>.","Страдать от <b>бессонницы</b>.",🌙
un envahisseur,захватчик,"Un <b>envahisseur</b> étranger.","Иностранный <b>захватчик</b>.",⚔️
"majestueux, majestueuse",величественный,"Un château <b>majestueux</b>.","<b>Величественный</b> замок.",🏰
rayonner,сиять,"<b>Rayonner</b> de bonheur.","<b>Сиять</b> от счастья.",✨
un bingo,бинго,"Jouer au <b>bingo</b>.","Играть в <b>бинго</b>.",🎰
un gin,джин,"Un verre de <b>gin</b>.","Стакан <b>джина</b>.",🍸
"victorieux, victorieuse",победоносный,"Une armée <b>victorieuse</b>.","<b>Победоносная</b> армия.",🏆
une hiérarchie,иерархия,"La <b>hiérarchie</b> sociale.","Социальная <b>иерархия</b>.",📊
dédaigner,пренебрегать,"<b>Dédaigner</b> une offre.","<b>Пренебречь</b> предложением.",😤
rectifier,исправлять,"<b>Rectifier</b> une erreur.","<b>Исправить</b> ошибку.",✏️
solitaire,одинокий,"Un homme <b>solitaire</b>.","<b>Одинокий</b> человек.",🚶
une estrade,эстрада,"Monter sur l'<b>estrade</b>.","Подняться на <b>эстраду</b>.",🎤
un amusement,развлечение,"Un <b>amusement</b> innocent.","Невинное <b>развлечение</b>.",🎠
"triomphant, triomphante",торжествующий,"Un sourire <b>triomphant</b>.","<b>Торжествующая</b> улыбка.",😁
habituellement,обычно,"<b>Habituellement</b>, je me lève tôt.","<b>Обычно</b> я встаю рано.",⏰
psychologue,психолог,"Consulter un <b>psychologue</b>.","Обратиться к <b>психологу</b>.",🧠
hypocrite,лицемерный,"Un comportement <b>hypocrite</b>.","<b>Лицемерное</b> поведение.",🎭
fausser,искажать,"<b>Fausser</b> les résultats.","<b>Исказить</b> результаты.",📊
impassible,невозмутимый,"Un visage <b>impassible</b>.","<b>Невозмутимое</b> лицо.",😐
une traite,вексель,"Une <b>traite</b> bancaire.","Банковская <b>тратта</b>.",💳
punk,панк,"Un groupe <b>punk</b>.","<b>Панк</b>-группа.",🎸
un sauveur,спаситель,"Le <b>sauveur</b> de la patrie.","<b>Спаситель</b> отечества.",🦸
rudement,грубо,"Parler <b>rudement</b>.","Говорить <b>грубо</b>.",😤
un entrain,задор,"Avec <b>entrain</b>.","С <b>задором</b>.",🎉
