French,Russian,ExampleFrench,ExampleRussian,Emoji
une troupe,труппа; отряд,"La <b>troupe</b> de théâtre est excellente.","Театральная <b>труппа</b> отличная.",🎭
un sein,грудь,"Elle serre l'enfant contre son <b>sein</b>.","Она прижимает ребёнка к <b>груди</b>.",💗
allonger,удлинять; вытягивать,"<b>Allonge</b>-toi sur le lit.","<b>Ляг</b> на кровать.",🛏️
un devoir,долг; домашнее задание,"J'ai fait mes <b>devoirs</b>.","Я сделал <b>домашнее задание</b>.",📚
inventer,изобретать,"Qui a <b>inventé</b> le téléphone ?","Кто <b>изобрёл</b> телефон?",💡
un acteur,актёр,"C'est un <b>acteur</b> célèbre.","Это известный <b>актёр</b>.",🎬
chasser,охотиться; прогонять,"On va <b>chasser</b> le gibier.","Пойдём <b>охотиться</b> на дичь.",🦌
interdire,запрещать,"Il est <b>interdit</b> de fumer ici.","Здесь <b>запрещено</b> курить.",🚫
"national, nationale",национальный,"C'est un jour <b>national</b>.","Это <b>национальный</b> праздник.",🏛️
une banque,банк,"Je vais à la <b>banque</b>.","Я иду в <b>банк</b>.",🏦
soulever,поднимать,"<b>Soulève</b> cette caisse, s'il te plaît.","<b>Подними</b> этот ящик, пожалуйста.",💪
presser,давить; торопить,"Le temps <b>presse</b>.","Время <b>поджимает</b>.",⏰
un repas,еда; приём пищи,"Le <b>repas</b> est prêt.","<b>Еда</b> готова.",🍽️
un membre,член; конечность,"Je suis <b>membre</b> de ce club.","Я <b>член</b> этого клуба.",👥
signifier,означать,"Que <b>signifie</b> ce mot ?","Что <b>означает</b> это слово?",❓
demeurer,оставаться; проживать,"Je <b>demeure</b> à Montréal.","Я <b>проживаю</b> в Монреале.",🏠
"excellent, excellente",отличный,"C'est un <b>excellent</b> restaurant.","Это <b>отличный</b> ресторан.",⭐
"allemand, allemande",немецкий,"J'apprends l'<b>allemand</b>.","Я учу <b>немецкий</b>.",🇩🇪
un thé,чай,"Tu veux un <b>thé</b> chaud ?","Хочешь горячий <b>чай</b>?",🍵
un couloir,коридор,"Le bureau est au bout du <b>couloir</b>.","Офис в конце <b>коридора</b>.",🚪
entourer,окружать,"Les montagnes <b>entourent</b> la ville.","Горы <b>окружают</b> город.",🏔️
rapporter,приносить; докладывать,"<b>Rapporte</b>-moi ce livre.","<b>Принеси</b> мне эту книгу.",📚
un nord,север,"Le Québec est au <b>nord</b> des États-Unis.","Квебек на <b>севере</b> США.",🧭
pleuvoir,идти (о дожде),"Il va <b>pleuvoir</b> demain.","Завтра будет <b>дождь</b>.",🌧️
une gare,вокзал,"Le train part de la <b>gare</b> centrale.","Поезд отправляется с <b>центрального вокзала</b>.",🚉
reculer,отступать,"<b>Recule</b> un peu.","<b>Отойди</b> немного.",↩️
désormais,отныне,"<b>Désormais</b>, je parle français.","<b>Отныне</b> я говорю по-французски.",➡️
