French,Russian,ExampleFrench,ExampleRussian,Emoji
glousser,кудахтать,"La poule <b>glousse</b>.","Курица <b>кудахчет</b>.",🐔
un pendu,повешенный,"Le jeu du <b>pendu</b>.","Игра в <b>виселицу</b>.",🎮
rider,морщить,"<b>Rider</b> la surface de l'eau.","<b>Рябить</b> поверхность воды.",💧
une mollesse,вялость,"Avec <b>mollesse</b>.","С <b>вялостью</b>.",😴
une rondelle,шайба,"Une <b>rondelle</b> de citron.","<b>Кружок</b> лимона.",🍋
une gaine,футляр,"Une <b>gaine</b> de couteau.","<b>Ножны</b>.",🗡️
vraisemblable,правдоподобный,"Une histoire <b>vraisemblable</b>.","<b>Правдоподобная</b> история.",🤔
"courbé, courbée",согнутый,"Un dos <b>courbé</b>.","<b>Согнутая</b> спина.",🙇
une pétition,петиция,"Signer une <b>pétition</b>.","Подписать <b>петицию</b>.",📝
un strip-tease,стриптиз,"Un spectacle de <b>strip-tease</b>.","<b>Стриптиз</b>-шоу.",💃
"sinueux, sinueuse",извилистый,"Une route <b>sinueuse</b>.","<b>Извилистая</b> дорога.",🛤️
équivaloir,равняться,"Cela <b>équivaut</b> à un refus.","Это <b>равносильно</b> отказу.",⚖️
"peureux, peureuse",трусливый,"Un enfant <b>peureux</b>.","<b>Трусливый</b> ребёнок.",😰
cabrer,вставать на дыбы,"Le cheval se <b>cabre</b>.","Лошадь <b>встаёт на дыбы</b>.",🐴
colorier,раскрашивать,"<b>Colorier</b> un dessin.","<b>Раскрашивать</b> рисунок.",🖍️
un loufiat,официант (устар.),"Le <b>loufiat</b> du bistrot.","<b>Официант</b> бистро.",🍷
une écrevisse,рак,"Pêcher des <b>écrevisses</b>.","Ловить <b>раков</b>.",🦞
champêtre,сельский,"Un paysage <b>champêtre</b>.","<b>Сельский</b> пейзаж.",🌾
"pavé, pavée",мощёный,"Une rue <b>pavée</b>.","<b>Мощёная</b> улица.",🧱
infirme,увечный,"Un homme <b>infirme</b>.","<b>Увечный</b> человек.",♿
un décalage,сдвиг,"Un <b>décalage</b> horaire.","Часовой <b>сдвиг</b>.",🕐
une frousse,трусость,"Avoir la <b>frousse</b>.","Испытывать <b>страх</b>.",😨
un collectionneur,коллекционер,"Un <b>collectionneur</b> d'art.","<b>Коллекционер</b> искусства.",🖼️
un sérum,сыворотка,"Un <b>sérum</b> sanguin.","Кровяная <b>сыворотка</b>.",💉
une harpe,арфа,"Jouer de la <b>harpe</b>.","Играть на <b>арфе</b>.",🎵
une infamie,бесчестье,"Quelle <b>infamie</b> !","Какое <b>бесчестье</b>!",😤
une inventrice,изобретательница,"L'<b>inventrice</b> de ce procédé.","<b>Изобретательница</b> этого способа.",💡
jongler,жонглировать,"<b>Jongler</b> avec des balles.","<b>Жонглировать</b> мячами.",🤹
un compère,кум,"Un <b>compère</b> de toujours.","Давний <b>кум</b>.",🤝
douloureusement,болезненно,"<b>Douloureusement</b> conscient.","<b>Болезненно</b> осознавая.",😣
"confirmé, confirmée",подтверждённый,"Une information <b>confirmée</b>.","<b>Подтверждённая</b> информация.",✅
humblement,смиренно,"Demander <b>humblement</b> pardon.","<b>Смиренно</b> просить прощения.",🙏
un inventeur,изобретатель,"Un <b>inventeur</b> génial.","Гениальный <b>изобретатель</b>.",💡
cannibale,каннибал,"Une tribu de <b>cannibales</b>.","Племя <b>каннибалов</b>.",😱
dérouter,сбивать с толку,"<b>Dérouter</b> l'ennemi.","<b>Сбить с толку</b> врага.",🤔
instituer,учреждать,"<b>Instituer</b> une fête.","<b>Учредить</b> праздник.",📅
saturer,насыщать,"<b>Saturer</b> le marché.","<b>Насытить</b> рынок.",📈
un yuan,юань,"Payer en <b>yuans</b>.","Платить <b>юанями</b>.",💴
une bastille,бастилия,"La prise de la <b>Bastille</b>.","Взятие <b>Бастилии</b>.",🏰
violoniste,скрипач,"Un <b>violoniste</b> virtuose.","<b>Скрипач</b>-виртуоз.",🎻
"destructeur, destructrice",разрушительный,"Une force <b>destructrice</b>.","<b>Разрушительная</b> сила.",💥
une carafe,графин,"Une <b>carafe</b> d'eau.","<b>Графин</b> воды.",🫗
une jubilation,ликование,"Avec <b>jubilation</b>.","С <b>ликованием</b>.",🎉
une rotation,вращение,"Une <b>rotation</b> complète.","Полное <b>вращение</b>.",🔄
un guérisseur,знахарь,"Un <b>guérisseur</b> traditionnel.","Традиционный <b>знахарь</b>.",🧙
un malfrat,бандит,"Un <b>malfrat</b> dangereux.","Опасный <b>бандит</b>.",😈
"angoissé, angoissée",встревоженный,"Un regard <b>angoissé</b>.","<b>Встревоженный</b> взгляд.",😟
dégoter,раздобыть,"<b>Dégoter</b> un appartement.","<b>Раздобыть</b> квартиру.",🏠
un harcèlement,домогательство,"Le <b>harcèlement</b> moral.","Моральное <b>домогательство</b>.",⚠️
un satyre,сатир,"Un vieux <b>satyre</b>.","Старый <b>сатир</b>.",🧓
une illumination,озарение,"Une soudaine <b>illumination</b>.","Внезапное <b>озарение</b>.",💡
un écriteau,табличка,"Lire l'<b>écriteau</b>.","Прочитать <b>табличку</b>.",📋
"naissant, naissante",зарождающийся,"Un amour <b>naissant</b>.","<b>Зарождающаяся</b> любовь.",💕
"préoccupé, préoccupée",озабоченный,"Un air <b>préoccupé</b>.","<b>Озабоченный</b> вид.",🤔
"flamboyant, flamboyante",пылающий,"Un coucher de soleil <b>flamboyant</b>.","<b>Пылающий</b> закат.",🌅
héler,окликать,"<b>Héler</b> un taxi.","<b>Окликнуть</b> такси.",🚕
"retroussé, retroussée",вздёрнутый,"Un nez <b>retroussé</b>.","<b>Вздёрнутый</b> нос.",👃
