French,Russian,ExampleFrench,ExampleRussian,Emoji
fouetter,хлестать,"Le vent <b>fouette</b> le visage.","Ветер <b>хлещет</b> по лицу.",💨
empoigner,хватать,"<b>Empoigne</b> la corde.","<b>Хватай</b> верёвку.",✊
un parcours,маршрут,"Le <b>parcours</b> du marathon.","<b>Маршрут</b> марафона.",🏃
une considération,уважение,"Avec toute ma <b>considération</b>.","С моим <b>уважением</b>.",🙏
quatrième,четвёртый,"Le <b>quatrième</b> étage.","<b>Четвёртый</b> этаж.",4️⃣
une bulle,пузырь,"Une <b>bulle</b> de savon.","Мыльный <b>пузырь</b>.",🫧
un dentiste,стоматолог,"J'ai rendez-vous chez le <b>dentiste</b>.","У меня приём у <b>стоматолога</b>.",🦷
rôder,бродить,"Un chien qui <b>rôde</b>.","Собака, которая <b>бродит</b>.",🐕
un travailleur,работник,"Un <b>travailleur</b> acharné.","Усердный <b>работник</b>.",👷
un maquillage,макияж,"Le <b>maquillage</b> est parfait.","<b>Макияж</b> идеален.",💄
un bisou,поцелуй (разг.),"Un petit <b>bisou</b>.","Маленький <b>поцелуйчик</b>.",😘
"indien, indienne",индийский,"La cuisine <b>indienne</b>.","<b>Индийская</b> кухня.",🇮🇳
une association,ассоциация,"Une <b>association</b> caritative.","Благотворительная <b>организация</b>.",🤝
un soulagement,облегчение,"Quel <b>soulagement</b> !","Какое <b>облегчение</b>!",😌
rouvrir,снова открывать,"Le magasin va <b>rouvrir</b>.","Магазин снова <b>откроется</b>.",🏪
une épaisseur,толщина,"L'<b>épaisseur</b> du mur.","<b>Толщина</b> стены.",📏
gigantesque,гигантский,"Un projet <b>gigantesque</b>.","<b>Гигантский</b> проект.",🗿
généralement,обычно,"<b>Généralement</b>, je me lève tôt.","<b>Обычно</b> я встаю рано.",⏰
un frein,тормоз,"Appuie sur le <b>frein</b>.","Нажми на <b>тормоз</b>.",🚗
un supérieur,начальник,"Mon <b>supérieur</b> hiérarchique.","Мой <b>начальник</b>.",👔
une gravité,серьёзность; гравитация,"La <b>gravité</b> de la situation.","<b>Серьёзность</b> ситуации.",⚠️
un golf,гольф,"Jouer au <b>golf</b>.","Играть в <b>гольф</b>.",⛳
ébranler,потрясать,"Cette nouvelle m'a <b>ébranlé</b>.","Эта новость меня <b>потрясла</b>.",😮
démissionner,увольняться,"Il a <b>démissionné</b>.","Он <b>уволился</b>.",📝
discrètement,незаметно,"Il est parti <b>discrètement</b>.","Он <b>незаметно</b> ушёл.",🤫
une perfection,совершенство,"La <b>perfection</b> n'existe pas.","<b>Совершенства</b> не существует.",✨
funèbre,траурный,"Une marche <b>funèbre</b>.","<b>Траурный</b> марш.",⚰️
un loisir,досуг,"Les <b>loisirs</b> du week-end.","<b>Досуг</b> на выходных.",🎮
une agitation,волнение,"Une grande <b>agitation</b>.","Сильное <b>волнение</b>.",😰
un philosophe,философ,"Un grand <b>philosophe</b>.","Великий <b>философ</b>.",🤔
"flou, floue",размытый,"Une image <b>floue</b>.","<b>Размытое</b> изображение.",📷
un psychiatre,психиатр,"Consulter un <b>psychiatre</b>.","Обратиться к <b>психиатру</b>.",🧠
un certificat,сертификат,"Un <b>certificat</b> médical.","Медицинская <b>справка</b>.",📜
"étonné, étonnée",удивлённый,"Je suis <b>étonné</b>.","Я <b>удивлён</b>.",😮
planer,парить,"L'oiseau <b>plane</b>.","Птица <b>парит</b>.",🦅
une manie,мания,"C'est une <b>manie</b>.","Это <b>мания</b>.",🔄
un bidon,канистра,"Un <b>bidon</b> d'essence.","<b>Канистра</b> бензина.",⛽
un trajet,маршрут,"Le <b>trajet</b> est court.","<b>Маршрут</b> короткий.",🚶
une cathédrale,собор,"La <b>cathédrale</b> Notre-Dame.","<b>Собор</b> Нотр-Дам.",⛪
une sonnerie,звонок,"La <b>sonnerie</b> du téléphone.","<b>Звонок</b> телефона.",📱
une forteresse,крепость,"Une ancienne <b>forteresse</b>.","Древняя <b>крепость</b>.",🏰
un délit,правонарушение,"Commettre un <b>délit</b>.","Совершить <b>правонарушение</b>.",⚖️
une pince,щипцы; клешня,"Une <b>pince</b> à linge.","<b>Прищепка</b>.",🦀
"pointu, pointue",острый,"Un nez <b>pointu</b>.","<b>Острый</b> нос.",📍
diminuer,уменьшать,"<b>Diminue</b> le volume.","<b>Убавь</b> громкость.",🔉
fusiller,расстреливать,"<b>Fusiller</b> quelqu'un.","<b>Расстрелять</b> кого-то.",🔫
un basket,баскетбол; кроссовок,"Jouer au <b>basket</b>.","Играть в <b>баскетбол</b>.",🏀
ronfler,храпеть,"Il <b>ronfle</b> fort.","Он громко <b>храпит</b>.",😴
"vital, vitale",жизненно важный,"C'est <b>vital</b>.","Это <b>жизненно важно</b>.",❤️
"ras, rase",коротко подстриженный,"Les cheveux <b>ras</b>.","Коротко <b>стриженные</b> волосы.",💇
un chiffon,тряпка,"Prends un <b>chiffon</b>.","Возьми <b>тряпку</b>.",🧹
un buste,бюст,"Le <b>buste</b> d'une statue.","<b>Бюст</b> статуи.",🗿
