French,Russian,ExampleFrench,ExampleRussian,Emoji
trimbaler,таскать,"<b>Trimbaler</b> des valises.","<b>Таскать</b> чемоданы.",🧳
anticiper,предвосхищать,"<b>Anticiper</b> les problèmes.","<b>Предвосхищать</b> проблемы.",🔮
une égratignure,царапина,"Une <b>égratignure</b> au bras.","<b>Царапина</b> на руке.",🩹
une négligence,халатность,"Une <b>négligence</b> grave.","Грубая <b>халатность</b>.",⚠️
une soutane,сутана,"Porter une <b>soutane</b>.","Носить <b>сутану</b>.",⛪
une domination,господство,"La <b>domination</b> mondiale.","Мировое <b>господство</b>.",👑
ponctuer,пунктуировать,"<b>Ponctuer</b> correctement.","Правильно <b>расставлять знаки препинания</b>.",✏️
une vigilance,бдительность,"Redoubler de <b>vigilance</b>.","Удвоить <b>бдительность</b>.",👁️
un gala,гала-концерт,"Un <b>gala</b> de charité.","<b>Благотворительный</b> концерт.",🎭
un taudis,трущоба,"Vivre dans un <b>taudis</b>.","Жить в <b>трущобе</b>.",🏚️
une eau-de-vie,водка,"Un verre d'<b>eau-de-vie</b>.","Стакан <b>водки</b>.",🥃
"potentiel, potentielle",потенциальный,"Un danger <b>potentiel</b>.","<b>Потенциальная</b> опасность.",⚠️
cribler,изрешетить,"<b>Cribler</b> de balles.","<b>Изрешетить</b> пулями.",💥
méchamment,злобно,"Répondre <b>méchamment</b>.","Ответить <b>злобно</b>.",😠
un entrepreneur,предприниматель,"Un <b>entrepreneur</b> ambitieux.","Амбициозный <b>предприниматель</b>.",💼
éternuer,чихать,"<b>Éternuer</b> sans cesse.","<b>Чихать</b> без конца.",🤧
boutonner,застёгивать,"<b>Boutonner</b> sa veste.","<b>Застегнуть</b> пиджак.",🧥
muer,линять,"Le serpent <b>mue</b>.","Змея <b>линяет</b>.",🐍
un tac,щелчок,"Répondre du <b>tac</b> au <b>tac</b>.","Отвечать <b>тут же</b>.",⚡
"abrupt, abrupte",резкий,"Un virage <b>abrupt</b>.","<b>Резкий</b> поворот.",↩️
déléguer,делегировать,"<b>Déléguer</b> ses pouvoirs.","<b>Делегировать</b> полномочия.",📋
un alphabet,алфавит,"Apprendre l'<b>alphabet</b>.","Учить <b>алфавит</b>.",📖
"mutilé, mutilée",изувеченный,"Un corps <b>mutilé</b>.","<b>Изувеченное</b> тело.",💀
renfermer,содержать,"<b>Renfermer</b> un secret.","<b>Содержать</b> секрет.",🔒
un contremaître,мастер,"Le <b>contremaître</b> de l'usine.","Заводской <b>мастер</b>.",🏭
un sportif,спортсмен,"Un <b>sportif</b> de haut niveau.","Профессиональный <b>спортсмен</b>.",🏃
"démesuré, démesurée",непомерный,"Une ambition <b>démesurée</b>.","<b>Непомерные</b> амбиции.",📈
essouffler,запыхаться,"S'<b>essouffler</b> en courant.","<b>Запыхаться</b> от бега.",😮‍💨
"respectif, respective",соответствующий,"Leurs places <b>respectives</b>.","Их <b>соответствующие</b> места.",📍
une gâchette,курок,"Appuyer sur la <b>gâchette</b>.","Нажать на <b>курок</b>.",🔫
une vareuse,куртка,"Une <b>vareuse</b> militaire.","Военная <b>куртка</b>.",🧥
un patio,внутренний дворик,"Un <b>patio</b> ensoleillé.","Солнечный <b>внутренний дворик</b>.",🏡
un filtre,фильтр,"Un <b>filtre</b> à café.","Кофейный <b>фильтр</b>.",☕
narguer,дразнить,"<b>Narguer</b> l'ennemi.","<b>Дразнить</b> врага.",😜
un mourant,умирающий,"Les derniers mots du <b>mourant</b>.","Последние слова <b>умирающего</b>.",💀
un proprio,хозяин (разг.),"Le <b>proprio</b> de l'appartement.","<b>Хозяин</b> квартиры.",🏠
une familiarité,фамильярность,"Avec <b>familiarité</b>.","С <b>фамильярностью</b>.",🤝
un mufle,хам,"Quel <b>mufle</b> !","Какой <b>хам</b>!",😤
déchiqueter,разрывать на куски,"<b>Déchiqueter</b> du papier.","<b>Рвать</b> бумагу на куски.",📄
"forain, foraine",ярмарочный,"Une fête <b>foraine</b>.","<b>Ярмарочный</b> праздник.",🎪
salement,грязно,"Jouer <b>salement</b>.","Играть <b>грязно</b>.",😤
une cigale,цикада,"Le chant de la <b>cigale</b>.","Пение <b>цикады</b>.",🦗
"partant, partante",готовый,"Être <b>partant</b> pour l'aventure.","Быть <b>готовым</b> к приключению.",✅
un souterrain,подземелье,"Un passage <b>souterrain</b>.","<b>Подземный</b> проход.",🕳️
un équivalent,эквивалент,"L'<b>équivalent</b> en euros.","<b>Эквивалент</b> в евро.",💶
éventrer,потрошить,"<b>Éventrer</b> un poisson.","<b>Потрошить</b> рыбу.",🐟
introuvable,неуловимый,"Un objet <b>introuvable</b>.","<b>Неуловимый</b> предмет.",🔍
par-derrière,сзади,"Attaquer <b>par-derrière</b>.","Атаковать <b>сзади</b>.",⬅️
un maestro,маэстро,"Le <b>maestro</b> dirige l'orchestre.","<b>Маэстро</b> дирижирует оркестром.",🎼
un cambrioleur,взломщик,"Un <b>cambrioleur</b> masqué.","<b>Взломщик</b> в маске.",🦹
châtier,карать,"<b>Châtier</b> les coupables.","<b>Карать</b> виновных.",⚖️
revendiquer,требовать,"<b>Revendiquer</b> ses droits.","<b>Требовать</b> свои права.",✊
un hot-dog,хот-дог,"Manger un <b>hot-dog</b>.","Есть <b>хот-дог</b>.",🌭
pédaler,крутить педали,"<b>Pédaler</b> vite.","Быстро <b>крутить педали</b>.",🚴
une déchirure,разрыв,"Une <b>déchirure</b> musculaire.","Мышечный <b>разрыв</b>.",💪
une réconciliation,примирение,"Une <b>réconciliation</b> tardive.","Запоздалое <b>примирение</b>.",🤝
un abattoir,бойня,"Travailler à l'<b>abattoir</b>.","Работать на <b>бойне</b>.",🏭
"prestigieux, prestigieuse",престижный,"Une université <b>prestigieuse</b>.","<b>Престижный</b> университет.",🎓
sommeiller,дремать,"<b>Sommeiller</b> légèrement.","Слегка <b>дремать</b>.",😴
un bruissement,шелест,"Le <b>bruissement</b> des feuilles.","<b>Шелест</b> листьев.",🍃
une consistance,консистенция,"Une <b>consistance</b> crémeuse.","<b>Кремовая</b> консистенция.",🍯
un coffret,шкатулка,"Un <b>coffret</b> à bijoux.","<b>Шкатулка</b> для украшений.",💎
un indic,стукач,"Un <b>indic</b> de la police.","Полицейский <b>стукач</b>.",🕵️
dégainer,выхватывать,"<b>Dégainer</b> son arme.","<b>Выхватить</b> оружие.",🔫
une inquisition,инквизиция,"L'<b>Inquisition</b> espagnole.","Испанская <b>инквизиция</b>.",⛪
un antibiotique,антибиотик,"Prendre un <b>antibiotique</b>.","Принять <b>антибиотик</b>.",💊
enduire,покрывать,"<b>Enduire</b> de crème.","<b>Покрыть</b> кремом.",🧴
horriblement,ужасающе,"<b>Horriblement</b> froid.","<b>Ужасающе</b> холодно.",🥶
un pôle,полюс,"Le <b>pôle</b> Nord.","Северный <b>полюс</b>.",🧊
"fourré, fourrée",с начинкой,"Un gâteau <b>fourré</b>.","Торт <b>с начинкой</b>.",🍰
un porte-monnaie,кошелёк,"Ouvrir son <b>porte-monnaie</b>.","Открыть <b>кошелёк</b>.",👛
entêter,упрямиться,"S'<b>entêter</b> à refuser.","<b>Упрямо</b> отказываться.",😤
"rageur, rageuse",яростный,"Un geste <b>rageur</b>.","<b>Яростный</b> жест.",😠
une affirmation,утверждение,"Une <b>affirmation</b> catégorique.","Категоричное <b>утверждение</b>.",📢
"borné, bornée",ограниченный,"Un esprit <b>borné</b>.","<b>Ограниченный</b> ум.",🧠
"adoptif, adoptive",приёмный,"Un père <b>adoptif</b>.","<b>Приёмный</b> отец.",👨‍👦
"croissant, croissante",возрастающий,"Une popularité <b>croissante</b>.","<b>Возрастающая</b> популярность.",📈
unanime,единодушный,"Une décision <b>unanime</b>.","<b>Единодушное</b> решение.",✅
un vortex,вихрь,"Un <b>vortex</b> temporel.","Временной <b>вихрь</b>.",🌀
une chaux,известь,"Un mur à la <b>chaux</b>.","Стена из <b>извести</b>.",🧱
"manquant, manquante",недостающий,"La pièce <b>manquante</b>.","<b>Недостающая</b> деталь.",🧩
ruser,хитрить,"<b>Ruser</b> pour s'échapper.","<b>Хитрить</b>, чтобы сбежать.",🦊
énigmatique,загадочный,"Un sourire <b>énigmatique</b>.","<b>Загадочная</b> улыбка.",🤫
un gobelet,стакан,"Un <b>gobelet</b> en plastique.","Пластиковый <b>стакан</b>.",🥤
étourdir,оглушать,"<b>Étourdir</b> un adversaire.","<b>Оглушить</b> противника.",💫
