French,Russian,ExampleFrench,ExampleRussian,Emoji
noter,отмечать; записывать,"<b>Note</b> ce numéro.","<b>Запиши</b> этот номер.",📝
"particulier, particulière",особенный,"C'est un cas <b>particulier</b>.","Это <b>особый</b> случай.",⭐
un lapin,кролик,"Le <b>lapin</b> mange des carottes.","<b>Кролик</b> ест морковку.",🐰
un cimetière,кладбище,"Le <b>cimetière</b> est près de l'église.","<b>Кладбище</b> рядом с церковью.",⚰️
"jaloux, jalouse",ревнивый,"Il est très <b>jaloux</b>.","Он очень <b>ревнивый</b>.",😠
une surface,поверхность,"La <b>surface</b> est lisse.","<b>Поверхность</b> гладкая.",📐
un tapis,ковёр,"Le <b>tapis</b> est doux.","<b>Ковёр</b> мягкий.",🏠
une tâche,задача,"J'ai une <b>tâche</b> importante.","У меня важная <b>задача</b>.",📋
or,однако; итак,"<b>Or</b>, il a refusé.","<b>Однако</b> он отказался.",⚠️
une carrière,карьера; карьер,"Elle a fait une belle <b>carrière</b>.","Она сделала хорошую <b>карьеру</b>.",📈
une circonstance,обстоятельство,"Quelles sont les <b>circonstances</b> ?","Каковы <b>обстоятельства</b>?",❓
débrouiller,разбираться,"<b>Débrouille</b>-toi !","<b>Разбирайся</b> сам!",💪
évoquer,вызывать (в памяти),"Ça m'<b>évoque</b> mon enfance.","Это <b>напоминает</b> мне детство.",💭
responsable,ответственный,"Tu es <b>responsable</b> de ce projet.","Ты <b>ответственный</b> за этот проект.",✅
ordonner,приказывать; упорядочивать,"Il a <b>ordonné</b> l'attaque.","Он <b>приказал</b> атаковать.",📢
rechercher,искать; разыскивать,"La police le <b>recherche</b>.","Полиция его <b>разыскивает</b>.",🔍
une caméra,камера,"La <b>caméra</b> filme tout.","<b>Камера</b> всё снимает.",📹
un secrétaire,секретарь,"Le <b>secrétaire</b> a pris des notes.","<b>Секретарь</b> записал.",📋
une charge,нагрузка; заряд,"C'est une lourde <b>charge</b>.","Это тяжёлая <b>ноша</b>.",⚡
un collègue,коллега,"C'est mon <b>collègue</b> de travail.","Это мой <b>коллега</b>.",👔
"enchanté, enchantée",очарованный; приятно познакомиться,"<b>Enchanté</b> de vous connaître.","<b>Приятно</b> познакомиться.",🤝
un caractère,характер,"Il a mauvais <b>caractère</b>.","У него плохой <b>характер</b>.",😤
participer,участвовать,"Je veux <b>participer</b> au concours.","Я хочу <b>участвовать</b> в конкурсе.",🏆
détendre,расслаблять,"<b>Détends</b>-toi !","<b>Расслабься</b>!",😌
une imagination,воображение,"Tu as beaucoup d'<b>imagination</b>.","У тебя богатое <b>воображение</b>.",💭
un loup,волк,"Le <b>loup</b> hurle à la lune.","<b>Волк</b> воет на луну.",🐺
une cave,подвал; погреб,"Le vin est dans la <b>cave</b>.","Вино в <b>погребе</b>.",🍷
une terrasse,терраса,"On s'installe sur la <b>terrasse</b>.","Садимся на <b>террасе</b>.",☀️
sage,мудрый; послушный,"Sois <b>sage</b>.","Будь <b>послушным</b>.",👼
"sexuel, sexuelle",сексуальный; половой,"C'est un sujet <b>sexuel</b>.","Это <b>сексуальная</b> тема.",❤️
une menace,угроза,"C'est une <b>menace</b> sérieuse.","Это серьёзная <b>угроза</b>.",⚠️
surgir,появляться внезапно,"Un homme a <b>surgi</b> de nulle part.","Человек <b>выскочил</b> из ниоткуда.",😱
"sourd, sourde",глухой,"Il est <b>sourd</b>.","Он <b>глухой</b>.",👂
déjeuner,обедать (Квебек: завтракать),"On <b>déjeune</b> ensemble ?","<b>Пообедаем</b> вместе?",🍽️
"violent, violente",жестокий; бурный,"C'est un film <b>violent</b>.","Это <b>жестокий</b> фильм.",⚔️
un invité,гость,"Les <b>invités</b> arrivent.","<b>Гости</b> приходят.",🎉
une origine,происхождение,"Quelle est ton <b>origine</b> ?","Какого ты <b>происхождения</b>?",🌍
une cuisse,бедро,"J'ai mal à la <b>cuisse</b>.","У меня болит <b>бедро</b>.",🦵
"lent, lente",медленный,"La tortue est <b>lente</b>.","Черепаха <b>медленная</b>.",🐢
une boutique,магазинчик; бутик,"Il y a une <b>boutique</b> au coin de la rue.","На углу есть <b>магазинчик</b>.",🛍️
un test,тест,"J'ai passé un <b>test</b>.","Я прошёл <b>тест</b>.",📝
un propriétaire,собственник; хозяин,"Le <b>propriétaire</b> de l'immeuble.","<b>Хозяин</b> дома.",🏠
"fermé, fermée",закрытый,"Le magasin est <b>fermé</b>.","Магазин <b>закрыт</b>.",🚫
une promesse,обещание,"Tiens ta <b>promesse</b>.","Сдержи <b>обещание</b>.",🤝
une assiette,тарелка,"L'<b>assiette</b> est vide.","<b>Тарелка</b> пуста.",🍽️
un coffre,сундук; багажник,"Mets ça dans le <b>coffre</b>.","Положи это в <b>багажник</b>.",🚗
fonctionner,работать (о механизме),"La machine ne <b>fonctionne</b> pas.","Машина не <b>работает</b>.",⚙️
une mise,ставка; постановка,"C'est une grosse <b>mise</b>.","Это большая <b>ставка</b>.",🎰
"brun, brune",шатен; коричневый,"Il a les cheveux <b>bruns</b>.","У него <b>каштановые</b> волосы.",👨
"complet, complète",полный; комплектный,"L'hôtel est <b>complet</b>.","Отель <b>заполнен</b>.",🏨
un vers,стих; строка,"C'est un beau <b>vers</b>.","Это красивый <b>стих</b>.",📜
un charme,очарование,"Elle a du <b>charme</b>.","В ней есть <b>шарм</b>.",✨
une majesté,величество,"Sa <b>Majesté</b> le Roi.","Его <b>Величество</b> Король.",👑
cracher,плевать,"Ne <b>crache</b> pas par terre !","Не <b>плюй</b> на землю!",🚫
un minuit,полночь,"Il est <b>minuit</b>.","Сейчас <b>полночь</b>.",🌙
une bêtise,глупость,"Ne fais pas de <b>bêtises</b>.","Не делай <b>глупостей</b>.",🙄
un ouvrier,рабочий,"L'<b>ouvrier</b> travaille à l'usine.","<b>Рабочий</b> трудится на заводе.",👷
vaste,обширный,"C'est un <b>vaste</b> territoire.","Это <b>обширная</b> территория.",🌍
foncer,мчаться; затемнять,"<b>Fonce</b> !","<b>Давай</b>!",🚀
un poulet,курица; цыплёнок,"Je mange du <b>poulet</b>.","Я ем <b>курицу</b>.",🍗
un principe,принцип,"C'est une question de <b>principe</b>.","Это вопрос <b>принципа</b>.",📌
affirmer,утверждать,"Il <b>affirme</b> que c'est vrai.","Он <b>утверждает</b>, что это правда.",💬
un cercle,круг,"Forme un <b>cercle</b>.","Сформируй <b>круг</b>.",⭕
lutter,бороться,"Il faut <b>lutter</b> pour ses droits.","Надо <b>бороться</b> за свои права.",✊
un territoire,территория,"C'est notre <b>territoire</b>.","Это наша <b>территория</b>.",🗺️
une poule,курица,"La <b>poule</b> pond des œufs.","<b>Курица</b> несёт яйца.",🐔
"vain, vaine",напрасный,"C'est en <b>vain</b>.","Это <b>напрасно</b>.",😞
une barbe,борода,"Il a une longue <b>barbe</b>.","У него длинная <b>борода</b>.",🧔
une faveur,одолжение; благосклонность,"Fais-moi une <b>faveur</b>.","Сделай мне <b>одолжение</b>.",🙏
raser,брить; сносить,"Je dois me <b>raser</b>.","Мне надо <b>побриться</b>.",🪒
un bus,автобус,"Le <b>bus</b> arrive.","<b>Автобус</b> подходит.",🚌
une soupe,суп,"La <b>soupe</b> est chaude.","<b>Суп</b> горячий.",🍲
un écrivain,писатель,"C'est un grand <b>écrivain</b>.","Это великий <b>писатель</b>.",✍️
recouvrir,покрывать,"La neige <b>recouvre</b> tout.","Снег всё <b>покрывает</b>.",❄️
"soudain, soudaine",внезапный,"Un changement <b>soudain</b>.","<b>Внезапная</b> перемена.",⚡
une centaine,сотня (около),"Une <b>centaine</b> de personnes.","<b>Около сотни</b> человек.",💯
au-delà,за пределами,"<b>Au-delà</b> de cette limite.","<b>За пределами</b> этой границы.",🚧
une tendresse,нежность,"Il l'a regardée avec <b>tendresse</b>.","Он посмотрел на неё с <b>нежностью</b>.",💕
effrayer,пугать,"Ne m'<b>effraie</b> pas !","Не <b>пугай</b> меня!",😨
"fatigué, fatiguée",уставший,"Je suis <b>fatigué</b>.","Я <b>устал</b>.",😴
enceinte,беременная,"Elle est <b>enceinte</b>.","Она <b>беременна</b>.",🤰
"supérieur, supérieure",высший; начальник,"Mon <b>supérieur</b> m'a appelé.","Мой <b>начальник</b> позвонил.",👔
parcourir,проходить; пробегать,"J'ai <b>parcouru</b> dix kilomètres.","Я <b>прошёл</b> десять километров.",🚶
une responsabilité,ответственность,"C'est une grande <b>responsabilité</b>.","Это большая <b>ответственность</b>.",⚖️
précipiter,ускорять; бросать,"Ne <b>précipite</b> rien.","Не <b>торопись</b>.",⏰
viser,целиться; стремиться,"Je <b>vise</b> la cible.","Я <b>целюсь</b> в мишень.",🎯
une nation,нация,"C'est une grande <b>nation</b>.","Это великая <b>нация</b>.",🏛️
"obscur, obscure",тёмный; непонятный,"C'est un texte <b>obscur</b>.","Это <b>непонятный</b> текст.",🌑
une matière,материал; предмет,"C'est une <b>matière</b> première.","Это <b>сырьё</b>.",🏗️
un paysage,пейзаж,"Quel beau <b>paysage</b> !","Какой красивый <b>пейзаж</b>!",🏞️
avertir,предупреждать,"Je t'<b>avertis</b>.","Я тебя <b>предупреждаю</b>.",⚠️
extraordinaire,необычайный,"C'est <b>extraordinaire</b> !","Это <b>необычайно</b>!",🤩
une mouche,муха,"Une <b>mouche</b> vole.","<b>Муха</b> летает.",🪰
envahir,вторгаться; охватывать,"La peur m'<b>envahit</b>.","Меня <b>охватывает</b> страх.",😨
