French,Russian,ExampleFrench,ExampleRussian,Emoji
une version,версия,"C'est la dernière <b>version</b>.","Это последняя <b>версия</b>.",📱
préserver,сохранять,"<b>Préserve</b> l'environnement.","<b>Сохраняй</b> окружающую среду.",🌍
bondir,прыгать,"Le chat <b>bondit</b>.","Кот <b>прыгает</b>.",🐱
un savon,мыло,"Lave-toi avec du <b>savon</b>.","Мойся с <b>мылом</b>.",🧼
une tranchée,траншея,"Creuse une <b>tranchée</b>.","Выкопай <b>траншею</b>.",⛏️
une réception,приём,"La <b>réception</b> de l'hôtel.","<b>Ресепшн</b> отеля.",🏨
errer,блуждать,"Il <b>erre</b> dans la ville.","Он <b>бродит</b> по городу.",🚶
une pub,реклама (разг.),"Je déteste la <b>pub</b>.","Я ненавижу <b>рекламу</b>.",📺
normalement,обычно,"<b>Normalement</b>, je me lève tôt.","<b>Обычно</b> я встаю рано.",⏰
"actuel, actuelle",текущий; актуальный,"La situation <b>actuelle</b>.","<b>Текущая</b> ситуация.",📌
un désastre,катастрофа,"C'est un <b>désastre</b>.","Это <b>катастрофа</b>.",💥
un pêcheur,рыбак,"Le <b>pêcheur</b> lance sa ligne.","<b>Рыбак</b> забрасывает удочку.",🎣
clore,закрывать; завершать,"La discussion est <b>close</b>.","Дискуссия <b>закрыта</b>.",🔒
communiste,коммунистический,"Le parti <b>communiste</b>.","<b>Коммунистическая</b> партия.",☭
prolonger,продлевать,"<b>Prolonge</b> ton séjour.","<b>Продли</b> пребывание.",➕
une signature,подпись,"Mets ta <b>signature</b> ici.","Поставь <b>подпись</b> здесь.",✍️
une loge,ложа; каморка,"La <b>loge</b> du concierge.","<b>Каморка</b> консьержа.",🚪
insupportable,невыносимый,"C'est <b>insupportable</b>.","Это <b>невыносимо</b>.",😤
une fillette,девочка,"La petite <b>fillette</b>.","Маленькая <b>девочка</b>.",👧
fasciner,очаровывать,"Ce film me <b>fascine</b>.","Этот фильм меня <b>очаровывает</b>.",✨
un troupeau,стадо,"Un <b>troupeau</b> de vaches.","<b>Стадо</b> коров.",🐄
misérable,жалкий,"Une vie <b>misérable</b>.","<b>Жалкая</b> жизнь.",😢
une bagarre,драка,"Il y a eu une <b>bagarre</b>.","Была <b>драка</b>.",👊
trancher,резать; решать,"<b>Tranche</b> le pain.","<b>Нарежь</b> хлеб.",🔪
une production,производство,"La <b>production</b> augmente.","<b>Производство</b> растёт.",🏭
ruiner,разорять,"La guerre a <b>ruiné</b> le pays.","Война <b>разорила</b> страну.",💸
une nécessité,необходимость,"C'est une <b>nécessité</b>.","Это <b>необходимость</b>.",❗
une bourse,биржа; стипендия,"La <b>Bourse</b> de Paris.","Парижская <b>Биржа</b>.",📈
un meurtrier,убийца,"Le <b>meurtrier</b> a été arrêté.","<b>Убийца</b> был арестован.",🔪
une facture,счёт,"Paye la <b>facture</b>.","Оплати <b>счёт</b>.",🧾
consister,состоять,"En quoi <b>consiste</b> le problème ?","В чём <b>состоит</b> проблема?",🤔
flatter,льстить,"Ne me <b>flatte</b> pas.","Не <b>льсти</b> мне.",😏
un humour,юмор,"Il a de l'<b>humour</b>.","У него есть <b>юмор</b>.",😂
un indice,улика; индекс,"Voici un <b>indice</b>.","Вот <b>улика</b>.",🔍
une longueur,длина,"La <b>longueur</b> du couloir.","<b>Длина</b> коридора.",📏
une sauce,соус,"Une <b>sauce</b> tomate.","Томатный <b>соус</b>.",🍝
un berger,пастух,"Le <b>berger</b> garde le troupeau.","<b>Пастух</b> охраняет стадо.",🐑
personnellement,лично,"<b>Personnellement</b>, je suis contre.","<b>Лично</b> я против.",🙋
un serviteur,слуга,"Votre humble <b>serviteur</b>.","Ваш скромный <b>слуга</b>.",🙇
un plancher,пол (деревянный),"Le <b>plancher</b> grince.","<b>Пол</b> скрипит.",🪵
un virus,вирус,"Le <b>virus</b> se propage.","<b>Вирус</b> распространяется.",🦠
"occupé, occupée",занятый,"Je suis <b>occupé</b>.","Я <b>занят</b>.",🏃
un passager,пассажир,"Les <b>passagers</b> du train.","<b>Пассажиры</b> поезда.",🚂
un velours,бархат,"Un fauteuil en <b>velours</b>.","Кресло из <b>бархата</b>.",🪑
"géant, géante",гигантский,"Un pas de <b>géant</b>.","<b>Гигантский</b> шаг.",👣
dater,датировать,"Le document <b>date</b> de 1900.","Документ <b>датирован</b> 1900 годом.",📅
salir,пачкать,"Ne <b>salis</b> pas tes vêtements.","Не <b>пачкай</b> одежду.",👕
chuchoter,шептать,"Il <b>chuchote</b> à mon oreille.","Он <b>шепчет</b> мне на ухо.",🤫
un malin,хитрец,"C'est un petit <b>malin</b>.","Это маленький <b>хитрец</b>.",😏
améliorer,улучшать,"<b>Améliore</b> ton français.","<b>Улучшай</b> свой французский.",📈
aviser,уведомлять,"Je t'<b>aviserai</b>.","Я тебя <b>уведомлю</b>.",📢
un car,автобус (междугородний),"Prends le <b>car</b>.","Садись на <b>автобус</b>.",🚌
acquérir,приобретать,"<b>Acquérir</b> de l'expérience.","<b>Приобретать</b> опыт.",📚
un duc,герцог,"Le <b>duc</b> de Normandie.","<b>Герцог</b> Нормандии.",👑
un représentant,представитель,"Le <b>représentant</b> commercial.","Торговый <b>представитель</b>.",💼
"récent, récente",недавний,"Un événement <b>récent</b>.","<b>Недавнее</b> событие.",🕐
surmonter,преодолевать,"<b>Surmonte</b> tes peurs.","<b>Преодолей</b> свои страхи.",💪
un envers,изнанка,"L'<b>envers</b> du décor.","<b>Изнанка</b> декораций.",🎭
un cahier,тетрадь,"Ouvre ton <b>cahier</b>.","Открой <b>тетрадь</b>.",📓
gueuler,орать (разг.),"Ne <b>gueule</b> pas !","Не <b>ори</b>!",📢
spécialiste,специалист,"C'est un <b>spécialiste</b>.","Он <b>специалист</b>.",🎯
un obstacle,препятствие,"Un <b>obstacle</b> sur la route.","<b>Препятствие</b> на дороге.",🚧
une richesse,богатство,"La <b>richesse</b> du pays.","<b>Богатство</b> страны.",💎
un oubli,забывание,"C'est un <b>oubli</b>.","Это <b>упущение</b>.",🤦
un chantier,стройка,"Le <b>chantier</b> avance.","<b>Стройка</b> продвигается.",🏗️
"surpris, surprise",удивлённый,"Je suis <b>surpris</b>.","Я <b>удивлён</b>.",😮
une sagesse,мудрость,"La <b>sagesse</b> des anciens.","<b>Мудрость</b> древних.",🦉
une trouille,страх (разг.),"J'ai la <b>trouille</b>.","Мне <b>страшно</b>.",😱
un poison,яд,"C'est du <b>poison</b>.","Это <b>яд</b>.",☠️
un pigeon,голубь,"Le <b>pigeon</b> roucoule.","<b>Голубь</b> воркует.",🕊️
un foot,футбол (разг.),"Je joue au <b>foot</b>.","Я играю в <b>футбол</b>.",⚽
un orchestre,оркестр,"L'<b>orchestre</b> joue.","<b>Оркестр</b> играет.",🎻
sexy,сексуальный,"Elle est très <b>sexy</b>.","Она очень <b>сексуальная</b>.",🔥
une chèvre,коза,"La <b>chèvre</b> broute.","<b>Коза</b> пасётся.",🐐
un bataillon,батальон,"Le <b>bataillon</b> avance.","<b>Батальон</b> наступает.",🪖
une autorisation,разрешение,"J'ai l'<b>autorisation</b>.","У меня есть <b>разрешение</b>.",✅
un commentaire,комментарий,"Sans <b>commentaire</b>.","Без <b>комментариев</b>.",💬
"aérien, aérienne",воздушный,"Le transport <b>aérien</b>.","<b>Воздушный</b> транспорт.",✈️
applaudir,аплодировать,"Le public <b>applaudit</b>.","Публика <b>аплодирует</b>.",👏
injuste,несправедливый,"C'est <b>injuste</b>.","Это <b>несправедливо</b>.",😤
accélérer,ускорять,"<b>Accélère</b> un peu.","<b>Ускорься</b> немного.",🚀
un hall,холл,"Le <b>hall</b> de l'hôtel.","<b>Холл</b> отеля.",🏨
calculer,вычислять,"<b>Calcule</b> le prix.","<b>Вычисли</b> цену.",🔢
adversaire,противник,"Mon <b>adversaire</b> est fort.","Мой <b>противник</b> силён.",🥊
un miel,мёд,"Du <b>miel</b> d'érable.","Кленовый <b>мёд</b>.",🍯
une conclusion,заключение,"En <b>conclusion</b>...","В <b>заключение</b>...",📝
une grandeur,величие,"La <b>grandeur</b> du pays.","<b>Величие</b> страны.",🏛️
une démarche,походка; шаг,"Une <b>démarche</b> administrative.","<b>Административные</b> процедуры.",📋
critique,критик,"Le <b>critique</b> de cinéma.","Кино<b>критик</b>.",🎬
"patient, patiente",терпеливый,"Sois <b>patient</b>.","Будь <b>терпеливым</b>.",⏳
photographe,фотограф,"Le <b>photographe</b> prend une photo.","<b>Фотограф</b> делает снимок.",📷
un hommage,почтение,"Rendre <b>hommage</b>.","Отдать <b>дань уважения</b>.",🙏
ancêtre,предок,"Mes <b>ancêtres</b> venaient du Québec.","Мои <b>предки</b> были из Квебека.",👴
