French,Russian,ExampleFrench,ExampleRussian,Emoji
tester,тестировать,"<b>Teste</b> le produit.","<b>Протестируй</b> продукт.",🧪
une confusion,путаница,"Il y a <b>confusion</b>.","Тут <b>путаница</b>.",🤔
renforcer,усиливать,"<b>Renforce</b> la sécurité.","<b>Усиль</b> безопасность.",💪
nuire,вредить,"Ça peut <b>nuire</b> à ta santé.","Это может <b>навредить</b> здоровью.",⚠️
un privilège,привилегия,"C'est un <b>privilège</b>.","Это <b>привилегия</b>.",⭐
brouiller,путать; ссорить,"Ne <b>brouille</b> pas les cartes.","Не <b>путай</b> карты.",🃏
un autobus,автобус,"Prends l'<b>autobus</b>.","Садись на <b>автобус</b>.",🚌
une alerte,тревога,"Une <b>alerte</b> rouge.","Красная <b>тревога</b>.",🚨
un diplôme,диплом,"J'ai mon <b>diplôme</b>.","У меня есть <b>диплом</b>.",🎓
une ironie,ирония,"Quelle <b>ironie</b> !","Какая <b>ирония</b>!",😏
attribuer,приписывать; присуждать,"<b>Attribuer</b> un prix.","<b>Присудить</b> приз.",🏆
économique,экономический,"La crise <b>économique</b>.","<b>Экономический</b> кризис.",📉
enfouir,закапывать,"<b>Enfouis</b> le trésor.","<b>Закопай</b> сокровище.",💎
un dragon,дракон,"Le <b>dragon</b> crache du feu.","<b>Дракон</b> извергает огонь.",🐉
exclure,исключать,"<b>Exclure</b> quelqu'un.","<b>Исключить</b> кого-то.",🚫
entrevoir,предвидеть; мельком видеть,"Je l'ai <b>entrevu</b>.","Я его <b>мельком увидел</b>.",👁️
une borne,граница; терминал,"Une <b>borne</b> électrique.","Электрическая <b>зарядка</b>.",🔌
une brute,грубиян,"C'est une <b>brute</b>.","Это <b>грубиян</b>.",😠
enchaîner,приковывать; продолжать,"<b>Enchaîne</b> les exercices.","<b>Продолжай</b> упражнения.",🔗
un pipi,пописать (разг.),"Faire <b>pipi</b>.","<b>Пописать</b>.",🚽
redoutable,грозный,"Un adversaire <b>redoutable</b>.","<b>Грозный</b> противник.",😨
une jungle,джунгли,"La <b>jungle</b> amazonienne.","Амазонские <b>джунгли</b>.",🌴
remarquable,замечательный,"Un travail <b>remarquable</b>.","<b>Замечательная</b> работа.",✨
une fermeture,закрытие,"La <b>fermeture</b> du magasin.","<b>Закрытие</b> магазина.",🔒
"massif, massive",массивный,"Une porte <b>massive</b>.","<b>Массивная</b> дверь.",🚪
tolérer,терпеть,"Je ne peux pas <b>tolérer</b> ça.","Я не могу это <b>терпеть</b>.",😤
décorer,украшать,"<b>Décore</b> le salon.","<b>Укрась</b> гостиную.",🎨
"bourgeois, bourgeoise",буржуазный,"Un quartier <b>bourgeois</b>.","<b>Буржуазный</b> район.",🏘️
"mou, molle",мягкий,"Un oreiller <b>mou</b>.","<b>Мягкая</b> подушка.",🛏️
un agneau,ягнёнок,"Un <b>agneau</b> pascal.","Пасхальный <b>ягнёнок</b>.",🐑
un sénateur,сенатор,"Le <b>sénateur</b> vote.","<b>Сенатор</b> голосует.",🏛️
un fort,крепость,"Le vieux <b>fort</b>.","Старая <b>крепость</b>.",🏰
"habillé, habillée",одетый,"Bien <b>habillé</b>.","Хорошо <b>одетый</b>.",👔
une étoffe,ткань,"Une belle <b>étoffe</b>.","Красивая <b>ткань</b>.",🧵
un engin,аппарат; устройство,"Un <b>engin</b> spatial.","Космический <b>аппарат</b>.",🚀
une complicité,соучастие,"Une <b>complicité</b> amoureuse.","Любовная <b>сопричастность</b>.",❤️
un domicile,место жительства,"À <b>domicile</b>.","На <b>дому</b>.",🏠
infiniment,бесконечно,"<b>Infiniment</b> reconnaissant.","<b>Бесконечно</b> благодарен.",♾️
un convoi,конвой,"Un <b>convoi</b> militaire.","Военный <b>конвой</b>.",🚛
"violet, violette",фиолетовый,"Une fleur <b>violette</b>.","<b>Фиолетовый</b> цветок.",💜
transférer,переводить,"<b>Transférer</b> de l'argent.","<b>Перевести</b> деньги.",💸
un bond,прыжок,"D'un <b>bond</b>.","Одним <b>прыжком</b>.",🦘
un tremblement,дрожь,"Un <b>tremblement</b> de terre.","<b>Землетрясение</b>.",🌍
une obligation,обязательство,"Une <b>obligation</b> légale.","Юридическое <b>обязательство</b>.",📜
un bassin,бассейн; таз,"Le <b>bassin</b> du jardin.","<b>Бассейн</b> в саду.",🏊
mentionner,упоминать,"<b>Mentionne</b> son nom.","<b>Упомяни</b> его имя.",📝
un pognon,бабки (разг.),"Il a du <b>pognon</b>.","У него есть <b>бабки</b>.",💰
une gêne,смущение; неудобство,"Sans <b>gêne</b>.","Без <b>стеснения</b>.",😳
