French,Russian,ExampleFrench,ExampleRussian,Emoji
administrer,управлять,"<b>Administrer</b> une entreprise.","<b>Управлять</b> предприятием.",🏢
un maintien,сохранение,"Le <b>maintien</b> de l'ordre.","<b>Поддержание</b> порядка.",👮
un spectre,призрак,"Le <b>spectre</b> de la mort.","<b>Призрак</b> смерти.",👻
résulter,вытекать,"<b>Résulter</b> de cette décision.","<b>Вытекать</b> из этого решения.",📊
une malchance,невезение,"Quelle <b>malchance</b> !","Какое <b>невезение</b>!",🍀
édifier,воздвигать,"<b>Édifier</b> un monument.","<b>Воздвигнуть</b> монумент.",🏛️
une détention,заключение,"Une <b>détention</b> provisoire.","Предварительное <b>заключение</b>.",🔒
conforme,соответствующий,"<b>Conforme</b> aux normes.","<b>Соответствующий</b> нормам.",✅
"visuel, visuelle",визуальный,"Un effet <b>visuel</b>.","<b>Визуальный</b> эффект.",👁️
un western,вестерн,"Un <b>western</b> spaghetti.","<b>Спагетти</b>-вестерн.",🤠
"distinct, distincte",отчётливый,"Un bruit <b>distinct</b>.","<b>Отчётливый</b> шум.",👂
une tribune,трибуна,"Monter à la <b>tribune</b>.","Подняться на <b>трибуну</b>.",🎤
un romancier,романист,"Un grand <b>romancier</b>.","Великий <b>романист</b>.",📚
un interdit,запрет,"Un <b>interdit</b> religieux.","Религиозный <b>запрет</b>.",🚫
une chronique,хроника,"Une <b>chronique</b> locale.","Местная <b>хроника</b>.",📰
chauve,лысый,"Un homme <b>chauve</b>.","<b>Лысый</b> мужчина.",👨‍🦲
"dévoué, dévouée",преданный,"Un ami <b>dévoué</b>.","<b>Преданный</b> друг.",❤️
un ouragan,ураган,"Un <b>ouragan</b> dévastateur.","Разрушительный <b>ураган</b>.",🌀
un apprentissage,обучение,"Un <b>apprentissage</b> difficile.","Трудное <b>обучение</b>.",📚
un microbe,микроб,"Un <b>microbe</b> dangereux.","Опасный <b>микроб</b>.",🦠
"décent, décente",приличный,"Un salaire <b>décent</b>.","<b>Приличная</b> зарплата.",💵
rebelle,мятежный,"Un esprit <b>rebelle</b>.","<b>Мятежный</b> дух.",✊
un bocal,банка,"Un <b>bocal</b> de cornichons.","<b>Банка</b> огурцов.",🥒
un bûcheron,дровосек,"Un <b>bûcheron</b> canadien.","Канадский <b>лесоруб</b>.",🪓
un massif,массив,"Un <b>massif</b> montagneux.","Горный <b>массив</b>.",⛰️
"figé, figée",застывший,"Un sourire <b>figé</b>.","<b>Застывшая</b> улыбка.",😬
austère,строгий,"Un décor <b>austère</b>.","<b>Строгое</b> убранство.",🏛️
ensevelir,хоронить,"<b>Ensevelir</b> les morts.","<b>Хоронить</b> мёртвых.",⚰️
"passif, passive",пассивный,"Un rôle <b>passif</b>.","<b>Пассивная</b> роль.",😐
pétrir,месить,"<b>Pétrir</b> la pâte.","<b>Месить</b> тесто.",🍞
un braquage,налёт,"Un <b>braquage</b> de banque.","<b>Налёт</b> на банк.",🏦
"rigolo, rigolote",забавный,"Un type <b>rigolo</b>.","<b>Забавный</b> тип.",😄
un vautour,гриф,"Un <b>vautour</b> affamé.","Голодный <b>гриф</b>.",🦅
"boueux, boueuse",грязный,"Un chemin <b>boueux</b>.","<b>Грязная</b> дорога.",🛤️
grisâtre,сероватый,"Un ciel <b>grisâtre</b>.","<b>Сероватое</b> небо.",☁️
mâle,мужской,"Un animal <b>mâle</b>.","<b>Самец</b> животного.",🦁
une arête,рёбро; грань,"L'<b>arête</b> du nez.","<b>Спинка</b> носа.",👃
un gâchis,расточительство,"Quel <b>gâchis</b> !","Какое <b>расточительство</b>!",😔
tapir,прятаться,"Se <b>tapir</b> dans l'ombre.","<b>Притаиться</b> в тени.",👀
"vêtu, vêtue",одетый,"<b>Vêtu</b> de noir.","<b>Одетый</b> в чёрное.",🧥
méprendre,ошибаться,"Se <b>méprendre</b> sur quelqu'un.","<b>Ошибаться</b> в ком-то.",🤔
une séduction,соблазн,"L'art de la <b>séduction</b>.","Искусство <b>соблазнения</b>.",💕
"flagrant, flagrante",явный,"Un délit <b>flagrant</b>.","<b>Явное</b> правонарушение.",⚠️
un pique-nique,пикник,"Faire un <b>pique-nique</b>.","Устроить <b>пикник</b>.",🧺
une exploitation,эксплуатация,"L'<b>exploitation</b> des terres.","<b>Эксплуатация</b> земель.",🌾
tinter,звенеть,"Les cloches <b>tintent</b>.","Колокола <b>звенят</b>.",🔔
une lagune,лагуна,"Une <b>lagune</b> tropicale.","Тропическая <b>лагуна</b>.",🏝️
enivrer,опьянять,"S'<b>enivrer</b> de vin.","<b>Опьянеть</b> от вина.",🍷
un osier,ива,"Un panier en <b>osier</b>.","Корзина из <b>ивы</b>.",🧺
un meeting,митинг,"Un <b>meeting</b> politique.","Политический <b>митинг</b>.",📢
"indécis, indécise",нерешительный,"Un caractère <b>indécis</b>.","<b>Нерешительный</b> характер.",🤷
une trompe,хобот,"La <b>trompe</b> de l'éléphant.","<b>Хобот</b> слона.",🐘
une chimie,химия,"Un cours de <b>chimie</b>.","Урок <b>химии</b>.",🧪
relax,расслабленный,"Rester <b>relax</b>.","Оставаться <b>расслабленным</b>.",😎
inutile,бесполезный,"Un effort <b>inutile</b>.","<b>Бесполезное</b> усилие.",😕
un accessoire,аксессуар,"Un <b>accessoire</b> de mode.","Модный <b>аксессуар</b>.",👜
un bourdonnement,жужжание,"Le <b>bourdonnement</b> des abeilles.","<b>Жужжание</b> пчёл.",🐝
un rédacteur,редактор,"Le <b>rédacteur</b> en chef.","<b>Главный редактор</b>.",📝
parfumer,ароматизировать,"<b>Parfumer</b> une pièce.","<b>Ароматизировать</b> комнату.",🌸
combiner,комбинировать,"<b>Combiner</b> les couleurs.","<b>Комбинировать</b> цвета.",🎨
régir,управлять,"<b>Régir</b> un domaine.","<b>Управлять</b> имением.",👑
"troublant, troublante",волнующий,"Une beauté <b>troublante</b>.","<b>Волнующая</b> красота.",😍
une miche,буханка,"Une <b>miche</b> de pain.","<b>Буханка</b> хлеба.",🍞
grimacer,гримасничать,"<b>Grimacer</b> de douleur.","<b>Гримасничать</b> от боли.",😣
"immobilier, immobilière",недвижимый,"L'agent <b>immobilier</b>.","Агент по <b>недвижимости</b>.",🏠
"éveillé, éveillée",пробуждённый,"Un enfant <b>éveillé</b>.","<b>Смышлёный</b> ребёнок.",🧒
léguer,завещать,"<b>Léguer</b> ses biens.","<b>Завещать</b> имущество.",📜
un juron,ругательство,"Un <b>juron</b> grossier.","Грубое <b>ругательство</b>.",🤬
étroitement,тесно,"Collaborer <b>étroitement</b>.","<b>Тесно</b> сотрудничать.",🤝
choir,падать,"<b>Choir</b> par terre.","<b>Упасть</b> на землю.",⬇️
"imprévu, imprévue",непредвиденный,"Une dépense <b>imprévue</b>.","<b>Непредвиденный</b> расход.",💸
"contagieux, contagieuse",заразный,"Une maladie <b>contagieuse</b>.","<b>Заразная</b> болезнь.",🦠
écorcher,сдирать,"<b>Écorcher</b> un lapin.","<b>Освежевать</b> кролика.",🔪
symbolique,символический,"Un geste <b>symbolique</b>.","<b>Символический</b> жест.",🎭
un périmètre,периметр,"Le <b>périmètre</b> de sécurité.","<b>Периметр</b> безопасности.",📏
restituer,возвращать,"<b>Restituer</b> un objet volé.","<b>Вернуть</b> украденный предмет.",🔙
successivement,последовательно,"<b>Successivement</b> mariée.","<b>Последовательно</b> замужем.",➡️
une prostitution,проституция,"La <b>prostitution</b> légale.","Легальная <b>проституция</b>.",⚠️
un concurrent,конкурент,"Un <b>concurrent</b> redoutable.","Грозный <b>конкурент</b>.",🏃
une véranda,веранда,"Se reposer sur la <b>véranda</b>.","Отдыхать на <b>веранде</b>.",🏡
sagement,благоразумно,"Agir <b>sagement</b>.","Действовать <b>благоразумно</b>.",🧠
un motard,мотоциклист,"Un <b>motard</b> de la police.","Полицейский <b>мотоциклист</b>.",🏍️
une taverne,таверна,"Une vieille <b>taverne</b>.","Старая <b>таверна</b>.",🍺
