French,Russian,ExampleFrench,ExampleRussian,Emoji
un gong,гонг,Le <b>gong</b> retentit.,<b>Гонг</b> звучит.,🔔
flancher,сдаваться; пасовать,Le moteur <b>flanche</b>.,Мотор <b>сдаёт</b>.,😩
"spacieux, spacieuse",просторный,Un appartement <b>spacieux</b>.,<b>Просторная</b> квартира.,🏠
torride,знойный; жаркий,Une chaleur <b>torride</b>.,<b>Знойная</b> жара.,🔥
une embauche,найм; устройство на работу,Une offre d'<b>embauche</b>.,Предложение о <b>найме</b>.,💼
inéluctable,неизбежный,Un destin <b>inéluctable</b>.,<b>Неизбежная</b> судьба.,⚡
une gourmandise,лакомство; чревоугодие,Les <b>gourmandises</b> de Noël.,Рождественские <b>лакомства</b>.,🍬
culbuter,опрокидывать; кувыркаться,<b>Culbuter</b> dans l'herbe.,<b>Кувыркаться</b> в траве.,🤸
"malfaisant, malfaisante",зловредный,Un esprit <b>malfaisant</b>.,<b>Зловредный</b> дух.,😈
un ustensile,утварь; посуда,Un <b>ustensile</b> de cuisine.,Кухонная <b>утварь</b>.,🍳
un sud-est,юго-восток,Le <b>sud-est</b> de la France.,<b>Юго-восток</b> Франции.,🧭
généreusement,щедро,Donner <b>généreusement</b>.,<b>Щедро</b> давать.,💰
un rhumatisme,ревматизм,Souffrir de <b>rhumatismes</b>.,Страдать <b>ревматизмом</b>.,🦴
nostalgique,ностальгический,Un air <b>nostalgique</b>.,<b>Ностальгический</b> вид.,😢
ressasser,пережёвывать; твердить,<b>Ressasser</b> les mêmes idées.,<b>Твердить</b> одно и то же.,🔄
un béguin,увлечение; влюблённость,Avoir le <b>béguin</b> pour quelqu'un.,<b>Втюриться</b> в кого-то.,💕
un nationalisme,национализм,Le <b>nationalisme</b> extrême.,Крайний <b>национализм</b>.,🏳️
une serpillière,тряпка для пола,Passer la <b>serpillière</b>.,Мыть пол <b>тряпкой</b>.,🧹
une session,сессия; заседание,Une <b>session</b> de travail.,Рабочая <b>сессия</b>.,📅
illusoire,иллюзорный,Un espoir <b>illusoire</b>.,<b>Иллюзорная</b> надежда.,💭
"saignant, saignante",кровоточащий; с кровью,Un steak <b>saignant</b>.,Стейк <b>с кровью</b>.,🥩
"tentant, tentante",соблазнительный,Une offre <b>tentante</b>.,<b>Соблазнительное</b> предложение.,🤤
une amorce,наживка; запал,L'<b>amorce</b> du pétard.,<b>Запал</b> петарды.,💥
un découragement,уныние; упадок духа,Un moment de <b>découragement</b>.,Момент <b>уныния</b>.,😔
une vogue,мода; популярность,Être en <b>vogue</b>.,Быть <b>в моде</b>.,👗
un loser,неудачник,C'est un <b>loser</b>.,Он <b>неудачник</b>.,😞
un bacon,бекон,Du <b>bacon</b> grillé.,Жареный <b>бекон</b>.,🥓
un jeûne,пост; голодание,Faire un <b>jeûne</b>.,<b>Поститься</b>.,🙏
une décence,приличие,Par <b>décence</b>.,Из <b>приличия</b>.,👔
adverse,противный; вражеский,Le camp <b>adverse</b>.,<b>Вражеский</b> лагерь.,⚔️
décroître,убывать,La lune <b>décroît</b>.,Луна <b>убывает</b>.,🌘
synthétique,синтетический,Un tissu <b>synthétique</b>.,<b>Синтетическая</b> ткань.,🧪
un critère,критерий,Un <b>critère</b> de sélection.,<b>Критерий</b> отбора.,✅
un ketchup,кетчуп,Du <b>ketchup</b> sur les frites.,<b>Кетчуп</b> на картошку.,🍅
un veilleur,сторож; дежурный,Le <b>veilleur</b> de nuit.,Ночной <b>сторож</b>.,🔦
un écu,экю; щит,Un <b>écu</b> d'or.,Золотой <b>экю</b>.,🛡️
une guillotine,гильотина,La <b>guillotine</b> de la Révolution.,<b>Гильотина</b> Революции.,⚔️
une occase,оказия; случай (разг.),Une bonne <b>occase</b>.,Хороший <b>случай</b>.,🎯
une évaluation,оценка,L'<b>évaluation</b> des risques.,<b>Оценка</b> рисков.,📊
un conquérant,завоеватель,Alexandre le <b>conquérant</b>.,Александр <b>завоеватель</b>.,⚔️
un plumard,койка (разг.),Aller au <b>plumard</b>.,Идти на <b>боковую</b>.,🛏️
"abject, abjecte",гнусный; низкий,Un acte <b>abject</b>.,<b>Гнусный</b> поступок.,🤮
"vertébral, vertébrale",позвоночный,La colonne <b>vertébrale</b>.,<b>Позвоночный</b> столб.,🦴
"brésilien, brésilienne",бразильский,La musique <b>brésilienne</b>.,<b>Бразильская</b> музыка.,🇧🇷
insatiable,ненасытный,Une curiosité <b>insatiable</b>.,<b>Ненасытное</b> любопытство.,🤩
pompiste,заправщик,Le <b>pompiste</b> fait le plein.,<b>Заправщик</b> заливает бензин.,⛽
frénétique,неистовый; лихорадочный,Des applaudissements <b>frénétiques</b>.,<b>Неистовые</b> аплодисменты.,👏
bouffe,оперный (комич.),Un opéra <b>bouffe</b>.,Комическая <b>опера</b>.,🎭
un réalisme,реализм,Le <b>réalisme</b> littéraire.,Литературный <b>реализм</b>.,📖
éperdument,безумно; страстно,Aimer <b>éperdument</b>.,Любить <b>безумно</b>.,💕
"sonnant, sonnante",звонкий,En espèces <b>sonnantes</b>.,<b>Звонкой</b> монетой.,🪙
troquer,менять; обменивать,<b>Troquer</b> contre quelque chose.,<b>Обменять</b> на что-то.,🔄
dégueuler,блевать (груб.),J'ai envie de <b>dégueuler</b>.,Меня <b>тошнит</b>.,🤮
un boucan,шум; грохот,Faire du <b>boucan</b>.,<b>Шуметь</b>.,📢
un chichi,церемонии; жеманство,Faire des <b>chichis</b>.,<b>Жеманничать</b>.,💅
un loup-garou,оборотень,Le <b>loup-garou</b> hurle.,<b>Оборотень</b> воет.,🐺
un jargon,жаргон,Le <b>jargon</b> médical.,Медицинский <b>жаргон</b>.,🗣️
un mitard,карцер,Mettre au <b>mitard</b>.,Посадить в <b>карцер</b>.,🔒
un topo,краткое изложение,Faire un <b>topo</b>.,Сделать <b>обзор</b>.,📝
un neveux,племянники (мн.),Mes <b>neveux</b> sont venus.,Мои <b>племянники</b> пришли.,👦👦
un beaux-arts,изобразительные искусства,L'école des <b>Beaux-Arts</b>.,Школа <b>изящных искусств</b>.,🎨
un quarante,сороковка,Un <b>quarante</b>-cinq tours.,<b>Сорокопятка</b> (пластинка).,💿
un adjudant-chef,старший прапорщик,L'<b>adjudant-chef</b> commande.,<b>Старший прапорщик</b> командует.,🎖️
"traité, traitée",обработанный,Du bois <b>traité</b>.,<b>Обработанная</b> древесина.,🪵
certaine,некая; определённая,Une <b>certaine</b> personne.,<b>Некая</b> особа.,❓
une carabinière,карабинер (ж.р.),La <b>carabinière</b> patrouille.,<b>Карабинер</b> патрулирует.,👮‍♀️
une toute-puissante,всемогущая,La déesse <b>toute-puissante</b>.,<b>Всемогущая</b> богиня.,👸
une sapeuse,сапёр (ж.р.),La <b>sapeuse</b> désamorce la bombe.,<b>Сапёр</b> обезвреживает бомбу.,💣
à l'encontre,вопреки; против,Aller <b>à l'encontre</b> de la loi.,Идти <b>вопреки</b> закону.,🚫
une familière,близкая; домашняя,Une expression <b>familière</b>.,<b>Разговорное</b> выражение.,🗣️
j,я (перед гласной),<b>J'</b>aime le café.,<b>Я</b> люблю кофе.,☕
une kidnappeuse,похитительница,La <b>kidnappeuse</b> a été arrêtée.,<b>Похитительницу</b> задержали.,🚔
une tenante,действующая (чемпионка),La <b>tenante</b> du titre.,<b>Действующая</b> чемпионка.,🏆
une palestinienne,палестинка,Elle est <b>palestinienne</b>.,Она <b>палестинка</b>.,🇵🇸
une voltigeuse,акробатка,La <b>voltigeuse</b> au cirque.,<b>Акробатка</b> в цирке.,🎪
tienne,твоя,C'est la <b>tienne</b>.,Это <b>твоя</b>.,👆
because,потому что (англ.),<b>Because</b> I love you.,<b>Потому что</b> я тебя люблю.,💕
s,если (перед гласной),<b>S'</b>il te plaît.,<b>Если</b> тебе угодно.,🙏
hue,но! (лошади),<b>Hue</b> ! Avance !,<b>Но</b>! Вперёд!,🐴
une assaillante,нападающая,L'<b>assaillante</b> a été maîtrisée.,<b>Нападавшую</b> обезвредили.,⚔️
aucuns,никакие,<b>Aucuns</b> frais.,<b>Никаких</b> расходов.,🚫
maints,многие,<b>Maints</b> exemples.,<b>Многие</b> примеры.,📚
une rectrice,ректор (ж.р.),La <b>rectrice</b> de l'université.,<b>Ректор</b> университета.,🎓
une forestière,лесничая,La <b>forestière</b> protège la forêt.,<b>Лесничая</b> охраняет лес.,🌲
une imprimeuse,печатница,L'<b>imprimeuse</b> travaille.,<b>Печатница</b> работает.,🖨️
une inquisitrice,инквизитор (ж.р.),L'<b>inquisitrice</b> interroge.,<b>Инквизитор</b> допрашивает.,⚖️
une commandeure,командор (ж.р.),La <b>commandeure</b> dirige.,<b>Командор</b> руководит.,🎖️
une constructrice,строительница,L'entreprise <b>constructrice</b>.,<b>Строительная</b> компания.,🏗️
une instructrice,инструктор (ж.р.),L'<b>instructrice</b> enseigne.,<b>Инструктор</b> обучает.,📚
une trappeuse,трапперша,La <b>trappeuse</b> chasse.,<b>Трапперша</b> охотится.,🏹
bing,бинг! (звук),<b>Bing</b> ! Touché !,<b>Бинг</b>! Попал!,🎯
une martienne,марсианка,Une <b>martienne</b> verte.,Зелёная <b>марсианка</b>.,👽
une transporteuse,перевозчица,La bande <b>transporteuse</b>.,<b>Конвейерная</b> лента.,📦
une canadienne,канадка,Elle est <b>canadienne</b>.,Она <b>канадка</b>.,🇨🇦
une grenadière,гренадёрша,La <b>grenadière</b> lance.,<b>Гренадёрша</b> бросает.,💣
une prédatrice,хищница,Une <b>prédatrice</b> redoutable.,Грозная <b>хищница</b>.,🦁
une ascendante,восходящая,La ligne <b>ascendante</b>.,<b>Восходящая</b> линия.,📈
clac,щёлк! хлоп!,<b>Clac</b> ! La porte se ferme.,<b>Хлоп</b>! Дверь закрывается.,🚪
