French,Russian,ExampleFrench,ExampleRussian,Emoji
un chrétien,христианин,"C'est un <b>chrétien</b>.","Он <b>христианин</b>.",✝️
associer,связывать; ассоциировать,"J'<b>associe</b> cette odeur à l'été.","Я <b>связываю</b> этот запах с летом.",🔗
une cachette,тайник,"Une <b>cachette</b> secrète.","Секретный <b>тайник</b>.",🙈
défoncer,ломать; выбивать,"<b>Défonce</b> la porte !","<b>Выбей</b> дверь!",🚪
probable,вероятный,"C'est très <b>probable</b>.","Это весьма <b>вероятно</b>.",🤔
un abandon,отказ; заброшенность,"L'<b>abandon</b> de poste.","<b>Оставление</b> поста.",🏚️
un frisson,дрожь,"Un <b>frisson</b> de peur.","<b>Дрожь</b> от страха.",🥶
un tambour,барабан,"Jouer du <b>tambour</b>.","Играть на <b>барабане</b>.",🥁
une publicité,реклама,"La <b>publicité</b> télévisée.","Телевизионная <b>реклама</b>.",📺
un candidat,кандидат,"Le <b>candidat</b> aux élections.","<b>Кандидат</b> на выборах.",🗳️
"mûr, mûre",зрелый,"Un fruit <b>mûr</b>.","<b>Зрелый</b> плод.",🍎
un marteau,молоток,"Prends le <b>marteau</b>.","Возьми <b>молоток</b>.",🔨
une précision,точность,"Avec <b>précision</b>.","С <b>точностью</b>.",🎯
cardiaque,сердечный,"Une crise <b>cardiaque</b>.","<b>Сердечный</b> приступ.",❤️
"ardent, ardente",пылкий,"Un amour <b>ardent</b>.","<b>Пылкая</b> любовь.",🔥
un pavillon,павильон; дом,"Un <b>pavillon</b> de banlieue.","<b>Дом</b> в пригороде.",🏠
une tempe,висок,"J'ai mal aux <b>tempes</b>.","У меня болят <b>виски</b>.",😣
une affiche,афиша,"L'<b>affiche</b> du film.","<b>Афиша</b> фильма.",🎬
une sirène,сирена,"La <b>sirène</b> d'alarme.","<b>Сирена</b> тревоги.",🚨
hisser,поднимать,"<b>Hisse</b> le drapeau.","<b>Подними</b> флаг.",🚩
une température,температура,"La <b>température</b> monte.","<b>Температура</b> растёт.",🌡️
corriger,исправлять,"<b>Corrige</b> tes erreurs.","<b>Исправь</b> свои ошибки.",✏️
une quantité,количество,"Une grande <b>quantité</b>.","Большое <b>количество</b>.",📊
une selle,седло,"La <b>selle</b> du cheval.","<b>Седло</b> лошади.",🐴
visiblement,видимо,"<b>Visiblement</b>, il est fâché.","<b>Видимо</b>, он сердит.",👀
une défaite,поражение,"Accepter la <b>défaite</b>.","Принять <b>поражение</b>.",😞
une serrure,замок,"La <b>serrure</b> est cassée.","<b>Замок</b> сломан.",🔒
une fée,фея,"Une <b>fée</b> magique.","Волшебная <b>фея</b>.",🧚
un spectateur,зритель,"Les <b>spectateurs</b> applaudissent.","<b>Зрители</b> аплодируют.",👏
