French,Russian,ExampleFrench,ExampleRussian,Emoji
"composé, composée",составной,"Un mot <b>composé</b>.","<b>Составное</b> слово.",📝
"résigné, résignée",смирившийся,"Un air <b>résigné</b>.","<b>Смирённый</b> вид.",😔
une pastille,таблетка,"Une <b>pastille</b> pour la gorge.","<b>Таблетка</b> для горла.",💊
un antidote,противоядие,"Un <b>antidote</b> efficace.","Эффективное <b>противоядие</b>.",🧪
belge,бельгийский,"Le chocolat <b>belge</b>.","<b>Бельгийский</b> шоколад.",🍫
"répété, répétée",повторный,"Des erreurs <b>répétées</b>.","<b>Повторные</b> ошибки.",🔄
ériger,воздвигать,"<b>Ériger</b> un monument.","<b>Воздвигнуть</b> памятник.",🗽
informatique,компьютерный,"Un système <b>informatique</b>.","<b>Компьютерная</b> система.",💻
déguerpir,убираться,"<b>Déguerpir</b> vite.","Быстро <b>убираться</b>.",🏃
solidaire,солидарный,"Être <b>solidaire</b>.","Быть <b>солидарным</b>.",🤝
"contrarié, contrariée",раздосадованный,"Un air <b>contrarié</b>.","<b>Раздосадованный</b> вид.",😤
ficeler,связывать,"<b>Ficeler</b> un paquet.","<b>Перевязать</b> посылку.",📦
"moelleux, moelleuse",мягкий,"Un gâteau <b>moelleux</b>.","<b>Мягкий</b> торт.",🍰
tonner,греметь,"Le canon <b>tonne</b>.","Пушка <b>гремит</b>.",💥
une spirale,спираль,"Une <b>spirale</b> infinie.","Бесконечная <b>спираль</b>.",🌀
enserrer,сжимать,"<b>Enserrer</b> dans ses bras.","<b>Сжать</b> в объятиях.",🤗
une inertie,инерция,"Par <b>inertie</b>.","По <b>инерции</b>.",⚙️
ébaucher,набрасывать,"<b>Ébaucher</b> un projet.","<b>Набросать</b> проект.",✏️
un affrontement,противостояние,"Un <b>affrontement</b> violent.","Жестокое <b>противостояние</b>.",⚔️
une loupe,лупа,"Examiner à la <b>loupe</b>.","Рассматривать через <b>лупу</b>.",🔍
"varié, variée",разнообразный,"Un menu <b>varié</b>.","<b>Разнообразное</b> меню.",🍽️
gothique,готический,"Une cathédrale <b>gothique</b>.","<b>Готический</b> собор.",🏰
une bouse,навоз,"Une <b>bouse</b> de vache.","Коровий <b>навоз</b>.",🐄
une fiole,пузырёк,"Une <b>fiole</b> de poison.","<b>Пузырёк</b> с ядом.",🧪
valser,вальсировать,"<b>Valser</b> toute la nuit.","<b>Вальсировать</b> всю ночь.",💃
émigrer,эмигрировать,"<b>Émigrer</b> en Amérique.","<b>Эмигрировать</b> в Америку.",✈️
clignoter,мигать,"Les lumières <b>clignotent</b>.","Огни <b>мигают</b>.",💡
"fiscal, fiscale",налоговый,"Un avantage <b>fiscal</b>.","<b>Налоговое</b> преимущество.",💰
irréprochable,безупречный,"Une conduite <b>irréprochable</b>.","<b>Безупречное</b> поведение.",✅
une ballade,баллада,"Une <b>ballade</b> romantique.","Романтическая <b>баллада</b>.",🎵
une ouïe,слух,"Avoir l'<b>ouïe</b> fine.","Иметь тонкий <b>слух</b>.",👂
un bienfait,благо,"Les <b>bienfaits</b> du sport.","<b>Благотворное</b> влияние спорта.",🏃
un pope,поп,"Le <b>pope</b> orthodoxe.","Православный <b>поп</b>.",⛪
une débâcle,крах,"Une <b>débâcle</b> financière.","Финансовый <b>крах</b>.",📉
comploter,замышлять,"<b>Comploter</b> contre le roi.","<b>Замышлять</b> против короля.",🤫
ployer,сгибаться,"<b>Ployer</b> sous le poids.","<b>Сгибаться</b> под тяжестью.",💪
un donjon,башня,"Le <b>donjon</b> du château.","<b>Башня</b> замка.",🏰
raciste,расист,"Un propos <b>raciste</b>.","<b>Расистское</b> высказывание.",🚫
une convulsion,судорога,"Des <b>convulsions</b> musculaires.","Мышечные <b>судороги</b>.",💪
propulser,толкать вперёд,"<b>Propulser</b> une fusée.","<b>Запустить</b> ракету.",🚀
illisible,нечитаемый,"Une écriture <b>illisible</b>.","<b>Нечитаемый</b> почерк.",📝
un avoir,имущество,"Tout son <b>avoir</b>.","Всё его <b>имущество</b>.",💰
