French,Russian,ExampleFrench,ExampleRussian,Emoji
un cadeau,подарок,"J'ai acheté un <b>cadeau</b> pour son anniversaire.","Я купил <b>подарок</b> на его день рождения.",🎁
complètement,полностью; совершенно,"J'ai <b>complètement</b> oublié notre rendez-vous.","Я <b>совершенно</b> забыл о нашей встрече.",💯
super,супер; отлично,"C'est <b>super</b>, je suis content !","<b>Супер</b>, я доволен!",⭐
soudain,внезапно,"<b>Soudain</b>, il a commencé à neiger.","<b>Внезапно</b> пошёл снег.",⚡
une honte,стыд,"C'est une <b>honte</b> de se comporter ainsi.","Это <b>позор</b> — так себя вести.",😳
une pensée,мысль,"J'ai une <b>pensée</b> pour toi.","Я думаю о тебе.",💭
une erreur,ошибка,"J'ai fait une <b>erreur</b> dans le formulaire.","Я сделал <b>ошибку</b> в форме.",❌
vide,пустой,"Le frigo est <b>vide</b>.","Холодильник <b>пустой</b>.",📦
une loi,закон,"C'est la <b>loi</b> au Canada.","Это <b>закон</b> в Канаде.",⚖️
épouser,жениться; выходить замуж,"Il a <b>épousé</b> une Québécoise.","Он <b>женился</b> на квебечке.",💍
une dent,зуб,"J'ai mal aux <b>dents</b>.","У меня болят <b>зубы</b>.",🦷
un retard,опоздание,"Désolé pour le <b>retard</b>.","Извините за <b>опоздание</b>.",⏰
déranger,беспокоить,"Je ne veux pas te <b>déranger</b>.","Не хочу тебя <b>беспокоить</b>.",🚫
une tante,тётя,"Ma <b>tante</b> habite à Vancouver.","Моя <b>тётя</b> живёт в Ванкувере.",👩
selon,согласно; по,"<b>Selon</b> la météo, il va neiger demain.","<b>Согласно</b> прогнозу, завтра будет снег.",📋
une marche,ходьба; ступенька,"On va faire une <b>marche</b> dans le parc ?","Пойдём <b>прогуляемся</b> в парке?",🚶
un moyen,способ; средство,"C'est le <b>moyen</b> le plus rapide.","Это самый быстрый <b>способ</b>.",🔧
fumer,курить,"Il est interdit de <b>fumer</b> ici.","Здесь запрещено <b>курить</b>.",🚬
étrange,странный,"C'est <b>étrange</b> qu'il ne soit pas venu.","<b>Странно</b>, что он не пришёл.",🤔
"sérieux, sérieuse","серьёзный, -ая","C'est un problème <b>sérieux</b>.","Это <b>серьёзная</b> проблема.",😐
une soirée,вечер; вечеринка,"On organise une <b>soirée</b> samedi.","Мы устраиваем <b>вечеринку</b> в субботу.",🎉
un bien,благо; имущество,"Je te souhaite beaucoup de <b>bien</b>.","Желаю тебе всего хорошего.",✨
une langue,язык,"Le français est une belle <b>langue</b>.","Французский — красивый <b>язык</b>.",🗣️
