French,Russian,ExampleFrench,ExampleRussian,Emoji
un travers,недостаток; причуда,"Chacun a ses <b>travers</b>.","У каждого свои <b>недостатки</b>.",😅
certain,некоторый; определённый,"Un <b>certain</b> nombre de personnes sont venues.","<b>Некоторое</b> количество людей пришло.",🔢
amuser,"развлекать, забавлять","Ce film m'<b>amuse</b> beaucoup.","Этот фильм меня очень <b>забавляет</b>.",😄
six,шесть,"Il y a <b>six</b> jours dans la semaine de travail.","В рабочей неделе <b>шесть</b> дней.",6️⃣
un geste,жест; движение,"Il a fait un <b>geste</b> de la main.","Он сделал <b>жест</b> рукой.",👋
chacun,каждый,"<b>Chacun</b> pour soi.","<b>Каждый</b> сам за себя.",👤
d'autres,другие,"Il y a <b>d'autres</b> solutions.","Есть <b>другие</b> решения.",🔄
une aide,помощь,"J'ai besoin d'<b>aide</b>.","Мне нужна <b>помощь</b>.",🆘
une ombre,тень,"L'<b>ombre</b> des arbres est fraîche.","<b>Тень</b> от деревьев прохладная.",👤
un cul,зад; задница (груб.),"Bouge ton <b>cul</b> !","Шевели <b>задницей</b>! (груб.)",🍑
un chéri,дорогой; милый,"Mon <b>chéri</b>, je t'aime.","<b>Дорогой</b>, я тебя люблю.",💕
laquelle,которая,"La maison dans <b>laquelle</b> j'habite.","Дом, в <b>котором</b> я живу.",❓
maintenir,поддерживать; сохранять,"Il faut <b>maintenir</b> l'ordre.","Нужно <b>поддерживать</b> порядок.",💪
lui-même,сам (он),"Il l'a fait <b>lui-même</b>.","Он сделал это <b>сам</b>.",👤
une garde,охрана; стража,"La <b>garde</b> surveille l'entrée.","<b>Охрана</b> следит за входом.",💂
un grand,высокий человек; взрослый,"Les <b>grands</b> et les petits.","<b>Большие</b> и маленькие.",📏
ceci,это (вот это),"<b>Ceci</b> est important.","<b>Это</b> важно.",👆
un haut,верх; вершина,"Le <b>haut</b> de la montagne.","<b>Вершина</b> горы.",⬆️
un présent,подарок; настоящее время,"J'ai un <b>présent</b> pour toi.","У меня есть <b>подарок</b> для тебя.",🎁
un noir,чёрный (человек),"Les <b>noirs</b> et les blancs.","<b>Чёрные</b> и белые.",🖤
lequel,который (м.р.),"<b>Lequel</b> préfères-tu ?","<b>Который</b> ты предпочитаешь?",❓
