French,Russian,ExampleFrench,ExampleRussian,Emoji
"arrogant, arrogante",высокомерный,"Un homme <b>arrogant</b>.","<b>Высокомерный</b> человек.",😤
septième,седьмой,"Le <b>septième</b> jour.","<b>Седьмой</b> день.",7️⃣
sous-estimer,недооценивать,"<b>Sous-estimer</b> l'adversaire.","<b>Недооценить</b> противника.",🤔
un sachet,пакетик,"Un <b>sachet</b> de thé.","<b>Пакетик</b> чая.",🍵
hautement,весьма,"<b>Hautement</b> qualifié.","<b>Весьма</b> квалифицированный.",⭐
un crissement,скрежет,"Le <b>crissement</b> des pneus.","<b>Скрежет</b> шин.",🚗
un delta,дельта,"Le <b>delta</b> du Nil.","<b>Дельта</b> Нила.",🌊
une baby-sitter,няня,"Engager une <b>baby-sitter</b>.","Нанять <b>няню</b>.",👶
une imprimerie,типография,"Travailler dans une <b>imprimerie</b>.","Работать в <b>типографии</b>.",📰
bruyamment,шумно,"Parler <b>bruyamment</b>.","Говорить <b>шумно</b>.",📢
une prévision,прогноз,"Les <b>prévisions</b> météo.","<b>Прогноз</b> погоды.",🌤️
enfreindre,нарушать,"<b>Enfreindre</b> la loi.","<b>Нарушить</b> закон.",⚖️
un défenseur,защитник,"Le <b>défenseur</b> de la patrie.","<b>Защитник</b> отечества.",🛡️
un drogué,наркоман,"Un <b>drogué</b> en manque.","<b>Наркоман</b> в ломке.",💊
circulaire,круговой,"Un mouvement <b>circulaire</b>.","<b>Круговое</b> движение.",⭕
un grincement,скрип,"Le <b>grincement</b> de la porte.","<b>Скрип</b> двери.",🚪
une arche,арка,"L'<b>arche</b> de Noé.","<b>Ковчег</b> Ноя.",⛵
camoufler,маскировать,"<b>Camoufler</b> ses intentions.","<b>Маскировать</b> намерения.",🎭
"lié, liée",связанный,"Des problèmes <b>liés</b>.","<b>Связанные</b> проблемы.",🔗
un mi-chemin,полпути,"À <b>mi-chemin</b>.","На <b>полпути</b>.",🚶
un pair,ровня,"Un jugement de ses <b>pairs</b>.","Суд <b>равных</b>.",👥
une cochonnerie,пакость,"Quelle <b>cochonnerie</b> !","Какая <b>пакость</b>!",🐷
"effacé, effacée",стёртый,"Un souvenir <b>effacé</b>.","<b>Стёртое</b> воспоминание.",🧹
pourchasser,преследовать,"<b>Pourchasser</b> un fugitif.","<b>Преследовать</b> беглеца.",🏃
"osseux, osseuse",костлявый,"Des mains <b>osseuses</b>.","<b>Костлявые</b> руки.",🦴
un caïd,главарь,"Le <b>caïd</b> du quartier.","<b>Главарь</b> района.",😎
"orgueilleux, orgueilleuse",гордый,"Un homme <b>orgueilleux</b>.","<b>Гордый</b> человек.",👑
une géographie,география,"La <b>géographie</b> de la France.","<b>География</b> Франции.",🗺️
une enchère,аукцион,"Vendre aux <b>enchères</b>.","Продавать на <b>аукционе</b>.",💰
une brasserie,пивоварня,"Une <b>brasserie</b> artisanale.","Крафтовая <b>пивоварня</b>.",🍺
un hamburger,гамбургер,"Un <b>hamburger</b> avec frites.","<b>Гамбургер</b> с картошкой.",🍔
un smoking,смокинг,"Porter un <b>smoking</b>.","Носить <b>смокинг</b>.",🤵
"bouleversé, bouleversée",потрясённый,"Je suis <b>bouleversé</b>.","Я <b>потрясён</b>.",😢
modeler,лепить,"<b>Modeler</b> de l'argile.","<b>Лепить</b> из глины.",🏺
"prétendu, prétendue",мнимый,"Un <b>prétendu</b> expert.","<b>Мнимый</b> эксперт.",🤔
"croyant, croyante",верующий,"Un homme <b>croyant</b>.","<b>Верующий</b> человек.",🙏
"marqué, marquée",отмеченный,"Un visage <b>marqué</b>.","<b>Отмеченное</b> лицо.",👤
un gorille,горилла,"Un <b>gorille</b> des montagnes.","Горная <b>горилла</b>.",🦍
une peluche,плюшевая игрушка,"Une <b>peluche</b> douce.","Мягкая <b>плюшевая</b> игрушка.",🧸
un boudin,кровяная колбаса,"Du <b>boudin</b> noir.","Чёрная <b>кровяная колбаса</b>.",🩸
"limité, limitée",ограниченный,"Un temps <b>limité</b>.","<b>Ограниченное</b> время.",⏰
"épars, éparse",разрозненный,"Des souvenirs <b>épars</b>.","<b>Разрозненные</b> воспоминания.",🧠
