French,Russian,ExampleFrench,ExampleRussian,Emoji
une entrevue,встреча,"Une <b>entrevue</b> officielle.","Официальная <b>встреча</b>.",🤝
"dressé, dressée",выдрессированный,"Un chien bien <b>dressé</b>.","Хорошо <b>выдрессированная</b> собака.",🐕
volontairement,намеренно,"Agir <b>volontairement</b>.","Действовать <b>намеренно</b>.",🎯
un remerciement,благодарность,"Un mot de <b>remerciement</b>.","Слово <b>благодарности</b>.",🙏
"découvert, découverte",открытый,"Un compte à <b>découvert</b>.","<b>Открытый</b> счёт.",💳
recroqueviller,съёживаться,"Se <b>recroqueviller</b> de froid.","<b>Съёжиться</b> от холода.",🥶
un commis,приказчик,"Un <b>commis</b> de magasin.","<b>Приказчик</b> в магазине.",🏪
un épicier,бакалейщик,"L'<b>épicier</b> du coin.","<b>Бакалейщик</b> за углом.",🛒
une bise,поцелуй (разг.),"Faire la <b>bise</b>.","<b>Чмокнуть</b>.",💋
bredouiller,бормотать,"<b>Bredouiller</b> des excuses.","<b>Бормотать</b> извинения.",🗣️
démerder,выкручиваться,"Se <b>démerder</b> tout seul.","<b>Выкручиваться</b> самому.",💪
ramer,грести,"<b>Ramer</b> contre le courant.","<b>Грести</b> против течения.",🚣
misérable,жалкий,"Une vie <b>misérable</b>.","<b>Жалкая</b> жизнь.",😔
un fantastique,фантастика,"Le <b>fantastique</b> littéraire.","Литературная <b>фантастика</b>.",📚
"vigoureux, vigoureuse",энергичный,"Un homme <b>vigoureux</b>.","<b>Энергичный</b> мужчина.",💪
brave,храбрый,"Un <b>brave</b> homme.","<b>Храбрый</b> человек.",🦸
un catalogue,каталог,"Feuilleter un <b>catalogue</b>.","Листать <b>каталог</b>.",📖
un visa,виза,"Obtenir un <b>visa</b>.","Получить <b>визу</b>.",🛂
un coquillage,ракушка,"Ramasser des <b>coquillages</b>.","Собирать <b>ракушки</b>.",🐚
un partage,раздел,"Le <b>partage</b> des biens.","<b>Раздел</b> имущества.",📊
exaucer,исполнять,"<b>Exaucer</b> un vœu.","<b>Исполнить</b> желание.",⭐
croyable,вероятный,"C'est à peine <b>croyable</b>.","Это едва <b>верится</b>.",😮
"passager, passagère",мимолётный,"Une mode <b>passagère</b>.","<b>Мимолётная</b> мода.",⏰
éclipser,затмевать,"<b>Éclipser</b> ses rivaux.","<b>Затмить</b> соперников.",⭐
griffer,царапать,"Le chat m'a <b>griffé</b>.","Кот меня <b>поцарапал</b>.",🐱
"battant, battante",неутомимый,"Une pluie <b>battante</b>.","<b>Проливной</b> дождь.",🌧️
"brut, brute",грубый,"Un diamant <b>brut</b>.","<b>Необработанный</b> алмаз.",💎
surfer,сёрфить,"<b>Surfer</b> sur Internet.","<b>Сёрфить</b> в Интернете.",🏄
dénouer,развязывать,"<b>Dénouer</b> une corde.","<b>Развязать</b> верёвку.",🪢
une célébrité,знаменитость,"Une <b>célébrité</b> mondiale.","Мировая <b>знаменитость</b>.",⭐
une distinction,различие,"Une <b>distinction</b> subtile.","Тонкое <b>различие</b>.",🔍
robuste,крепкий,"Un homme <b>robuste</b>.","<b>Крепкий</b> мужчина.",💪
un hosto,больница (разг.),"Aller à l'<b>hosto</b>.","Идти в <b>больничку</b>.",🏥
une offense,оскорбление,"Une grave <b>offense</b>.","Серьёзное <b>оскорбление</b>.",😠
lisser,разглаживать,"<b>Lisser</b> ses cheveux.","<b>Разглаживать</b> волосы.",💇
"trouvé, trouvée",найденный,"Un enfant <b>trouvé</b>.","<b>Найдёныш</b>.",👶
une nage,плавание,"En <b>nage</b>.","В <b>поту</b>.",🏊
simuler,симулировать,"<b>Simuler</b> une maladie.","<b>Симулировать</b> болезнь.",🤒
une tombée,наступление,"À la <b>tombée</b> de la nuit.","С <b>наступлением</b> ночи.",🌙
un slogan,слоган,"Un <b>slogan</b> publicitaire.","Рекламный <b>слоган</b>.",📢
un apéritif,аперитив,"Prendre un <b>apéritif</b>.","Выпить <b>аперитив</b>.",🍷
un ring,ринг,"Monter sur le <b>ring</b>.","Выйти на <b>ринг</b>.",🥊
une boulette,шарик; промах,"Faire une <b>boulette</b>.","Совершить <b>промах</b>.",🤦
un cardinal,кардинал,"Le <b>cardinal</b> de Paris.","<b>Кардинал</b> Парижа.",⛪
une fracture,перелом,"Une <b>fracture</b> du bras.","<b>Перелом</b> руки.",🦴
une poussée,толчок,"Une <b>poussée</b> de fièvre.","<b>Приступ</b> лихорадки.",🤒
revoilà,вот снова,"<b>Revoilà</b> le printemps !","<b>Вот снова</b> весна!",🌸
une rade,рейд (гавань),"Un navire en <b>rade</b>.","Корабль на <b>рейде</b>.",⚓
une bestiole,букашка,"Une petite <b>bestiole</b>.","Маленькая <b>букашка</b>.",🐛
vautrer,валяться,"Se <b>vautrer</b> sur le canapé.","<b>Валяться</b> на диване.",🛋️
un tic,тик,"Un <b>tic</b> nerveux.","Нервный <b>тик</b>.",😬
enfler,опухать,"La cheville <b>enfle</b>.","Лодыжка <b>опухает</b>.",🦶
un habitué,завсегдатай,"Un <b>habitué</b> du café.","<b>Завсегдатай</b> кафе.",☕
multicolore,многоцветный,"Un drapeau <b>multicolore</b>.","<b>Разноцветный</b> флаг.",🌈
indéfiniment,бесконечно,"Attendre <b>indéfiniment</b>.","Ждать <b>бесконечно</b>.",⏳
balbutier,лепетать,"<b>Balbutier</b> des mots.","<b>Лепетать</b> слова.",👶
un rouquin,рыжий,"Un petit <b>rouquin</b>.","Маленький <b>рыжик</b>.",🧑‍🦰
une reproduction,воспроизведение,"La <b>reproduction</b> d'un tableau.","<b>Репродукция</b> картины.",🖼️
tristement,грустно,"Sourire <b>tristement</b>.","<b>Грустно</b> улыбаться.",😔
exterminer,истреблять,"<b>Exterminer</b> les parasites.","<b>Истребить</b> паразитов.",🦟
"fumé, fumée",копчёный,"Du saumon <b>fumé</b>.","<b>Копчёный</b> лосось.",🐟
enthousiaste,восторженный,"Un public <b>enthousiaste</b>.","<b>Восторженная</b> публика.",🎉
astiquer,начищать,"<b>Astiquer</b> l'argenterie.","<b>Начищать</b> серебро.",✨
une transition,переход,"Une période de <b>transition</b>.","Период <b>перехода</b>.",🔄
barbare,варварский,"Un acte <b>barbare</b>.","<b>Варварский</b> поступок.",⚔️
une petite-fille,внучка,"Ma <b>petite-fille</b> adorée.","Моя любимая <b>внучка</b>.",👧
replonger,снова погружаться,"<b>Replonger</b> dans le travail.","Снова <b>погрузиться</b> в работу.",📚
un poussin,цыплёнок,"Un petit <b>poussin</b>.","Маленький <b>цыплёнок</b>.",🐤
survoler,пролетать,"<b>Survoler</b> une ville.","<b>Пролететь</b> над городом.",✈️
un restant,остаток,"Le <b>restant</b> du repas.","<b>Остаток</b> еды.",🍽️
une taupe,крот,"Une <b>taupe</b> aveugle.","Слепой <b>крот</b>.",🐀
assoupir,усыплять,"S'<b>assoupir</b> doucement.","<b>Задремать</b>.",😴
"frisé, frisée",кудрявый,"Des cheveux <b>frisés</b>.","<b>Кудрявые</b> волосы.",💇
un gain,выигрыш,"Un <b>gain</b> important.","Важный <b>выигрыш</b>.",💰
diplomate,дипломат,"Un <b>diplomate</b> habile.","Умелый <b>дипломат</b>.",🤝
démasquer,разоблачать,"<b>Démasquer</b> un imposteur.","<b>Разоблачить</b> самозванца.",🎭
une gymnastique,гимнастика,"Faire de la <b>gymnastique</b>.","Заниматься <b>гимнастикой</b>.",🤸
"compétent, compétente",компетентный,"Un expert <b>compétent</b>.","<b>Компетентный</b> эксперт.",🎓
un refrain,припев,"Le <b>refrain</b> d'une chanson.","<b>Припев</b> песни.",🎵
une augmentation,повышение,"Une <b>augmentation</b> de salaire.","<b>Повышение</b> зарплаты.",📈
une largeur,ширина,"La <b>largeur</b> de la route.","<b>Ширина</b> дороги.",📏
trotter,семенить,"<b>Trotter</b> dans la rue.","<b>Семенить</b> по улице.",🐎
une trappe,люк,"Ouvrir la <b>trappe</b>.","Открыть <b>люк</b>.",🚪
un kiosque,киоск,"Un <b>kiosque</b> à journaux.","Газетный <b>киоск</b>.",📰
un grillage,решётка,"Un <b>grillage</b> métallique.","Металлическая <b>решётка</b>.",🔲
un stand,стенд,"Un <b>stand</b> de tir.","<b>Тир</b>.",🎯
