French,Russian,ExampleFrench,ExampleRussian,Emoji
un séminaire,семинар,"Assister à un <b>séminaire</b>.","Посетить <b>семинар</b>.",📚
alarmer,тревожить,"<b>Alarmer</b> la population.","<b>Встревожить</b> население.",🚨
un spasme,спазм,"Un <b>spasme</b> musculaire.","Мышечный <b>спазм</b>.",💪
une fréquentation,посещаемость,"La <b>fréquentation</b> du musée.","<b>Посещаемость</b> музея.",🏛️
une motte,ком,"Une <b>motte</b> de terre.","<b>Ком</b> земли.",🌍
substituer,заменять,"<b>Substituer</b> un produit.","<b>Заменить</b> продукт.",🔄
une chimère,химера,"Poursuivre des <b>chimères</b>.","Гоняться за <b>химерами</b>.",🦄
un terminus,конечная,"Arriver au <b>terminus</b>.","Приехать на <b>конечную</b>.",🚌
"fuyant, fuyante",уклончивый,"Un regard <b>fuyant</b>.","<b>Уклончивый</b> взгляд.",👀
une jeep,джип,"Rouler en <b>jeep</b>.","Ехать на <b>джипе</b>.",🚙
une réduction,скидка,"Une <b>réduction</b> de prix.","<b>Скидка</b> на цену.",💸
imperceptiblement,незаметно,"Bouger <b>imperceptiblement</b>.","<b>Незаметно</b> двигаться.",🤫
"extravagant, extravagante",экстравагантный,"Une tenue <b>extravagante</b>.","<b>Экстравагантный</b> наряд.",👗
une interruption,прерывание,"Sans <b>interruption</b>.","Без <b>прерывания</b>.",⏸️
un sandwich,сэндвич,"Manger un <b>sandwich</b>.","Есть <b>сэндвич</b>.",🥪
un ralliement,сплочение,"Un point de <b>ralliement</b>.","Точка <b>сбора</b>.",📍
un rondin,бревно,"Un <b>rondin</b> de bois.","Деревянное <b>бревно</b>.",🪵
un costaud,крепыш,"Un <b>costaud</b> impressionnant.","Впечатляющий <b>крепыш</b>.",💪
une antichambre,приёмная,"Attendre dans l'<b>antichambre</b>.","Ждать в <b>приёмной</b>.",🚪
une rébellion,мятеж,"Une <b>rébellion</b> armée.","Вооружённый <b>мятеж</b>.",⚔️
une station-service,заправка,"S'arrêter à la <b>station-service</b>.","Остановиться на <b>заправке</b>.",⛽
une piété,благочестие,"Avec <b>piété</b>.","С <b>благочестием</b>.",🙏
gazer,травить газом,"<b>Gazer</b> les insectes.","<b>Травить</b> насекомых.",💨
ferrer,подковывать,"<b>Ferrer</b> un cheval.","<b>Подковать</b> лошадь.",🐴
verdâtre,зеленоватый,"Une couleur <b>verdâtre</b>.","<b>Зеленоватый</b> цвет.",🟢
boum,бум,"<b>Boum</b> ! Ça a explosé.","<b>Бум</b>! Взорвалось.",💥
une fonte,чугун,"Une casserole en <b>fonte</b>.","Чугунная <b>кастрюля</b>.",🍳
bof,так себе,"C'était <b>bof</b>.","Было <b>так себе</b>.",😐
intensément,интенсивно,"Regarder <b>intensément</b>.","<b>Пристально</b> смотреть.",👁️
surplomber,нависать,"Le rocher <b>surplombe</b> la vallée.","Скала <b>нависает</b> над долиной.",🏔️
teindre,красить,"<b>Teindre</b> les cheveux.","<b>Красить</b> волосы.",💇
un morveux,сопляк,"Un petit <b>morveux</b>.","Маленький <b>сопляк</b>.",🧒
"méticuleux, méticuleuse",педантичный,"Un travail <b>méticuleux</b>.","<b>Педантичная</b> работа.",🔍
trimer,вкалывать,"<b>Trimer</b> toute la journée.","<b>Вкалывать</b> весь день.",💪
une ortie,крапива,"Piqûre d'<b>ortie</b>.","Укол <b>крапивы</b>.",🌿
bagarrer,драться,"Se <b>bagarrer</b> dans la rue.","<b>Драться</b> на улице.",👊
une précipitation,поспешность,"Agir avec <b>précipitation</b>.","Действовать с <b>поспешностью</b>.",⚡
éjecter,катапультировать,"<b>Éjecter</b> le pilote.","<b>Катапультировать</b> пилота.",✈️
un rechange,запасной,"Une roue de <b>rechange</b>.","<b>Запасное</b> колесо.",🛞
un compositeur,композитор,"Un grand <b>compositeur</b>.","Великий <b>композитор</b>.",🎼
un relevé,выписка,"Un <b>relevé</b> bancaire.","Банковская <b>выписка</b>.",📄
cramer,сгорать,"Le rôti a <b>cramé</b>.","Жаркое <b>сгорело</b>.",🔥
un patois,диалект,"Parler le <b>patois</b> local.","Говорить на местном <b>диалекте</b>.",🗣️
une éventualité,возможность,"Envisager toutes les <b>éventualités</b>.","Предусмотреть все <b>возможности</b>.",🤔
duper,обманывать,"Se laisser <b>duper</b>.","Дать себя <b>обмануть</b>.",🎭
un coursier,курьер,"Le <b>coursier</b> livre le colis.","<b>Курьер</b> доставляет посылку.",📦
"rayé, rayée",полосатый,"Un tissu <b>rayé</b>.","<b>Полосатая</b> ткань.",👔
abrutir,отупеть,"La télé l'<b>abrutit</b>.","Телевизор его <b>отупляет</b>.",📺
une poisse,невезение,"Quelle <b>poisse</b> !","Какое <b>невезение</b>!",😩
soprano,сопрано,"Une voix de <b>soprano</b>.","Голос <b>сопрано</b>.",🎤
géomètre,геодезист,"Un <b>géomètre</b> expert.","<b>Геодезист</b>-эксперт.",📐
fortifier,укреплять,"<b>Fortifier</b> les défenses.","<b>Укрепить</b> оборону.",🏰
infaillible,безошибочный,"Une méthode <b>infaillible</b>.","<b>Безошибочный</b> метод.",✅
une relique,реликвия,"Une <b>relique</b> sacrée.","Священная <b>реликвия</b>.",⛪
"retenu, retenue",сдержанный,"Un ton <b>retenu</b>.","<b>Сдержанный</b> тон.",😐
un fondateur,основатель,"Le <b>fondateur</b> de l'entreprise.","<b>Основатель</b> компании.",🏢
"classé, classée",засекреченный,"Un document <b>classé</b>.","<b>Засекреченный</b> документ.",🔒
frimer,выпендриваться,"Il aime <b>frimer</b>.","Он любит <b>выпендриваться</b>.",😎
un voyeur,вуайерист,"Un <b>voyeur</b> curieux.","Любопытный <b>вуайерист</b>.",👀
fièrement,гордо,"Marcher <b>fièrement</b>.","<b>Гордо</b> шагать.",👑
un arrondissement,округ,"Le premier <b>arrondissement</b>.","Первый <b>округ</b>.",🗺️
une avalanche,лавина,"Une <b>avalanche</b> de neige.","Снежная <b>лавина</b>.",🏔️
une demi-soeur,сводная сестра,"Ma <b>demi-soeur</b> habite loin.","Моя <b>сводная сестра</b> живёт далеко.",👧
une violette,фиалка,"Un bouquet de <b>violettes</b>.","Букет <b>фиалок</b>.",💜
séparément,раздельно,"Vivre <b>séparément</b>.","Жить <b>раздельно</b>.",↔️
