French,Russian,ExampleFrench,ExampleRussian,Emoji
être,быть,"Je veux <b>être</b> médecin au Québec.","Я хочу <b>быть</b> врачом в Квебеке.",✨
ne,не (отрицание),"Je <b>ne</b> comprends pas cette phrase.","Я <b>не</b> понимаю эту фразу.",🚫
et,и,"Mon mari <b>et</b> moi cherchons un appartement à Montréal.","Мой муж <b>и</b> я ищем квартиру в Монреале.",➕
à,"в; к; на","J'habite <b>à</b> Québec depuis deux ans.","Я живу <b>в</b> Квебеке два года.",📍
pas,не (с ne),"Ce n'est <b>pas</b> difficile d'apprendre le français.","<b>Не</b> сложно учить французский.",🙅
avoir,иметь,"J'<b>ai</b> rendez-vous chez l'immigration demain.","У меня <b>есть</b> встреча в иммиграционной службе завтра.",🤲
faire,"делать; заниматься","Qu'est-ce que tu <b>fais</b> dans la vie ?","Чем ты <b>занимаешься</b> по жизни?",🔨
aller,идти; ехать,"Je <b>vais</b> au travail en métro chaque jour.","Я <b>еду</b> на работу на метро каждый день.",🚶
on,мы (разг.),"<b>On</b> va manger de la poutine ce soir.","<b>Мы</b> будем есть путин сегодня вечером.",👥
en,"в; на (без артикля)","Je vis <b>en</b> France depuis cinq ans.","Я живу <b>во</b> Франции пять лет.",🗺️
pour,для; чтобы,"J'étudie le français <b>pour</b> immigrer au Canada.","Я учу французский, <b>чтобы</b> эмигрировать в Канаду.",🎯
ça,это (разг.),"<b>Ça</b> ne me dérange pas du tout.","<b>Это</b> меня совсем не беспокоит.",👆
dans,в (внутри),"Il y a beaucoup de parcs <b>dans</b> cette ville.","В этом городе много парков.",📦
dire,говорить; сказать,"On <b>dit</b> que l'hiver est rude au Québec.","<b>Говорят</b>, что зима в Квебеке суровая.",💬
mais,"но, однако","J'aime Montréal, <b>mais</b> je préfère Québec.","Я люблю Монреаль, <b>но</b> предпочитаю Квебек.",↩️
plus,больше; более,"Il fait <b>plus</b> froid ici qu'en France.","Здесь <b>более</b> холодно, чем во Франции.",➕
pouvoir,мочь,"Tu <b>peux</b> m'aider avec ce formulaire ?","Ты <b>можешь</b> мне помочь с этой формой?",💪
avec,с; вместе с,"Je travaille <b>avec</b> des collègues du monde entier.","Я работаю <b>с</b> коллегами со всего мира.",🤝
vouloir,хотеть,"Je <b>veux</b> améliorer mon français rapidement.","Я <b>хочу</b> быстро улучшить свой французский.",🙏
sur,на (поверхность),"Pose ton sac <b>sur</b> la table.","Положи сумку <b>на</b> стол.",⬆️
bien,хорошо,"Tu parles <b>bien</b> français pour un débutant !","Ты <b>хорошо</b> говоришь по-французски для начинающего!",👍
savoir,знать; уметь,"Je <b>sais</b> conduire, mais je n'ai pas de char.","Я <b>умею</b> водить, но у меня нет машины.",🧠
voir,видеть,"On <b>voit</b> les aurores boréales en hiver.","Зимой <b>видно</b> северное сияние.",👁️
"tout, toute","весь, вся, всё","<b>Toute</b> la famille est venue au Canada.","<b>Вся</b> семья приехала в Канаду.",🌍
non,нет,"<b>Non</b>, merci, je n'ai pas faim.","<b>Нет</b>, спасибо, я не голоден.",❌
comme,"как; поскольку","<b>Comme</b> tu veux — c'est toi qui décides.","<b>Как</b> хочешь — ты решаешь.",🔄
par,через; по,"Passe <b>par</b> le parc, c'est plus court.","Пройди <b>через</b> парк, так короче.",➡️
devoir,должен; быть обязанным,"Je <b>dois</b> renouveler mon permis de travail.","Я <b>должен</b> продлить разрешение на работу.",📋
venir,приходить; приезжать,"D'où <b>viens</b>-tu ? — Je <b>viens</b> de Russie.","Откуда ты? — Я <b>из</b> России.",🚗
oui,да,"<b>Oui</b>, je suis disponible demain matin.","<b>Да</b>, я свободен завтра утром.",✅
où,где; куда,"<b>Où</b> est la station de métro la plus proche ?","<b>Где</b> ближайшая станция метро?",📍
rien,ничего,"Je n'ai <b>rien</b> compris à cette émission en québécois.","Я <b>ничего</b> не понял в этой передаче на квебекском.",0️⃣
ou,или,"Tu préfères le café <b>ou</b> le thé ?","Ты предпочитаешь кофе <b>или</b> чай?",🔀
prendre,брать; принимать,"Je <b>prends</b> le bus pour aller au travail.","Я <b>еду</b> на автобусе на работу.",✋
là,там; тут,"Le supermarché est juste <b>là</b>, au coin.","Супермаркет прямо <b>там</b>, на углу.",👉
quand,когда,"<b>Quand</b> est-ce que tu arrives à Montréal ?","<b>Когда</b> ты приезжаешь в Монреаль?",⏰
si,если; так,"<b>Si</b> tu veux, on peut pratiquer le français ensemble.","<b>Если</b> хочешь, мы можем практиковать французский вместе.",❓
suivre,следовать; посещать (курс),"Je <b>suis</b> des cours de francisation.","Я <b>посещаю</b> курсы франсизации.",📚
parler,говорить; разговаривать,"Je <b>parle</b> français avec mes voisins québécois.","Я <b>говорю</b> по-французски с соседями-квебекцами.",🗣️
falloir,нужно; надо (il faut),"Il <b>faut</b> arriver tôt pour avoir une bonne place.","<b>Нужно</b> приходить рано, чтобы занять хорошее место.",⚠️
sans,без,"Je ne peux pas vivre <b>sans</b> café le matin.","Я не могу жить <b>без</b> кофе по утрам.",🚫
une chose,вещь; дело,"Une <b>chose</b> est certaine : l'hiver sera long.","Одна <b>вещь</b> точно: зима будет долгой.",📦
alors,"тогда; итак","<b>Alors</b>, qu'est-ce qu'on fait ce soir ?","<b>Итак</b>, что мы делаем сегодня вечером?",🤔
croire,верить; думать,"Je <b>crois</b> que mon français s'améliore.","Я <b>думаю</b>, что мой французский улучшается.",🙏
très,очень,"Il fait <b>très</b> frette aujourd'hui — moins vingt !","Сегодня <b>очень</b> холодно — минус двадцать!",💯
aussi,тоже; также,"Moi <b>aussi</b>, je veux apprendre le français.","Я <b>тоже</b> хочу учить французский.",➕
passer,"проходить; проводить","J'ai <b>passé</b> mon examen de français hier.","Я <b>сдал</b> экзамен по французскому вчера.",🚶
encore,"ещё; снова","Tu peux répéter <b>encore</b> une fois, s'il te plaît ?","Можешь повторить <b>ещё</b> раз, пожалуйста?",🔁
aimer,любить; нравиться,"J'<b>aime</b> beaucoup la cuisine québécoise.","Мне <b>очень нравится</b> квебекская кухня.",❤️
