French,Russian,ExampleFrench,ExampleRussian,Emoji
"contemporain, contemporaine",современный,"L'art <b>contemporain</b>.","<b>Современное</b> искусство.",🎨
sceptique,скептический,"Un regard <b>sceptique</b>.","<b>Скептический</b> взгляд.",🤨
un suspens,саспенс,"Un film à <b>suspens</b>.","Фильм с <b>саспенсом</b>.",🎬
un trio,трио,"Un <b>trio</b> de musiciens.","<b>Трио</b> музыкантов.",🎵
un prospectus,листовка,"Distribuer des <b>prospectus</b>.","Раздавать <b>листовки</b>.",📄
une euphorie,эйфория,"Une <b>euphorie</b> passagère.","Преходящая <b>эйфория</b>.",😄
une cocaïne,кокаин,"Trafic de <b>cocaïne</b>.","Торговля <b>кокаином</b>.",⚠️
casquer,раскошеливаться,"<b>Casquer</b> pour les dégâts.","<b>Раскошелиться</b> за ущерб.",💸
une biographie,биография,"Écrire une <b>biographie</b>.","Написать <b>биографию</b>.",📖
un effondrement,обрушение,"L'<b>effondrement</b> du bâtiment.","<b>Обрушение</b> здания.",🏚️
une contrée,край,"Une <b>contrée</b> lointaine.","Далёкий <b>край</b>.",🌍
proférer,произносить,"<b>Proférer</b> des menaces.","<b>Произносить</b> угрозы.",🗣️
inimaginable,невообразимый,"Une beauté <b>inimaginable</b>.","<b>Невообразимая</b> красота.",✨
un figurant,статист,"Un <b>figurant</b> de cinéma.","Киношный <b>статист</b>.",🎬
un pourcentage,процент,"Un <b>pourcentage</b> élevé.","Высокий <b>процент</b>.",📊
une frime,понты,"C'est de la <b>frime</b>.","Это всё <b>понты</b>.",😏
une vérification,проверка,"Une <b>vérification</b> d'identité.","<b>Проверка</b> личности.",🔍
une constellation,созвездие,"La <b>constellation</b> d'Orion.","<b>Созвездие</b> Ориона.",⭐
une évocation,упоминание,"L'<b>évocation</b> du passé.","<b>Упоминание</b> прошлого.",💭
une avidité,алчность,"Avec <b>avidité</b>.","С <b>алчностью</b>.",💰
une canette,банка,"Une <b>canette</b> de bière.","<b>Банка</b> пива.",🍺
éventuellement,возможно,"<b>Éventuellement</b>, on verra.","<b>Возможно</b>, посмотрим.",🤔
incorporer,включать,"<b>Incorporer</b> dans la recette.","<b>Включить</b> в рецепт.",📝
un camping,кемпинг,"Faire du <b>camping</b>.","Ходить в <b>кемпинг</b>.",⛺
une torpille,торпеда,"Lancer une <b>torpille</b>.","Запустить <b>торпеду</b>.",💣
"syrien, syrienne",сирийский,"Le conflit <b>syrien</b>.","<b>Сирийский</b> конфликт.",🇸🇾
un dictateur,диктатор,"Un <b>dictateur</b> cruel.","Жестокий <b>диктатор</b>.",👤
un ulcère,язва,"Un <b>ulcère</b> à l'estomac.","<b>Язва</b> желудка.",🏥
"évanoui, évanouie",потерявший сознание,"Elle est <b>évanouie</b>.","Она <b>в обмороке</b>.",😵
un élastique,резинка,"Un <b>élastique</b> à cheveux.","<b>Резинка</b> для волос.",💇
une dépouille,останки,"Les <b>dépouilles</b> mortelles.","Смертные <b>останки</b>.",⚰️
ouh,ух,"<b>Ouh</b> là là !","<b>Ух</b> ты!",😯
un socle,цоколь,"Le <b>socle</b> de la statue.","<b>Цоколь</b> статуи.",🗽
une lavande,лаванда,"Le parfum de <b>lavande</b>.","Аромат <b>лаванды</b>.",💜
une rébellion,бунт,"Écraser la <b>rébellion</b>.","Подавить <b>бунт</b>.",⚔️
une piété,набожность,"Une grande <b>piété</b>.","Большая <b>набожность</b>.",🙏
une fonte,плавка,"La <b>fonte</b> du métal.","<b>Плавка</b> металла.",🔥
intensément,напряжённо,"Travailler <b>intensément</b>.","<b>Напряжённо</b> работать.",💪
surplomber,возвышаться,"Le château <b>surplombe</b> la ville.","Замок <b>возвышается</b> над городом.",🏰
