French,Russian,ExampleFrench,ExampleRussian,Emoji
un muet,немой,"Un film <b>muet</b>.","<b>Немое</b> кино.",🎬
"vibrant, vibrante",вибрирующий,"Un discours <b>vibrant</b>.","<b>Пламенная</b> речь.",🔊
égrener,перебирать,"<b>Égrener</b> un chapelet.","<b>Перебирать</b> чётки.",📿
un mousquetaire,мушкетёр,"Les trois <b>mousquetaires</b>.","Три <b>мушкетёра</b>.",⚔️
une immigration,иммиграция,"L'<b>immigration</b> légale.","Легальная <b>иммиграция</b>.",🛂
"accueillant, accueillante",гостеприимный,"Une maison <b>accueillante</b>.","<b>Гостеприимный</b> дом.",🏠
une mauviette,слабак,"Une vraie <b>mauviette</b>.","Настоящий <b>слабак</b>.",😤
piètre,жалкий,"Un <b>piètre</b> résultat.","<b>Жалкий</b> результат.",😔
"corporel, corporelle",телесный,"Une punition <b>corporelle</b>.","<b>Телесное</b> наказание.",👤
"saugrenu, saugrenue",нелепый,"Une idée <b>saugrenue</b>.","<b>Нелепая</b> идея.",🤪
un léopard,леопард,"Un <b>léopard</b> tacheté.","Пятнистый <b>леопард</b>.",🐆
démanger,зудеть,"Ça me <b>démange</b>.","У меня <b>чешется</b>.",🤚
un entracte,антракт,"Pendant l'<b>entracte</b>.","Во время <b>антракта</b>.",🎭
carpe,карп,"Une <b>carpe</b> de rivière.","Речной <b>карп</b>.",🐟
rustique,деревенский,"Un style <b>rustique</b>.","<b>Деревенский</b> стиль.",🏡
un archer,лучник,"Un <b>archer</b> médiéval.","Средневековый <b>лучник</b>.",🏹
un cuistot,повар (разг.),"Le <b>cuistot</b> du restaurant.","<b>Повар</b> ресторана.",👨‍🍳
un ingrédient,ингредиент,"Un <b>ingrédient</b> secret.","Секретный <b>ингредиент</b>.",🧪
une diligence,дилижанс,"Une <b>diligence</b> du Far West.","<b>Дилижанс</b> Дикого Запада.",🐴
une grisaille,серость,"La <b>grisaille</b> de novembre.","Ноябрьская <b>серость</b>.",🌫️
adonner,предаваться,"S'<b>adonner</b> à la lecture.","<b>Предаваться</b> чтению.",📖
attabler,усаживаться за стол,"S'<b>attabler</b> pour dîner.","<b>Сесть за стол</b> обедать.",🍽️
un piaf,воробей,"Un petit <b>piaf</b>.","Маленький <b>воробей</b>.",🐦
un réfrigérateur,холодильник,"Mettre au <b>réfrigérateur</b>.","Положить в <b>холодильник</b>.",🧊
une foulée,шаг,"Allonger la <b>foulée</b>.","Удлинить <b>шаг</b>.",🏃
avant-guerre,довоенный,"L'époque <b>avant-guerre</b>.","<b>Довоенное</b> время.",📅
"noué, nouée",завязанный,"Un ruban <b>noué</b>.","<b>Завязанная</b> лента.",🎀
perpétuer,увековечивать,"<b>Perpétuer</b> une tradition.","<b>Увековечить</b> традицию.",📜
socialiste,социалист,"Un parti <b>socialiste</b>.","<b>Социалистическая</b> партия.",🏛️
