French,Russian,ExampleFrench,ExampleRussian,Emoji
atterrir,приземляться,L'avion va <b>atterrir</b>.,Самолёт <b>приземляется</b>.,✈️
un opéra,опера,On va à l'<b>opéra</b>.,Идём в <b>оперу</b>.,🎭
une pâte,тесто; паста,La <b>pâte</b> à pizza.,<b>Тесто</b> для пиццы.,🍕
chouette,классный (разг.),C'est <b>chouette</b> !,Это <b>классно</b>!,🦉
introduire,вводить; представлять,<b>Introduis</b> la clé.,<b>Вставь</b> ключ.,🔑
divorcer,разводиться,Ils ont <b>divorcé</b>.,Они <b>развелись</b>.,💔
un hôte,хозяин; гость,L'<b>hôte</b> nous accueille.,<b>Хозяин</b> нас принимает.,🏠
un phare,маяк; фара,Le <b>phare</b> brille.,<b>Маяк</b> светит.,🗼
une plainte,жалоба,J'ai déposé une <b>plainte</b>.,Я подал <b>жалобу</b>.,📝
une économie,экономика; экономия,L'<b>économie</b> canadienne.,Канадская <b>экономика</b>.,📈
"idéal, idéale",идеальный,C'est <b>idéal</b>.,Это <b>идеально</b>.,✨
grouiller,кишеть,La place <b>grouille</b> de monde.,Площадь <b>кишит</b> людьми.,👥
un guide,гид,Le <b>guide</b> nous montre le chemin.,<b>Гид</b> показывает нам путь.,🗺️
drôle,смешной; странный,C'est <b>drôle</b>.,Это <b>смешно</b>.,😂
un vase,ваза,Mets les fleurs dans le <b>vase</b>.,Поставь цветы в <b>вазу</b>.,🏺
une revue,журнал; обзор,Je lis une <b>revue</b>.,Я читаю <b>журнал</b>.,📖
un règlement,правила; урегулирование,C'est le <b>règlement</b>.,Таковы <b>правила</b>.,📋
une baraque,лачуга; хибара,C'est une vieille <b>baraque</b>.,Это старая <b>хибара</b>.,🏚️
défiler,проходить строем; прокручивать,Les soldats <b>défilent</b>.,Солдаты <b>маршируют</b>.,🪖
bavarder,болтать,On a <b>bavardé</b> longtemps.,Мы долго <b>болтали</b>.,💬
allo,алло,"<b>Allô</b>, c'est moi.","<b>Алло</b>, это я.",📞
une exception,исключение,C'est une <b>exception</b>.,Это <b>исключение</b>.,⚠️
une dalle,плита; плитка,La <b>dalle</b> de béton.,<b>Бетонная</b> плита.,🧱
"roux, rousse",рыжий,Elle a les cheveux <b>roux</b>.,У неё <b>рыжие</b> волосы.,👩‍🦰
un fiston,сынок (разг.),"Écoute, <b>fiston</b>.","Слушай, <b>сынок</b>.",👦
circuler,циркулировать; двигаться,Le sang <b>circule</b>.,Кровь <b>циркулирует</b>.,🔄
une panne,поломка,Ma voiture est en <b>panne</b>.,Моя машина <b>сломалась</b>.,🚗
redouter,опасаться,Je <b>redoute</b> le pire.,Я <b>опасаюсь</b> худшего.,😰
un comportement,поведение,Ton <b>comportement</b> est bizarre.,Твоё <b>поведение</b> странное.,🤔
une proie,жертва; добыча,Le lion guette sa <b>proie</b>.,Лев подстерегает <b>добычу</b>.,🦁
un passeport,паспорт,Montre ton <b>passeport</b>.,Покажи <b>паспорт</b>.,🛂
un magazine,журнал,Je feuillette un <b>magazine</b>.,Я листаю <b>журнал</b>.,📰
un neveu,племянник,C'est mon <b>neveu</b>.,Это мой <b>племянник</b>.,👦
un clou,гвоздь,Plante le <b>clou</b>.,Забей <b>гвоздь</b>.,🔨
féliciter,поздравлять,Je te <b>félicite</b> !,<b>Поздравляю</b> тебя!,🎉
une réflexion,размышление,Après <b>réflexion</b>...,После <b>размышления</b>...,🤔
une découverte,открытие,C'est une grande <b>découverte</b>.,Это великое <b>открытие</b>.,🔭
une cité,город; жилой массив,La <b>cité</b> universitaire.,Студенческий <b>городок</b>.,🏙️
un canapé,диван,Assieds-toi sur le <b>canapé</b>.,Садись на <b>диван</b>.,🛋️
une demeure,жилище; резиденция,Une belle <b>demeure</b>.,Красивое <b>жилище</b>.,🏰
une tentative,попытка,C'est ma dernière <b>tentative</b>.,Это моя последняя <b>попытка</b>.,💪
pénible,тяжёлый; мучительный,C'est <b>pénible</b>.,Это <b>тяжело</b>.,😓
un portefeuille,бумажник,J'ai perdu mon <b>portefeuille</b>.,Я потерял <b>бумажник</b>.,👛
"amer, amère",горький,Le café est <b>amer</b>.,Кофе <b>горький</b>.,☕
un bouquin,книга (разг.),J'ai lu un bon <b>bouquin</b>.,Я прочитал хорошую <b>книжку</b>.,📚
une disparition,исчезновение,La <b>disparition</b> d'un enfant.,<b>Исчезновение</b> ребёнка.,❓
apaiser,успокаивать,<b>Apaise</b>-toi.,<b>Успокойся</b>.,😌
une perspective,перспектива,C'est une belle <b>perspective</b>.,Это хорошая <b>перспектива</b>.,📈
paisible,мирный; спокойный,Un village <b>paisible</b>.,<b>Тихая</b> деревня.,🏡
un oreiller,подушка,Pose ta tête sur l'<b>oreiller</b>.,Положи голову на <b>подушку</b>.,🛏️
un soupir,вздох,Il a poussé un <b>soupir</b>.,Он <b>вздохнул</b>.,😔
bouleverser,потрясать; опрокидывать,Ça m'a <b>bouleversé</b>.,Это меня <b>потрясло</b>.,😢
une médecine,медицина,Il étudie la <b>médecine</b>.,Он изучает <b>медицину</b>.,🏥
une communauté,община; сообщество,La <b>communauté</b> francophone.,<b>Франкоязычное</b> сообщество.,👥
"musical, musicale",музыкальный,Une comédie <b>musicale</b>.,<b>Мюзикл</b>.,🎵
"grec, grecque",греческий,La cuisine <b>grecque</b>.,<b>Греческая</b> кухня.,🇬🇷
un oncle,дядя,C'est mon <b>oncle</b>.,Это мой <b>дядя</b>.,👨
une tante,тётя,C'est ma <b>tante</b>.,Это моя <b>тётя</b>.,👩
une nièce,племянница,C'est ma <b>nièce</b>.,Это моя <b>племянница</b>.,👧
un cousin,кузен; двоюродный брат,C'est mon <b>cousin</b>.,Это мой <b>двоюродный брат</b>.,👦
une cousine,кузина; двоюродная сестра,C'est ma <b>cousine</b>.,Это моя <b>двоюродная сестра</b>.,👧
un beau-père,тесть; свёкор; отчим,C'est mon <b>beau-père</b>.,Это мой <b>тесть</b>.,👨
une belle-mère,тёща; свекровь; мачеха,C'est ma <b>belle-mère</b>.,Это моя <b>тёща</b>.,👩
un beau-frère,зять; деверь; шурин,C'est mon <b>beau-frère</b>.,Это мой <b>зять</b>.,👨
une belle-soeur,невестка; золовка; свояченица,C'est ma <b>belle-sœur</b>.,Это моя <b>невестка</b>.,👩
un gendre,зять (муж дочери),C'est mon <b>gendre</b>.,Это мой <b>зять</b>.,👨
une bru,невестка (жена сына),C'est ma <b>bru</b>.,Это моя <b>невестка</b>.,👩
un arrière-grand-père,прадед,C'est mon <b>arrière-grand-père</b>.,Это мой <b>прадед</b>.,👴
une arrière-grand-mère,прабабушка,C'est mon <b>arrière-grand-mère</b>.,Это моя <b>прабабушка</b>.,👵
un petit-fils,внук,C'est mon <b>petit-fils</b>.,Это мой <b>внук</b>.,👦
une petite-fille,внучка,C'est ma <b>petite-fille</b>.,Это моя <b>внучка</b>.,👧
une veuve,вдова,Elle est <b>veuve</b>.,Она <b>вдова</b>.,🖤
célibataire,холостой; незамужняя,Il est <b>célibataire</b>.,Он <b>холостяк</b>.,💁
un fiancé,жених,C'est mon <b>fiancé</b>.,Это мой <b>жених</b>.,💍
une fiancée,невеста,C'est ma <b>fiancée</b>.,Это моя <b>невеста</b>.,💍
un conjoint,супруг,Mon <b>conjoint</b> travaille.,Мой <b>супруг</b> работает.,💑
une conjointe,супруга,Ma <b>conjointe</b> est professeure.,Моя <b>супруга</b> — учительница.,💑
un parrain,крёстный отец,C'est mon <b>parrain</b>.,Это мой <b>крёстный</b>.,🙏
une marraine,крёстная мать,C'est ma <b>marraine</b>.,Это моя <b>крёстная</b>.,🙏
un filleul,крестник,C'est mon <b>filleul</b>.,Это мой <b>крестник</b>.,👶
une filleule,крестница,C'est ma <b>filleule</b>.,Это моя <b>крестница</b>.,👶
un jumeau,близнец,C'est mon frère <b>jumeau</b>.,Это мой брат-<b>близнец</b>.,👬
une jumelle,близняшка,C'est ma sœur <b>jumelle</b>.,Это моя сестра-<b>близняшка</b>.,👭
un aîné,старший (ребёнок),C'est l'<b>aîné</b> de la famille.,Это <b>старший</b> в семье.,👦
un cadet,младший (ребёнок),C'est le <b>cadet</b> de la famille.,Это <b>младший</b> в семье.,👶
un orphelin,сирота,Il est <b>orphelin</b>.,Он <b>сирота</b>.,😢
une orpheline,сирота (ж.),Elle est <b>orpheline</b>.,Она <b>сирота</b>.,😢
un héritier,наследник,C'est l'<b>héritier</b> du trône.,Это <b>наследник</b> престола.,👑
une héritière,наследница,C'est l'<b>héritière</b>.,Это <b>наследница</b>.,👑
