French,Russian,ExampleFrench,ExampleRussian,Emoji
je,я,"<b>Je</b> suis étudiant à Montréal.","<b>Я</b> студент в Монреале.",👤
la,определённый артикль (ж.р.),"<b>La</b> maison est grande.","Дом большой.",📎
le,определённый артикль (м.р.),"<b>Le</b> livre est sur la table.","Книга на столе.",📎
un,неопределённый артикль (м.р.),"J'ai <b>un</b> ami québécois.","У меня есть друг из Квебека.",📎
les,определённый артикль (мн.ч.),"<b>Les</b> enfants jouent dehors.","Дети играют на улице.",📎
l',определённый артикль (перед гласной),"<b>L'</b>hiver au Québec est long.","Зима в Квебеке долгая.",📎
tu,ты,"<b>Tu</b> viens avec moi ?","<b>Ты</b> идёшь со мной?",👤
vous,"вы; Вы (вежл.)","<b>Vous</b> êtes d'où ?","<b>Вы</b> откуда?",👥
d',предлог de (перед гласной),"Je viens <b>d'</b>arriver.","Я только что приехал.",📎
une,неопределённый артикль (ж.р.),"J'ai <b>une</b> question.","У меня есть вопрос.",📎
des,неопределённый артикль (мн.ч.),"Il y a <b>des</b> pommes sur la table.","На столе есть яблоки.",📎
qui,который; кто,"La fille <b>qui</b> parle est ma soeur.","Девушка, <b>которая</b> говорит — моя сестра.",❓
elle,она,"<b>Elle</b> habite à Québec.","<b>Она</b> живёт в Квебеке.",👩
du,слитный артикль (de + le),"Je bois <b>du</b> café.","Я пью кофе.",📎
me,меня; мне,"Il <b>me</b> parle en français.","Он говорит <b>мне</b> по-французски.",👤
nous,мы; нас; нам,"<b>Nous</b> allons au cinéma.","<b>Мы</b> идём в кино.",👥
au,слитный артикль (à + le),"Je vais <b>au</b> travail.","Я иду на работу.",📎
se,себя (возвр.),"Elle <b>se</b> lève tôt.","Она встаёт рано.",🔄
y,туда; там,"J'<b>y</b> vais demain.","Я иду <b>туда</b> завтра.",📍
que,что; который,"Je sais <b>que</b> tu as raison.","Я знаю, <b>что</b> ты прав.",📎
mon,мой (м.р.),"<b>Mon</b> père travaille ici.","<b>Мой</b> отец работает здесь.",👤
lui,ему; ей; он (ударн.),"Je <b>lui</b> ai parlé hier.","Я говорил с <b>ним</b> вчера.",👤
tout,"весь, всё","<b>Tout</b> le monde est là.","<b>Все</b> здесь.",🌍
ils,они (м.р.),"<b>Ils</b> arrivent demain.","<b>Они</b> приезжают завтра.",👥
moi,я (ударн.),"C'est pour <b>moi</b> ?","Это для <b>меня</b>?",👤
son,его; её (м.р.),"<b>Son</b> frère est médecin.","<b>Его</b> брат — врач.",👤
t',тебя; тебе (перед гласной),"Je <b>t'</b>aime.","Я <b>тебя</b> люблю.",💕
te,тебя; тебе,"Je <b>te</b> vois demain.","Увидимся завтра.",👤
ce,этот; это,"<b>Ce</b> livre est intéressant.","<b>Эта</b> книга интересная.",👆
sa,его; её (ж.р.),"<b>Sa</b> mère est professeure.","<b>Его</b> мать — преподавательница.",👤
ma,моя,"<b>Ma</b> voiture est rouge.","<b>Моя</b> машина красная.",👤
cette,эта,"<b>Cette</b> maison est belle.","<b>Этот</b> дом красивый.",👆
ses,его; её (мн.ч.),"<b>Ses</b> enfants sont grands.","<b>Его</b> дети взрослые.",👤
toi,ты (ударн.),"C'est <b>toi</b> qui décides.","<b>Ты</b> решаешь.",👤
ces,эти,"<b>Ces</b> fleurs sont magnifiques.","<b>Эти</b> цветы великолепны.",👆
votre,ваш; Ваш,"<b>Votre</b> passeport, s'il vous plaît.","<b>Ваш</b> паспорт, пожалуйста.",👤
aux,слитный артикль (à + les),"Je parle <b>aux</b> enfants.","Я говорю с детьми.",📎
deux,два,"J'ai <b>deux</b> frères.","У меня <b>два</b> брата.",2️⃣
ton,твой (м.р.),"<b>Ton</b> ami est sympa.","<b>Твой</b> друг симпатичный.",👤
mes,мои,"<b>Mes</b> parents habitent en France.","<b>Мои</b> родители живут во Франции.",👤
notre,наш; наша,"<b>Notre</b> maison est petite.","<b>Наш</b> дом маленький.",👥
ta,твоя,"<b>Ta</b> soeur est gentille.","<b>Твоя</b> сестра добрая.",👤
une main,рука (кисть),"Donne-moi ta <b>main</b>.","Дай мне свою <b>руку</b>.",✋
s',себя (перед гласной),"Il <b>s'</b>appelle Pierre.","Его зовут Пьер.",🔄
un enfant,ребёнок,"L'<b>enfant</b> joue dans le parc.","<b>Ребёнок</b> играет в парке.",👶
une maison,дом,"Cette <b>maison</b> est à vendre.","Этот <b>дом</b> продаётся.",🏠
cela,это; то,"<b>Cela</b> ne me plaît pas.","<b>Это</b> мне не нравится.",👆
nos,наши,"<b>Nos</b> amis arrivent ce soir.","<b>Наши</b> друзья приезжают вечером.",👥
les gens,люди,"Les <b>gens</b> sont sympas ici.","<b>Люди</b> здесь приятные.",👥
dont,о котором; чей,"Le livre <b>dont</b> je parle est célèbre.","Книга, <b>о которой</b> я говорю, знаменита.",📎
un accord,согласие; договор,"Nous avons trouvé un <b>accord</b>.","Мы нашли <b>соглашение</b>.",🤝
quel,какой,"<b>Quel</b> jour sommes-nous ?","<b>Какой</b> сегодня день?",❓
leurs,их (мн.ч.),"<b>Leurs</b> enfants sont à l'école.","<b>Их</b> дети в школе.",👥
cet,этот (перед гласной),"<b>Cet</b> homme est mon voisin.","<b>Этот</b> мужчина — мой сосед.",👆
quelques,несколько,"J'ai <b>quelques</b> questions.","У меня <b>несколько</b> вопросов.",🔢
elles,они (ж.р.),"<b>Elles</b> sont arrivées hier.","<b>Они</b> приехали вчера.",👩‍👩‍👧
trois,три,"J'ai <b>trois</b> soeurs.","У меня <b>три</b> сестры.",3️⃣
tes,твои,"<b>Tes</b> idées sont bonnes.","<b>Твои</b> идеи хорошие.",👤
vos,ваши,"<b>Vos</b> documents sont prêts.","<b>Ваши</b> документы готовы.",👥
une mort,смерть,"La <b>mort</b> fait partie de la vie.","<b>Смерть</b> — часть жизни.",💀
quelle,какая,"<b>Quelle</b> heure est-il ?","<b>Который</b> час?",❓
eux,они (ударн.),"C'est pour <b>eux</b>.","Это для <b>них</b>.",👥
une voiture,машина; автомобиль,"Ma <b>voiture</b> est en panne.","Моя <b>машина</b> сломалась.",🚗
bon,ладно; хорошо (межд.),"<b>Bon</b>, on y va ?","<b>Ладно</b>, идём?",👍
asseoir,"сажать; усаживать","<b>Assieds</b>-toi ici.","<b>Садись</b> сюда.",🪑
leur,им,"Je <b>leur</b> ai donné le livre.","Я дал <b>им</b> книгу.",👥
tous,все,"<b>Tous</b> les jours, je travaille.","<b>Каждый</b> день я работаю.",👥
une part,часть; доля,"Quelle est ta <b>part</b> du gâteau ?","Какова твоя <b>доля</b> торта?",🍰
un tout,целое; всё,"Le <b>tout</b> est plus que la somme des parties.","<b>Целое</b> больше суммы частей.",⭕
foutre,делать (груб.); класть,"Qu'est-ce que tu <b>fous</b> ici ?","Что ты тут <b>делаешь</b>? (груб.)",🤬
celui,тот; этот (м.р.),"<b>Celui</b> qui arrive est mon ami.","<b>Тот</b>, кто приходит — мой друг.",👆
souvenir,вспоминать,"Je me <b>souviens</b> de toi.","Я <b>помню</b> тебя.",🧠
une chance,шанс; удача,"Bonne <b>chance</b> pour l'examen !","Удачи на экзамене!",🍀
excuser,извинять,"<b>Excusez</b>-moi, je suis en retard.","<b>Извините</b>, я опоздал.",🙏
un nouveau,новичок,"Le <b>nouveau</b> est arrivé ce matin.","<b>Новичок</b> пришёл утром.",🆕
une fin,конец; окончание,"C'est la <b>fin</b> du film.","Это <b>конец</b> фильма.",🔚
ceux,те; эти (м.р. мн.ч.),"<b>Ceux</b> qui veulent peuvent partir.","<b>Те</b>, кто хочет, могут уйти.",👥
une tour,башня,"La <b>tour</b> Eiffel est à Paris.","<b>Эйфелева башня</b> в Париже.",🗼
un tour,круг; очередь,"C'est ton <b>tour</b> de jouer.","Твоя <b>очередь</b> играть.",🔄
un livre,книга,"J'ai lu ce <b>livre</b> en français.","Я прочитал эту <b>книгу</b> по-французски.",📖
une livre,фунт (мера веса),"Une <b>livre</b> de beurre, s'il vous plaît.","<b>Фунт</b> масла, пожалуйста.",⚖️
un chef,шеф; начальник,"Le <b>chef</b> de cuisine est excellent.","<b>Шеф</b>-повар отличный.",👨‍🍳
celle,та; эта (ж.р.),"<b>Celle</b> que j'aime est partie.","<b>Та</b>, которую я люблю, уехала.",👆
