French,Russian,ExampleFrench,ExampleRussian,Emoji
une recherche,поиск; исследование,"Je fais des <b>recherches</b> sur l'immigration.","Я провожу <b>исследование</b> об иммиграции.",🔍
une herbe,трава,"L'<b>herbe</b> est verte au printemps.","<b>Трава</b> зелёная весной.",🌿
"court, courte","короткий, -ая","C'est un <b>court</b> trajet en métro.","Это <b>короткая</b> поездка на метро.",📏
"américain, américaine",американский,"J'ai un visa <b>américain</b>.","У меня <b>американская</b> виза.",🇺🇸
une trace,след,"Il n'y a aucune <b>trace</b> de lui.","Нет никаких <b>следов</b>.",👣
un chapeau,шляпа,"Mets ton <b>chapeau</b>, il fait froid.","Надень <b>шапку</b>, холодно.",🎩
un contact,контакт,"Je garde le <b>contact</b> avec mes amis.","Я поддерживаю <b>контакт</b> с друзьями.",📱
une joue,щека,"Elle a les <b>joues</b> rouges à cause du froid.","У неё красные <b>щёки</b> от холода.",😊
un centre,центр,"Le <b>centre</b>-ville de Montréal est animé.","<b>Центр</b> Монреаля оживлённый.",🏙️
cependant,однако; тем не менее,"Il fait froid, <b>cependant</b> le soleil brille.","Холодно, <b>однако</b> солнце светит.",↩️
un combat,бой; борьба,"C'est un <b>combat</b> difficile.","Это трудная <b>борьба</b>.",⚔️
un fer,железо,"Ce portail est en <b>fer</b>.","Эти ворота из <b>железа</b>.",🔩
livrer,доставлять,"On va <b>livrer</b> la pizza dans trente minutes.","Пиццу <b>доставят</b> через тридцать минут.",📦
"profond, profonde","глубокий, -ая","C'est une réflexion <b>profonde</b>.","Это <b>глубокая</b> мысль.",🌊
une règle,правило; линейка,"C'est la <b>règle</b> au Canada.","Это <b>правило</b> в Канаде.",📏
"exact, exacte","точный, -ая","C'est <b>exact</b>, tu as raison.","<b>Точно</b>, ты прав.",✅
un héros,герой,"Il est le <b>héros</b> de cette histoire.","Он <b>герой</b> этой истории.",🦸
hésiter,колебаться,"N'<b>hésite</b> pas à me demander de l'aide.","Не <b>стесняйся</b> просить о помощи.",🤔
un dossier,папка; досье,"J'ai tous mes <b>dossiers</b> d'immigration.","У меня все мои иммиграционные <b>документы</b>.",📁
"second, seconde","второй, -ая","C'est ma <b>seconde</b> tentative.","Это моя <b>вторая</b> попытка.",2️⃣
virer,увольнять; поворачивать,"Il s'est fait <b>virer</b> du travail.","Его <b>уволили</b> с работы.",🚪
un métier,профессия; ремесло,"Quel est ton <b>métier</b> ?","Какая у тебя <b>профессия</b>?",💼
une chaussure,обувь,"J'ai acheté de nouvelles <b>chaussures</b>.","Я купил новую <b>обувь</b>.",👟
une expérience,опыт; эксперимент,"J'ai beaucoup d'<b>expérience</b> dans ce domaine.","У меня много <b>опыта</b> в этой области.",📊
marquer,отмечать; забивать (гол),"Il a <b>marqué</b> un but.","Он <b>забил</b> гол.",⚽
fatiguer,утомлять,"Ce travail me <b>fatigue</b>.","Эта работа меня <b>утомляет</b>.",😴
un étage,этаж,"J'habite au troisième <b>étage</b>.","Я живу на третьем <b>этаже</b>.",🏢
proche,близкий,"La station de métro est <b>proche</b>.","Станция метро <b>близко</b>.",📍
un voisin,сосед,"Mon <b>voisin</b> est très sympa.","Мой <b>сосед</b> очень приятный.",👋
une forêt,лес,"On va se promener dans la <b>forêt</b>.","Пойдём гулять в <b>лес</b>.",🌲
causer,вызывать; болтать,"Le froid <b>cause</b> des problèmes.","Холод <b>вызывает</b> проблемы.",💬
un toit,крыша,"Le <b>toit</b> est couvert de neige.","<b>Крыша</b> покрыта снегом.",🏠
une côte,берег; ребро; склон,"On longe la <b>côte</b> en voiture.","Мы едем вдоль <b>побережья</b>.",🏖️
un tableau,картина; доска; таблица,"Il y a un beau <b>tableau</b> au mur.","На стене красивая <b>картина</b>.",🖼️
une relation,отношение; связь,"J'ai une bonne <b>relation</b> avec mes collègues.","У меня хорошие <b>отношения</b> с коллегами.",🤝
une étoile,звезда,"Les <b>étoiles</b> brillent dans le ciel.","<b>Звёзды</b> сияют на небе.",⭐
un pote,друг (разг.),"C'est mon meilleur <b>pote</b>.","Это мой лучший <b>друг</b>.",👋
une réalité,реальность,"C'est la <b>réalité</b> de la vie.","Это <b>реальность</b> жизни.",🌍
