French,Russian,ExampleFrench,ExampleRussian,Emoji
un édifice,здание,"Un <b>édifice</b> imposant.","Внушительное <b>здание</b>.",🏛️
équiper,оснащать,"<b>Équiper</b> une cuisine.","<b>Оснастить</b> кухню.",🔧
diabolique,дьявольский,"Un plan <b>diabolique</b>.","<b>Дьявольский</b> план.",😈
intégrer,интегрировать,"<b>Intégrer</b> une équipe.","<b>Влиться</b> в команду.",👥
"paternel, paternelle",отцовский,"L'amour <b>paternel</b>.","<b>Отцовская</b> любовь.",👨
littéralement,буквально,"<b>Littéralement</b> mort de fatigue.","<b>Буквально</b> умираю от усталости.",📖
une amende,штраф,"Payer une <b>amende</b>.","Заплатить <b>штраф</b>.",💸
un surcroît,добавка,"Un <b>surcroît</b> de travail.","Дополнительная <b>нагрузка</b>.",➕
un brigadier,бригадир,"Le <b>brigadier</b> de police.","Полицейский <b>бригадир</b>.",👮
une couture,шов,"Une <b>couture</b> à la main.","Ручной <b>шов</b>.",🧵
avant-hier,позавчера,"<b>Avant-hier</b>, j'étais malade.","<b>Позавчера</b> я болел.",📅
une attraction,аттракцион,"Une <b>attraction</b> touristique.","Туристическая <b>достопримечательность</b>.",🎢
une poutre,балка,"Une <b>poutre</b> en bois.","Деревянная <b>балка</b>.",🪵
un fauve,хищник,"Un <b>fauve</b> en cage.","<b>Хищник</b> в клетке.",🦁
psychologique,психологический,"Un soutien <b>psychologique</b>.","<b>Психологическая</b> поддержка.",🧠
"culturel, culturelle",культурный,"Un événement <b>culturel</b>.","<b>Культурное</b> мероприятие.",🎭
farouche,дикий,"Un animal <b>farouche</b>.","<b>Дикий</b> зверь.",🐺
une dune,дюна,"Une <b>dune</b> de sable.","Песчаная <b>дюна</b>.",🏜️
une fouille,раскопки,"Des <b>fouilles</b> archéologiques.","Археологические <b>раскопки</b>.",⛏️
une compréhension,понимание,"Une bonne <b>compréhension</b>.","Хорошее <b>понимание</b>.",🧠
contaminer,заражать,"<b>Contaminer</b> l'eau.","<b>Заразить</b> воду.",☣️
un pèlerin,паломник,"Un <b>pèlerin</b> vers Saint-Jacques.","<b>Паломник</b> к Сантьяго.",🚶
un ravin,овраг,"Un <b>ravin</b> profond.","Глубокий <b>овраг</b>.",🏞️
un réservoir,резервуар,"Un <b>réservoir</b> d'essence.","<b>Бак</b> с бензином.",⛽
une rançon,выкуп,"Demander une <b>rançon</b>.","Требовать <b>выкуп</b>.",💰
"prodigieux, prodigieuse",поразительный,"Un talent <b>prodigieux</b>.","<b>Поразительный</b> талант.",🌟
"relatif, relative",относительный,"Une valeur <b>relative</b>.","<b>Относительная</b> ценность.",↔️
un fourneau,печь,"Cuisiner au <b>fourneau</b>.","Готовить у <b>плиты</b>.",🔥
restaurer,реставрировать,"<b>Restaurer</b> un tableau.","<b>Реставрировать</b> картину.",🖼️
"paysan, paysanne",крестьянский,"La vie <b>paysanne</b>.","<b>Крестьянская</b> жизнь.",🌾
charrier,перевозить; подшучивать,"<b>Charrier</b> des marchandises.","<b>Перевозить</b> товары.",🚛
un tonneau,бочка,"Un <b>tonneau</b> de vin.","<b>Бочка</b> вина.",🛢️
un manoir,усадьба,"Un vieux <b>manoir</b>.","Старая <b>усадьба</b>.",🏰
un steak,стейк,"Un <b>steak</b> saignant.","<b>Стейк</b> с кровью.",🥩
une mare,пруд,"Une <b>mare</b> aux canards.","<b>Пруд</b> с утками.",🦆
reconstruire,восстанавливать,"<b>Reconstruire</b> une ville.","<b>Восстановить</b> город.",🏗️
un naturel,естественность,"Garder son <b>naturel</b>.","Сохранять <b>естественность</b>.",😊
une aspirine,аспирин,"Prendre une <b>aspirine</b>.","Принять <b>аспирин</b>.",💊
mauve,лиловый,"Une robe <b>mauve</b>.","<b>Лиловое</b> платье.",💜
impitoyable,беспощадный,"Un ennemi <b>impitoyable</b>.","<b>Беспощадный</b> враг.",😤
élémentaire,элементарный,"C'est <b>élémentaire</b>.","Это <b>элементарно</b>.",🔬
une égalité,равенство,"L'<b>égalité</b> des droits.","<b>Равенство</b> прав.",⚖️
silencieusement,молча,"Partir <b>silencieusement</b>.","Уйти <b>молча</b>.",🤫
une épidémie,эпидемия,"Une <b>épidémie</b> de grippe.","<b>Эпидемия</b> гриппа.",🦠
saouler,напаивать,"Se faire <b>saouler</b>.","<b>Напиться</b>.",🍺
une douane,таможня,"Passer la <b>douane</b>.","Пройти <b>таможню</b>.",🛃
"mineur, mineure",незначительный,"Un problème <b>mineur</b>.","<b>Незначительная</b> проблема.",📉
une délicatesse,деликатность,"Avec <b>délicatesse</b>.","С <b>деликатностью</b>.",🌸
déserter,дезертировать,"<b>Déserter</b> l'armée.","<b>Дезертировать</b> из армии.",🏃
un roux,рыжий (сущ.),"Un beau <b>roux</b>.","Красивый <b>рыжий</b>.",👨‍🦰
difficilement,трудно,"<b>Difficilement</b> accessible.","<b>Труднодоступный</b>.",🧗
une indignation,негодование,"Une <b>indignation</b> légitime.","Справедливое <b>негодование</b>.",😤
une moyenne,средний балл,"Une <b>moyenne</b> de 15.","<b>Средний балл</b> 15.",📊
une sculpture,скульптура,"Une <b>sculpture</b> moderne.","Современная <b>скульптура</b>.",🗿
pitoyable,жалкий,"Un état <b>pitoyable</b>.","<b>Жалкое</b> состояние.",😔
un homicide,убийство,"Un <b>homicide</b> involontaire.","Непреднамеренное <b>убийство</b>.",⚖️
"intéressé, intéressée",корыстный,"Un comportement <b>intéressé</b>.","<b>Корыстное</b> поведение.",💰
domestique,домашний,"Un animal <b>domestique</b>.","<b>Домашнее</b> животное.",🐕
une enceinte,ограда; беременная,"L'<b>enceinte</b> du château.","<b>Ограда</b> замка.",🏰
une caution,залог,"Verser une <b>caution</b>.","Внести <b>залог</b>.",💵
une librairie,книжный магазин,"Une <b>librairie</b> d'occasion.","Букинистический <b>магазин</b>.",📚
une crevette,креветка,"Des <b>crevettes</b> grillées.","Жареные <b>креветки</b>.",🦐
un contrôleur,контролёр,"Le <b>contrôleur</b> des billets.","<b>Контролёр</b> билетов.",🎫
"paresseux, paresseuse",ленивый,"Un chat <b>paresseux</b>.","<b>Ленивый</b> кот.",🐱
une compétition,соревнование,"Une <b>compétition</b> sportive.","<b>Спортивное</b> соревнование.",🏅
une cantine,столовая,"La <b>cantine</b> de l'école.","Школьная <b>столовая</b>.",🍽️
une combine,уловка,"Une bonne <b>combine</b>.","Хорошая <b>уловка</b>.",🤫
"battu, battue",побитый,"Un chien <b>battu</b>.","<b>Побитая</b> собака.",😔
