French,Russian,ExampleFrench,ExampleRussian,Emoji
financer,финансировать,"<b>Financer</b> un projet.","<b>Финансировать</b> проект.",💰
infecter,заражать,"<b>Infecter</b> un ordinateur.","<b>Заразить</b> компьютер.",💻
un répit,передышка,"Un moment de <b>répit</b>.","Момент <b>передышки</b>.",😮‍💨
une brebis,овца,"Une <b>brebis</b> égarée.","Заблудшая <b>овца</b>.",🐑
un rencard,свидание (разг.),"Avoir un <b>rencard</b>.","Иметь <b>свидание</b>.",💑
une bûche,полено,"Une <b>bûche</b> de Noël.","Рождественское <b>полено</b>.",🪵
maigrir,худеть,"<b>Maigrir</b> rapidement.","Быстро <b>худеть</b>.",📉
une propagande,пропаганда,"La <b>propagande</b> politique.","Политическая <b>пропаганда</b>.",📢
"menteur, menteuse",лживый,"Un homme <b>menteur</b>.","<b>Лживый</b> человек.",🤥
un massage,массаж,"Un <b>massage</b> relaxant.","Расслабляющий <b>массаж</b>.",💆
croître,расти,"La population <b>croît</b>.","Население <b>растёт</b>.",📈
un prodige,чудо,"Un enfant <b>prodige</b>.","Вундеркинд.",⭐
un matelot,матрос,"Un jeune <b>matelot</b>.","Молодой <b>матрос</b>.",⚓
chausser,обувать,"<b>Chausser</b> ses bottes.","<b>Надеть</b> ботинки.",👢
une étable,хлев,"Les vaches dans l'<b>étable</b>.","Коровы в <b>хлеву</b>.",🐄
un galet,галька,"Un <b>galet</b> de plage.","Морская <b>галька</b>.",🪨
"jumeau, jumelle",близнецовый,"Des frères <b>jumeaux</b>.","Братья-<b>близнецы</b>.",👬
affairer,хлопотать,"S'<b>affairer</b> dans la cuisine.","<b>Хлопотать</b> на кухне.",👨‍🍳
un entraîneur,тренер,"L'<b>entraîneur</b> de l'équipe.","<b>Тренер</b> команды.",🏋️
"radical, radicale",радикальный,"Un changement <b>radical</b>.","<b>Радикальное</b> изменение.",⚡
un tank,танк,"Un <b>tank</b> de guerre.","Боевой <b>танк</b>.",🪖
lourdement,тяжело,"Marcher <b>lourdement</b>.","Идти <b>тяжело</b>.",🚶
une proportion,пропорция,"Garder les <b>proportions</b>.","Соблюдать <b>пропорции</b>.",📐
filtrer,фильтровать,"<b>Filtrer</b> l'eau.","<b>Фильтровать</b> воду.",💧
une tuile,черепица,"Une <b>tuile</b> du toit.","<b>Черепица</b> с крыши.",🏠
un soutien-gorge,бюстгальтер,"Mettre son <b>soutien-gorge</b>.","Надеть <b>бюстгальтер</b>.",👙
un corbeau,ворон,"Un <b>corbeau</b> noir.","Чёрный <b>ворон</b>.",🐦‍⬛
une hallucination,галлюцинация,"Avoir des <b>hallucinations</b>.","Иметь <b>галлюцинации</b>.",👁️
un souper,ужин,"Un <b>souper</b> en famille.","Семейный <b>ужин</b>.",🍽️
couver,высиживать,"La poule <b>couve</b> ses oeufs.","Курица <b>высиживает</b> яйца.",🐔
une cadence,ритм,"Une <b>cadence</b> rapide.","Быстрый <b>ритм</b>.",🎵
une fibre,волокно,"Une <b>fibre</b> optique.","Оптическое <b>волокно</b>.",📡
un rectangle,прямоугольник,"Un <b>rectangle</b> parfait.","Идеальный <b>прямоугольник</b>.",▬
aplatir,сплющивать,"<b>Aplatir</b> la pâte.","<b>Раскатать</b> тесто.",🍞
un blues,блюз,"Écouter du <b>blues</b>.","Слушать <b>блюз</b>.",🎵
une prunelle,зрачок,"La <b>prunelle</b> de mes yeux.","<b>Зрачок</b> моих глаз.",👁️
psychiatrique,психиатрический,"Un hôpital <b>psychiatrique</b>.","<b>Психиатрическая</b> больница.",🏥
un maquis,маки,"Se cacher dans le <b>maquis</b>.","Прятаться в <b>зарослях</b>.",🌿
plisser,морщить,"<b>Plisser</b> les yeux.","<b>Щурить</b> глаза.",👀
un sang-froid,хладнокровие,"Garder son <b>sang-froid</b>.","Сохранять <b>хладнокровие</b>.",😎
scier,пилить,"<b>Scier</b> une planche.","<b>Пилить</b> доску.",🪚
un complexe,комплекс,"Un <b>complexe</b> d'infériorité.","<b>Комплекс</b> неполноценности.",😔
un flash,вспышка,"Un <b>flash</b> de lumière.","<b>Вспышка</b> света.",⚡
respectable,уважаемый,"Un homme <b>respectable</b>.","<b>Уважаемый</b> человек.",👴
blaguer,шутить,"J'aime <b>blaguer</b>.","Я люблю <b>шутить</b>.",😄
"mondain, mondaine",светский,"La vie <b>mondaine</b>.","<b>Светская</b> жизнь.",🎩
recruter,набирать,"<b>Recruter</b> des employés.","<b>Набирать</b> сотрудников.",👥
un resto,ресторан (разг.),"Aller au <b>resto</b>.","Идти в <b>ресторан</b>.",🍽️
un rival,соперник,"Un <b>rival</b> redoutable.","Грозный <b>соперник</b>.",⚔️
un béret,берет,"Un <b>béret</b> basque.","Баскский <b>берет</b>.",🧢
rallier,сплачивать,"<b>Rallier</b> les troupes.","<b>Сплотить</b> войска.",🤝
un corsage,корсаж,"Un <b>corsage</b> élégant.","Элегантный <b>корсаж</b>.",👗
une provocation,провокация,"Une <b>provocation</b> délibérée.","Умышленная <b>провокация</b>.",😤
parallèle,параллельный,"Des lignes <b>parallèles</b>.","<b>Параллельные</b> линии.",📏
"excité, excitée",возбуждённый,"Je suis <b>excité</b>.","Я <b>взволнован</b>.",🤩
une gerbe,сноп,"Une <b>gerbe</b> de blé.","<b>Сноп</b> пшеницы.",🌾
contracter,сокращать,"<b>Contracter</b> un muscle.","<b>Сократить</b> мышцу.",💪
débiter,расходовать,"<b>Débiter</b> du bois.","<b>Распиливать</b> дрова.",🪵
un duel,дуэль,"Un <b>duel</b> au pistolet.","<b>Дуэль</b> на пистолетах.",🔫
un confrère,коллега,"Un <b>confrère</b> médecin.","<b>Коллега</b>-врач.",👨‍⚕️
lucide,ясный,"Un esprit <b>lucide</b>.","<b>Ясный</b> ум.",🧠
un complet,костюм,"Un <b>complet</b> trois-pièces.","<b>Костюм</b>-тройка.",🤵
une sentence,приговор,"Prononcer une <b>sentence</b>.","Вынести <b>приговор</b>.",⚖️
un mécanisme,механизм,"Un <b>mécanisme</b> complexe.","Сложный <b>механизм</b>.",⚙️
un clocher,колокольня,"Le <b>clocher</b> de l'église.","<b>Колокольня</b> церкви.",⛪
une honnêteté,честность,"L'<b>honnêteté</b> est importante.","<b>Честность</b> важна.",✅
une piaule,комната (разг.),"Ranger sa <b>piaule</b>.","Убрать свою <b>комнату</b>.",🏠
une loyauté,лояльность,"Une <b>loyauté</b> sans faille.","Безупречная <b>лояльность</b>.",🤝
"foncé, foncée",тёмный,"Une couleur <b>foncée</b>.","<b>Тёмный</b> цвет.",🟤
un craquement,треск,"Un <b>craquement</b> de bois.","<b>Треск</b> дерева.",🪵
une mitraillette,автомат,"Une <b>mitraillette</b> Thompson.","Автомат <b>Томпсона</b>.",🔫
répugner,вызывать отвращение,"Ça me <b>répugne</b>.","Это меня <b>отталкивает</b>.",🤢
un effroi,ужас,"Un <b>effroi</b> sans nom.","Безымянный <b>ужас</b>.",😱
une aurore,заря,"L'<b>aurore</b> boréale.","Северное <b>сияние</b>.",🌅
une hémorragie,кровотечение,"Une <b>hémorragie</b> interne.","Внутреннее <b>кровотечение</b>.",🩸
un brouhaha,гул,"Un <b>brouhaha</b> de voix.","<b>Гул</b> голосов.",🗣️
un calibre,калибр,"Un gros <b>calibre</b>.","Крупный <b>калибр</b>.",🔫
un chargement,груз,"Un <b>chargement</b> de marchandises.","<b>Груз</b> товаров.",📦
un roc,скала,"Solide comme un <b>roc</b>.","Крепкий как <b>скала</b>.",🪨
une commode,комод,"Une <b>commode</b> en bois.","Деревянный <b>комод</b>.",🪑
une jouissance,наслаждение,"Une <b>jouissance</b> intense.","Интенсивное <b>наслаждение</b>.",😊
un armistice,перемирие,"Signer un <b>armistice</b>.","Подписать <b>перемирие</b>.",🕊️
une blancheur,белизна,"Une <b>blancheur</b> immaculée.","Безупречная <b>белизна</b>.",⬜
un perroquet,попугай,"Un <b>perroquet</b> parlant.","Говорящий <b>попугай</b>.",🦜
une roulette,рулетка,"Jouer à la <b>roulette</b>.","Играть в <b>рулетку</b>.",🎰
gerber,блевать (разг.),"J'ai envie de <b>gerber</b>.","Меня <b>тошнит</b>.",🤮
orange,оранжевый,"Une couleur <b>orange</b>.","<b>Оранжевый</b> цвет.",🟠
une extase,экстаз,"Dans l'<b>extase</b>.","В <b>экстазе</b>.",🤩
