French,Russian,ExampleFrench,ExampleRussian,Emoji
une roue,колесо,"La <b>roue</b> est crevée.","<b>Колесо</b> спущено.",🛞
tantôt,то..то; позже,"<b>Tantôt</b> il rit, <b>tantôt</b> il pleure.","<b>То</b> он смеётся, <b>то</b> плачет.",🔄
retomber,падать снова,"Il est <b>retombé</b> malade.","Он снова <b>заболел</b>.",⬇️
un tribunal,суд (здание),"Il passe au <b>tribunal</b>.","Он предстанет перед <b>судом</b>.",⚖️
une apparence,внешность; видимость,"Ne te fie pas aux <b>apparences</b>.","Не верь <b>внешности</b>.",👀
répandre,распространять; проливать,"La nouvelle s'est <b>répandue</b>.","Новость <b>распространилась</b>.",📢
cogner,стучать; ударять,"Il a <b>cogné</b> à la porte.","Он <b>постучал</b> в дверь.",🚪
une grille,решётка,"La <b>grille</b> est fermée.","<b>Решётка</b> закрыта.",🚧
légèrement,слегка,"<b>Légèrement</b> blessé.","<b>Слегка</b> ранен.",👌
appliquer,применять,"<b>Applique</b> cette règle.","<b>Примени</b> это правило.",✅
noble,благородный,"C'est un <b>noble</b> geste.","Это <b>благородный</b> жест.",👑
piger,понимать (разг.),"Tu <b>piges</b> ?","<b>Врубаешься</b>?",🤔
hausser,поднимать; пожимать,"Il a <b>haussé</b> les épaules.","Он <b>пожал</b> плечами.",🤷
repasser,гладить; проходить снова,"Je dois <b>repasser</b> ma chemise.","Мне надо <b>погладить</b> рубашку.",👔
reprocher,упрекать,"Je n'ai rien à te <b>reprocher</b>.","Мне не в чем тебя <b>упрекнуть</b>.",😔
une épée,меч; шпага,"Il porte une <b>épée</b>.","Он носит <b>меч</b>.",⚔️
voiler,вуалировать; скрывать,"La brume <b>voile</b> la vue.","Туман <b>скрывает</b> вид.",🌫️
un manque,недостаток; нехватка,"Il y a un <b>manque</b> de temps.","Есть <b>нехватка</b> времени.",⏳
un foyer,очаг; дом,"Le <b>foyer</b> familial.","Семейный <b>очаг</b>.",🏠
une lueur,отблеск; проблеск,"Une <b>lueur</b> d'espoir.","<b>Проблеск</b> надежды.",✨
une activité,деятельность,"C'est une <b>activité</b> intéressante.","Это интересное <b>занятие</b>.",📊
saigner,кровоточить,"Ma main <b>saigne</b>.","У меня <b>кровоточит</b> рука.",🩸
malheureusement,к сожалению,"<b>Malheureusement</b>, c'est fermé.","<b>К сожалению</b>, закрыто.",😞
dominer,доминировать,"Il <b>domine</b> la situation.","Он <b>контролирует</b> ситуацию.",👑
un chiffre,цифра,"Quel est le <b>chiffre</b> exact ?","Какая точная <b>цифра</b>?",🔢
transporter,перевозить,"Le camion <b>transporte</b> des marchandises.","Грузовик <b>перевозит</b> товары.",🚚
un sommet,вершина; саммит,"On a atteint le <b>sommet</b>.","Мы достигли <b>вершины</b>.",🏔️
un modèle,модель; образец,"C'est un <b>modèle</b> de succès.","Это <b>образец</b> успеха.",🎯
un gant,перчатка,"Mets tes <b>gants</b>.","Надень <b>перчатки</b>.",🧤
une serviette,полотенце; салфетка,"Passe-moi la <b>serviette</b>.","Передай мне <b>полотенце</b>.",🧴
un stop,стоп; знак стоп,"Arrête-toi au <b>stop</b>.","Остановись у знака <b>стоп</b>.",🛑
une hâte,спешка,"J'ai <b>hâte</b> de te voir.","<b>Не терпится</b> тебя увидеть.",⏰
une difficulté,трудность,"J'ai des <b>difficultés</b> financières.","У меня финансовые <b>трудности</b>.",😓
opposer,противопоставлять,"Il s'<b>oppose</b> à cette décision.","Он <b>выступает против</b> этого решения.",🚫
constater,констатировать,"Je <b>constate</b> une erreur.","Я <b>констатирую</b> ошибку.",📝
"maudit, maudite",проклятый,"<b>Maudite</b> voiture !","<b>Проклятая</b> машина!",😤
digne,достойный,"C'est un homme <b>digne</b>.","Это <b>достойный</b> человек.",👔
une ordure,мусор; мерзавец,"Mets les <b>ordures</b> dehors.","Вынеси <b>мусор</b>.",🗑️
armer,вооружать,"Il s'est <b>armé</b> d'un couteau.","Он <b>вооружился</b> ножом.",🔪
envoler,улетать,"L'oiseau s'est <b>envolé</b>.","Птица <b>улетела</b>.",🐦
puer,вонять,"Ça <b>pue</b> !","Это <b>воняет</b>!",🤢
une nana,девушка (разг.),"C'est une jolie <b>nana</b>.","Это симпатичная <b>девчонка</b>.",👩
minuscule,крошечный,"C'est un appartement <b>minuscule</b>.","Это <b>крошечная</b> квартира.",🐜
débarquer,высаживаться; прибывать,"Il a <b>débarqué</b> sans prévenir.","Он <b>заявился</b> без предупреждения.",🚢
un linge,бельё,"<b>Étends</b> le <b>linge</b>.","<b>Развесь</b> <b>бельё</b>.",👕
un policier,полицейский,"Le <b>policier</b> m'a arrêté.","<b>Полицейский</b> меня остановил.",👮
un allié,союзник,"C'est notre <b>allié</b>.","Это наш <b>союзник</b>.",🤝
une sensation,ощущение,"J'ai une <b>sensation</b> étrange.","У меня странное <b>ощущение</b>.",🤔
un vieillard,старик,"Le <b>vieillard</b> marche lentement.","<b>Старик</b> идёт медленно.",👴
essuyer,вытирать,"<b>Essuie</b>-toi les mains.","<b>Вытри</b> руки.",🧻
étaler,расстилать; выставлять,"<b>Étale</b> la nappe sur la table.","<b>Расстели</b> скатерть на столе.",🍽️
fidèle,верный,"C'est un ami <b>fidèle</b>.","Это <b>верный</b> друг.",🐕
