French,Russian,ExampleFrench,ExampleRussian,Emoji
"réservé, réservée",сдержанный,"Un homme <b>réservé</b>.","<b>Сдержанный</b> человек.",🤐
un sillage,кильватер,"Dans le <b>sillage</b> du navire.","В <b>кильватере</b> корабля.",🚢
une madone,мадонна,"Une <b>madone</b> de Raphaël.","<b>Мадонна</b> Рафаэля.",🖼️
"coloré, colorée",красочный,"Un dessin <b>coloré</b>.","<b>Красочный</b> рисунок.",🎨
programmer,программировать,"<b>Programmer</b> un ordinateur.","<b>Программировать</b> компьютер.",💻
une lande,пустошь,"Une <b>lande</b> sauvage.","Дикая <b>пустошь</b>.",🌿
une fatalité,неизбежность,"C'est la <b>fatalité</b>.","Это <b>неизбежность</b>.",😔
un orgue,орган,"Jouer de l'<b>orgue</b>.","Играть на <b>органе</b>.",🎹
un raccourci,сокращение,"Prendre un <b>raccourci</b>.","Срезать путь.",🛤️
un emballage,упаковка,"Un <b>emballage</b> recyclable.","Перерабатываемая <b>упаковка</b>.",📦
un scanner,сканер,"Passer un <b>scanner</b>.","Пройти <b>томографию</b>.",🏥
une hygiène,гигиена,"L'<b>hygiène</b> corporelle.","Личная <b>гигиена</b>.",🚿
un trot,рысь,"Aller au <b>trot</b>.","Идти <b>рысью</b>.",🐎
une digue,дамба,"Une <b>digue</b> contre les inondations.","<b>Дамба</b> от наводнений.",🌊
mentalement,мысленно,"Se préparer <b>mentalement</b>.","<b>Мысленно</b> подготовиться.",🧠
allergique,аллергический,"Une réaction <b>allergique</b>.","<b>Аллергическая</b> реакция.",🤧
primaire,начальный,"Une école <b>primaire</b>.","<b>Начальная</b> школа.",🏫
"élu, élue",избранный,"Le président <b>élu</b>.","<b>Избранный</b> президент.",🗳️
"penché, penchée",наклонённый,"La tour <b>penchée</b>.","<b>Падающая</b> башня.",🗼
un verbe,глагол,"Conjuguer un <b>verbe</b>.","Спрягать <b>глагол</b>.",📖
une loque,лохмотья,"Être en <b>loques</b>.","Быть в <b>лохмотьях</b>.",👕
une pioche,кирка,"Une <b>pioche</b> de mineur.","<b>Кирка</b> шахтёра.",⛏️
varier,варьировать,"Les prix <b>varient</b>.","Цены <b>варьируются</b>.",📊
"troublé, troublée",встревоженный,"Un air <b>troublé</b>.","<b>Встревоженный</b> вид.",😟
haleter,тяжело дышать,"<b>Haleter</b> après la course.","<b>Тяжело дышать</b> после бега.",😮‍💨
un sculpteur,скульптор,"Un <b>sculpteur</b> célèbre.","Знаменитый <b>скульптор</b>.",🗿
une paperasse,бумажная волокита,"Des <b>paperasses</b> administratives.","Административная <b>волокита</b>.",📄
une transformation,преобразование,"Une <b>transformation</b> radicale.","Радикальное <b>преобразование</b>.",🔄
un capot,капот,"Ouvrir le <b>capot</b>.","Открыть <b>капот</b>.",🚗
un opérateur,оператор,"Un <b>opérateur</b> téléphonique.","Телефонный <b>оператор</b>.",📞
un mulet,мул,"Un <b>mulet</b> têtu.","Упрямый <b>мул</b>.",🫏
une ancre,якорь,"Jeter l'<b>ancre</b>.","Бросить <b>якорь</b>.",⚓
"hésitant, hésitante",колеблющийся,"D'un pas <b>hésitant</b>.","<b>Нерешительным</b> шагом.",🚶
pleinement,в полной мере,"<b>Pleinement</b> satisfait.","<b>Полностью</b> удовлетворён.",✅
un sanctuaire,святилище,"Un <b>sanctuaire</b> sacré.","Священное <b>святилище</b>.",⛪
engourdir,онемевать,"Mes doigts s'<b>engourdissent</b>.","Мои пальцы <b>немеют</b>.",🥶
vainqueur,победитель,"Le <b>vainqueur</b> de la course.","<b>Победитель</b> гонки.",🏆
vainement,тщетно,"Essayer <b>vainement</b>.","<b>Тщетно</b> пытаться.",😔
un pervers,извращенец,"Un <b>pervers</b> sexuel.","Сексуальный <b>извращенец</b>.",⚠️
planifier,планировать,"<b>Planifier</b> un voyage.","<b>Планировать</b> поездку.",📅
un radiateur,радиатор,"Allumer le <b>radiateur</b>.","Включить <b>радиатор</b>.",🔥
"impérieux, impérieuse",властный,"Un ton <b>impérieux</b>.","<b>Властный</b> тон.",👑
un montage,монтаж,"Le <b>montage</b> d'un film.","<b>Монтаж</b> фильма.",🎬
une finesse,тонкость,"La <b>finesse</b> de l'analyse.","<b>Тонкость</b> анализа.",🧠
sixième,шестой,"Le <b>sixième</b> sens.","<b>Шестое</b> чувство.",6️⃣
un bouffon,шут,"Le <b>bouffon</b> du roi.","<b>Шут</b> короля.",🤡
un bungalow,бунгало,"Un <b>bungalow</b> au bord de la mer.","<b>Бунгало</b> на берегу моря.",🏖️
un conduit,канал,"Un <b>conduit</b> d'aération.","Вентиляционный <b>канал</b>.",🌬️
une malice,лукавство,"Avec <b>malice</b>.","С <b>лукавством</b>.",😏
dévouer,посвящать,"Se <b>dévouer</b> à une cause.","<b>Посвятить</b> себя делу.",❤️
une fraternité,братство,"La <b>fraternité</b> des armes.","Боевое <b>братство</b>.",🤝
palpiter,трепетать,"Mon cœur <b>palpite</b>.","Моё сердце <b>трепещет</b>.",💓
une usure,износ,"L'<b>usure</b> du temps.","<b>Износ</b> временем.",⏰
un pharmacien,фармацевт,"Le <b>pharmacien</b> de garde.","Дежурный <b>фармацевт</b>.",💊
"ambigu, ambiguë",двусмысленный,"Une réponse <b>ambiguë</b>.","<b>Двусмысленный</b> ответ.",🤔
un accouchement,роды,"Un <b>accouchement</b> difficile.","Тяжёлые <b>роды</b>.",👶
un break,перерыв,"Prendre un <b>break</b>.","Сделать <b>перерыв</b>.",☕
"affolé, affolée",обезумевший,"Des gens <b>affolés</b>.","<b>Обезумевшие</b> люди.",😱
incroyablement,невероятно,"<b>Incroyablement</b> beau.","<b>Невероятно</b> красивый.",🤩
un gène,ген,"Un <b>gène</b> défectueux.","Дефектный <b>ген</b>.",🧬
docile,послушный,"Un chien <b>docile</b>.","<b>Послушная</b> собака.",🐕
souder,сваривать,"<b>Souder</b> deux pièces.","<b>Сварить</b> две детали.",🔧
rétrécir,сужать,"<b>Rétrécir</b> un pantalon.","<b>Ушить</b> брюки.",👖
un flocon,хлопья,"Un <b>flocon</b> de neige.","<b>Снежинка</b>.",❄️
un haut-parleur,громкоговоритель,"Parler dans le <b>haut-parleur</b>.","Говорить в <b>громкоговоритель</b>.",📢
une rigolade,хохот,"Quelle <b>rigolade</b> !","Какой <b>хохот</b>!",😂
maniaque,маньяк,"Un <b>maniaque</b> du ménage.","<b>Помешанный</b> на уборке.",🧹
un sofa,софа,"Se coucher sur le <b>sofa</b>.","Лечь на <b>софу</b>.",🛋️
porno,порнографический,"Un film <b>porno</b>.","<b>Порнографический</b> фильм.",🔞
une évacuation,эвакуация,"Une <b>évacuation</b> d'urgence.","Срочная <b>эвакуация</b>.",🚨
"bourré, bourrée",набитый,"<b>Bourré</b> de fautes.","<b>Набитый</b> ошибками.",📝
"immaculé, immaculée",безупречный,"Une réputation <b>immaculée</b>.","<b>Безупречная</b> репутация.",✨
un ragot,сплетня,"Répandre des <b>ragots</b>.","Распространять <b>сплетни</b>.",🗣️
un surplus,излишек,"Un <b>surplus</b> de marchandises.","<b>Излишек</b> товаров.",📦
une natte,коса (причёска),"Faire une <b>natte</b>.","Заплести <b>косу</b>.",💇‍♀️
assembler,собирать,"<b>Assembler</b> les pièces.","<b>Собрать</b> детали.",🔧
un mirage,мираж,"Un <b>mirage</b> dans le désert.","<b>Мираж</b> в пустыне.",🏜️
"compact, compacte",компактный,"Un appareil <b>compact</b>.","<b>Компактный</b> прибор.",📷
"amateur, amatrice",любительский,"Un photographe <b>amateur</b>.","<b>Фотограф</b>-любитель.",📸
un bip,сигнал,"Le <b>bip</b> du téléphone.","<b>Сигнал</b> телефона.",📱
une niche,будка,"La <b>niche</b> du chien.","<b>Будка</b> собаки.",🏠
"annuel, annuelle",ежегодный,"Un rapport <b>annuel</b>.","<b>Ежегодный</b> отчёт.",📊
au-dehors,снаружи,"Rester <b>au-dehors</b>.","Оставаться <b>снаружи</b>.",🚪
"fiévreux, fiévreuse",лихорадочный,"Un état <b>fiévreux</b>.","<b>Лихорадочное</b> состояние.",🤒
un homard,лобстер,"Un <b>homard</b> grillé.","Жареный <b>лобстер</b>.",🦞
un éloge,хвала,"Faire l'<b>éloge</b> de quelqu'un.","<b>Хвалить</b> кого-то.",👏
