French,Russian,ExampleFrench,ExampleRussian,Emoji
modeste,скромный,"C'est un homme <b>modeste</b>.","Это <b>скромный</b> человек.",😌
une rigueur,строгость,"Avec <b>rigueur</b> et discipline.","Со <b>строгостью</b> и дисциплиной.",📏
un mépris,презрение,"Il montre du <b>mépris</b>.","Он выказывает <b>презрение</b>.",😤
"religieux, religieuse",религиозный,"Une cérémonie <b>religieuse</b>.","<b>Религиозная</b> церемония.",⛪
une tension,напряжение,"La <b>tension</b> monte.","<b>Напряжение</b> растёт.",😬
suffisamment,достаточно,"C'est <b>suffisamment</b> clair.","Это <b>достаточно</b> ясно.",✅
une chaussette,носок,"Mets tes <b>chaussettes</b>.","Надень <b>носки</b>.",🧦
une issue,выход; исход,"Je cherche une <b>issue</b>.","Я ищу <b>выход</b>.",🚪
un permis,разрешение; права,"J'ai mon <b>permis</b> de conduire.","У меня есть <b>права</b>.",🪪
contrer,противодействовать,"<b>Contre</b> son attaque.","<b>Противодействуй</b> его атаке.",🛡️
bousculer,толкать,"Ne <b>bouscule</b> personne.","Не <b>толкай</b> никого.",👐
projeter,проецировать; планировать,"On <b>projette</b> un voyage.","Мы <b>планируем</b> поездку.",🗺️
une analyse,анализ,"L'<b>analyse</b> des données.","<b>Анализ</b> данных.",📊
une étape,этап,"C'est la première <b>étape</b>.","Это первый <b>этап</b>.",📍
dégueulasse,отвратительный (разг.),"C'est <b>dégueulasse</b> !","Это <b>отвратительно</b>!",🤢
honorer,почитать,"J'<b>honore</b> ma promesse.","Я <b>чту</b> своё обещание.",🏅
une écoute,прослушивание,"Je suis à l'<b>écoute</b>.","Я <b>слушаю</b>.",👂
un adjudant,адъютант; прапорщик,"L'<b>adjudant</b> donne les ordres.","<b>Прапорщик</b> отдаёт приказы.",🎖️
procurer,доставать; обеспечивать,"Je vais te <b>procurer</b> ça.","Я тебе это <b>достану</b>.",📦
une ambition,амбиция,"Il a de l'<b>ambition</b>.","У него есть <b>амбиции</b>.",🎯
un équipage,экипаж,"L'<b>équipage</b> du navire.","<b>Экипаж</b> корабля.",⚓
une chapelle,часовня,"La <b>chapelle</b> du village.","<b>Часовня</b> деревни.",⛪
aspirer,стремиться; вдыхать,"J'<b>aspire</b> à la liberté.","Я <b>стремлюсь</b> к свободе.",✨
séduire,соблазнять; очаровывать,"Elle sait <b>séduire</b>.","Она умеет <b>очаровывать</b>.",💫
un crayon,карандаш,"Prends ton <b>crayon</b>.","Возьми <b>карандаш</b>.",✏️
catholique,католический,"Une église <b>catholique</b>.","<b>Католическая</b> церковь.",✝️
adorable,очаровательный,"Elle est <b>adorable</b>.","Она <b>очаровательна</b>.",🥰
un soupçon,подозрение,"J'ai un <b>soupçon</b>.","У меня есть <b>подозрение</b>.",🤔
une pilule,таблетка,"Prends cette <b>pilule</b>.","Выпей эту <b>таблетку</b>.",💊
cuisiner,готовить,"J'aime <b>cuisiner</b>.","Я люблю <b>готовить</b>.",👨‍🍳
une fac,универ (разг.),"Je suis à la <b>fac</b>.","Я в <b>универе</b>.",🎓
un liquide,жидкость,"C'est un <b>liquide</b> clair.","Это прозрачная <b>жидкость</b>.",💧
une plaie,рана,"La <b>plaie</b> guérit.","<b>Рана</b> заживает.",🩹
une possession,владение,"C'est en ma <b>possession</b>.","Это в моём <b>владении</b>.",📜
solitaire,одинокий,"Il vit en <b>solitaire</b>.","Он живёт <b>одиноко</b>.",🏚️
tranquillement,спокойно,"Il dort <b>tranquillement</b>.","Он <b>спокойно</b> спит.",😴
"final, finale",финальный,"La décision <b>finale</b>.","<b>Финальное</b> решение.",🏁
récemment,недавно,"J'ai <b>récemment</b> appris ça.","Я <b>недавно</b> это узнал.",🕐
une capitale,столица,"Paris est la <b>capitale</b>.","Париж — <b>столица</b>.",🏛️
une laine,шерсть,"Un pull en <b>laine</b>.","Свитер из <b>шерсти</b>.",🧶
recommander,рекомендовать,"Je te <b>recommande</b> ce film.","<b>Рекомендую</b> тебе этот фильм.",👍
distribuer,раздавать,"<b>Distribue</b> les cartes.","<b>Раздай</b> карты.",🃏
une bonté,доброта,"Merci pour ta <b>bonté</b>.","Спасибо за твою <b>доброту</b>.",❤️
un dé,игральная кость,"Lance le <b>dé</b>.","Брось <b>кость</b>.",🎲
une noce,свадьба,"Les invités de la <b>noce</b>.","Гости <b>свадьбы</b>.",💒
cueillir,собирать (плоды),"<b>Cueille</b> des pommes.","<b>Собери</b> яблоки.",🍎
un tube,труба; хит (песня),"C'est un <b>tube</b> de l'été.","Это <b>хит</b> лета.",🎵
réchauffer,разогревать,"<b>Réchauffe</b> le repas.","<b>Разогрей</b> еду.",🍲
un poumon,лёгкое,"Il a mal aux <b>poumons</b>.","У него болят <b>лёгкие</b>.",🫁
une administration,администрация,"L'<b>administration</b> de la ville.","<b>Администрация</b> города.",🏢
un essentiel,главное,"C'est l'<b>essentiel</b>.","Это <b>главное</b>.",⭐
un profit,прибыль,"Faire du <b>profit</b>.","Получить <b>прибыль</b>.",💰
garantir,гарантировать,"Je te <b>garantis</b> ça.","Я тебе это <b>гарантирую</b>.",✅
une trahison,предательство,"C'est une <b>trahison</b>.","Это <b>предательство</b>.",🗡️
plaquer,бросать; прижимать,"Elle l'a <b>plaqué</b>.","Она его <b>бросила</b>.",💔
"extérieur, extérieure",внешний,"Le monde <b>extérieur</b>.","<b>Внешний</b> мир.",🌍
réciter,декламировать,"<b>Récite</b> le poème.","<b>Продекламируй</b> стихотворение.",📜
un labo,лаборатория (разг.),"Je travaille au <b>labo</b>.","Я работаю в <b>лабе</b>.",🔬
célébrer,праздновать,"On va <b>célébrer</b> ton anniversaire.","Мы будем <b>праздновать</b> твой день рождения.",🎉
clairement,ясно,"C'est <b>clairement</b> faux.","Это <b>явно</b> неправда.",💡
un enthousiasme,энтузиазм,"Avec beaucoup d'<b>enthousiasme</b>.","С большим <b>энтузиазмом</b>.",🔥
un légume,овощ,"Mange tes <b>légumes</b>.","Ешь <b>овощи</b>.",🥦
une respiration,дыхание,"Contrôle ta <b>respiration</b>.","Контролируй <b>дыхание</b>.",🌬️
une assemblée,собрание,"L'<b>assemblée</b> générale.","<b>Общее собрание</b>.",👥
un divorce,развод,"Ils demandent le <b>divorce</b>.","Они требуют <b>развод</b>.",💔
un maréchal,маршал,"Le <b>maréchal</b> commande l'armée.","<b>Маршал</b> командует армией.",⭐
ronger,грызть,"Le chien <b>ronge</b> l'os.","Собака <b>грызёт</b> кость.",🦴
imbécile,идиотский; идиот,"Quel <b>imbécile</b> !","Какой <b>идиот</b>!",🙄
suprême,высший,"Le pouvoir <b>suprême</b>.","<b>Высшая</b> власть.",👑
un mélange,смесь,"C'est un <b>mélange</b> de tout.","Это <b>смесь</b> всего.",🎨
une mèche,прядь; фитиль,"Une <b>mèche</b> de cheveux.","<b>Прядь</b> волос.",💇
