French,Russian,ExampleFrench,ExampleRussian,Emoji
"soyeux, soyeuse",шелковистый,"Des cheveux <b>soyeux</b>.","<b>Шелковистые</b> волосы.",✨
une habileté,ловкость,"Avec <b>habileté</b>.","С <b>ловкостью</b>.",🤹
un contre,контрудар,"Un <b>contre</b> rapide.","Быстрая <b>контратака</b>.",⚔️
devancer,опережать,"<b>Devancer</b> ses rivaux.","<b>Опередить</b> соперников.",🏃
onduler,волноваться,"Ses cheveux <b>ondulent</b>.","Её волосы <b>вьются</b>.",💇
une cuiller,ложка,"Une <b>cuiller</b> à soupe.","Столовая <b>ложка</b>.",🥄
intermédiaire,посредник,"Un <b>intermédiaire</b> commercial.","Торговый <b>посредник</b>.",🤝
surnommer,прозывать,"<b>Surnommer</b> quelqu'un.","<b>Прозвать</b> кого-то.",📛
abolir,отменять,"<b>Abolir</b> l'esclavage.","<b>Отменить</b> рабство.",⛓️
"tourné, tournée",повёрнутый,"Le dos <b>tourné</b>.","<b>Повёрнутая</b> спина.",🔄
un politicien,политик,"Un <b>politicien</b> honnête.","Честный <b>политик</b>.",🏛️
sobre,сдержанный,"Un style <b>sobre</b>.","<b>Сдержанный</b> стиль.",🎨
"tardif, tardive",запоздалый,"Un repentir <b>tardif</b>.","<b>Запоздалое</b> раскаяние.",⏰
une antiquité,древность,"Une <b>antiquité</b> grecque.","Греческая <b>древность</b>.",🏛️
une hospitalité,гостеприимство,"Une <b>hospitalité</b> chaleureuse.","Тёплое <b>гостеприимство</b>.",🤗
une fraction,дробь,"Une <b>fraction</b> de seconde.","<b>Доля</b> секунды.",⏱️
une insolence,дерзость,"Quelle <b>insolence</b> !","Какая <b>дерзость</b>!",😤
un cabaret,кабаре,"Un <b>cabaret</b> parisien.","Парижское <b>кабаре</b>.",🎭
un remplaçant,замещающий,"Un <b>remplaçant</b> temporaire.","Временный <b>замещающий</b>.",👤
une tablette,планшет,"Une <b>tablette</b> numérique.","Цифровой <b>планшет</b>.",📱
"voyant, voyante",яркий,"Des couleurs <b>voyantes</b>.","<b>Яркие</b> цвета.",🌈
"parlant, parlante",говорящий,"Un film <b>parlant</b>.","<b>Звуковой</b> фильм.",🎬
"galant, galante",галантный,"Un homme <b>galant</b>.","<b>Галантный</b> мужчина.",🌹
mûrir,созревать,"Les fruits <b>mûrissent</b>.","Фрукты <b>созревают</b>.",🍎
merdique,дерьмовый,"Un film <b>merdique</b>.","<b>Дерьмовый</b> фильм.",💩
une imbécile,дура,"Quelle <b>imbécile</b> !","Какая <b>дура</b>!",🤦‍♀️
une remise,скидка,"Une <b>remise</b> de 20%.","<b>Скидка</b> 20%.",💰
