French,Russian,ExampleFrench,ExampleRussian,Emoji
"ravi, ravie",в восторге,"Je suis <b>ravi</b>.","Я <b>в восторге</b>.",😊
réviser,пересматривать,"<b>Réviser</b> ses leçons.","<b>Повторять</b> уроки.",📚
une algue,водоросль,"Des <b>algues</b> marines.","Морские <b>водоросли</b>.",🌿
soudainement,внезапно,"<b>Soudainement</b>, il partit.","<b>Внезапно</b> он ушёл.",⚡
une gendarmerie,жандармерия,"Aller à la <b>gendarmerie</b>.","Идти в <b>жандармерию</b>.",🚔
daigner,соизволить,"<b>Daigner</b> répondre.","<b>Соизволить</b> ответить.",🙄
une interprétation,интерпретация,"Une <b>interprétation</b> libre.","Свободная <b>интерпретация</b>.",🎭
une distribution,распределение,"La <b>distribution</b> des prix.","<b>Раздача</b> призов.",🏆
une réforme,реформа,"Une <b>réforme</b> du système.","<b>Реформа</b> системы.",📋
"antérieur, antérieure",предыдущий,"La période <b>antérieure</b>.","<b>Предыдущий</b> период.",⏮️
un consul,консул,"Le <b>consul</b> de France.","<b>Консул</b> Франции.",🏛️
"administratif, administrative",административный,"Un document <b>administratif</b>.","<b>Административный</b> документ.",📄
reconduire,провожать,"<b>Reconduire</b> un invité.","<b>Проводить</b> гостя.",🚪
un cube,куб,"Un <b>cube</b> de glace.","<b>Кубик</b> льда.",🧊
un olivier,оливковое дерево,"Un <b>olivier</b> centenaire.","Столетняя <b>олива</b>.",🌳
inerte,инертный,"Un corps <b>inerte</b>.","<b>Безжизненное</b> тело.",😵
cramponner,цепляться,"Se <b>cramponner</b> à la rampe.","<b>Цепляться</b> за перила.",✊
"égyptien, égyptienne",египетский,"L'art <b>égyptien</b>.","<b>Египетское</b> искусство.",🏛️
un attachement,привязанность,"Un <b>attachement</b> profond.","Глубокая <b>привязанность</b>.",❤️
un lycéen,лицеист,"Un jeune <b>lycéen</b>.","Молодой <b>лицеист</b>.",🎓
une émeute,бунт,"Une <b>émeute</b> de rue.","Уличный <b>бунт</b>.",😤
un militant,активист,"Un <b>militant</b> politique.","Политический <b>активист</b>.",✊
