French,Russian,ExampleFrench,ExampleRussian,Emoji
"portugais, portugaise",португальский,"La cuisine <b>portugaise</b>.","<b>Португальская</b> кухня.",🇵🇹
un retraité,пенсионер,"Un <b>retraité</b> actif.","Активный <b>пенсионер</b>.",👴
dealer,торговать наркотиками,"<b>Dealer</b> de la drogue.","<b>Торговать</b> наркотиками.",⚠️
un déporté,депортированный,"Un <b>déporté</b> de guerre.","Военный <b>депортированный</b>.",😔
"dérobé, dérobée",тайный,"Une porte <b>dérobée</b>.","<b>Тайная</b> дверь.",🚪
retaper,ремонтировать,"<b>Retaper</b> une maison.","<b>Ремонтировать</b> дом.",🔧
"enragé, enragée",бешеный,"Un chien <b>enragé</b>.","<b>Бешеная</b> собака.",🐕
"gagnant, gagnante",выигрышный,"Le numéro <b>gagnant</b>.","<b>Выигрышный</b> номер.",🎰
esthétique,эстетический,"Un sens <b>esthétique</b>.","<b>Эстетическое</b> чувство.",🎨
interposer,вставлять,"S'<b>interposer</b> entre deux personnes.","<b>Встать</b> между двумя людьми.",🚶
un monceau,груда,"Un <b>monceau</b> de ruines.","<b>Груда</b> развалин.",🪨
un terminal,терминал,"Le <b>terminal</b> de l'aéroport.","<b>Терминал</b> аэропорта.",✈️
farder,гримировать,"Se <b>farder</b> le visage.","<b>Гримировать</b> лицо.",💄
révolutionnaire,революционер,"Un <b>révolutionnaire</b> convaincu.","Убеждённый <b>революционер</b>.",✊
un trimestre,квартал,"Le premier <b>trimestre</b>.","Первый <b>квартал</b>.",📅
une arène,арена,"L'<b>arène</b> des gladiateurs.","<b>Арена</b> гладиаторов.",🏟️
une réticence,неохота,"Avec <b>réticence</b>.","С <b>неохотой</b>.",😐
universitaire,университетский,"Un diplôme <b>universitaire</b>.","<b>Университетский</b> диплом.",🎓
un cyprès,кипарис,"Un <b>cyprès</b> centenaire.","Столетний <b>кипарис</b>.",🌲
diable,чёрт,"<b>Diable</b> ! Que faire ?","<b>Чёрт</b>! Что делать?",😈
imbiber,пропитывать,"<b>Imbiber</b> d'eau.","<b>Пропитать</b> водой.",💧
inconsciemment,неосознанно,"Agir <b>inconsciemment</b>.","Действовать <b>неосознанно</b>.",🧠
originaire,родом из,"<b>Originaire</b> de Paris.","<b>Родом</b> из Парижа.",📍
