French,Russian,ExampleFrench,ExampleRussian,Emoji
une mêlée,потасовка,"Une <b>mêlée</b> générale.","Общая <b>потасовка</b>.",💥
un ceinturon,ремень,"Un <b>ceinturon</b> militaire.","Военный <b>ремень</b>.",🎖️
une inondation,наводнение,"Une <b>inondation</b> catastrophique.","Катастрофическое <b>наводнение</b>.",🌊
toiser,смерить взглядом,"<b>Toiser</b> quelqu'un.","<b>Смерить</b> кого-то взглядом.",👀
une plombe,час (разг.),"Attendre des <b>plombes</b>.","Ждать целую <b>вечность</b>.",⏰
"continuel, continuelle",непрерывный,"Un bruit <b>continuel</b>.","<b>Непрерывный</b> шум.",🔊
"présidentiel, présidentielle",президентский,"Une élection <b>présidentielle</b>.","<b>Президентские</b> выборы.",🏛️
raffoler,обожать,"<b>Raffoler</b> de chocolat.","<b>Обожать</b> шоколад.",🍫
maculer,пачкать,"<b>Maculer</b> de boue.","<b>Запачкать</b> грязью.",🩸
un grief,обида,"Avoir un <b>grief</b> contre quelqu'un.","Иметь <b>обиду</b> на кого-то.",😤
perfide,коварный,"Un plan <b>perfide</b>.","<b>Коварный</b> план.",🐍
une stupéfaction,оцепенение,"Avec <b>stupéfaction</b>.","В <b>оцепенении</b>.",😲
hourra,ура,"<b>Hourra</b> ! On a gagné !","<b>Ура</b>! Мы победили!",🎉
percuter,врезаться,"<b>Percuter</b> un arbre.","<b>Врезаться</b> в дерево.",🚗
"bienheureux, bienheureuse",блаженный,"Un sourire <b>bienheureux</b>.","<b>Блаженная</b> улыбка.",😇
un tif,волос (разг.),"Avoir de beaux <b>tifs</b>.","Иметь красивые <b>волосы</b>.",💇
un zombie,зомби,"Un film de <b>zombies</b>.","Фильм про <b>зомби</b>.",🧟
"enclin, encline",склонный,"<b>Enclin</b> à la paresse.","<b>Склонный</b> к лени.",😴
engraisser,откармливать,"<b>Engraisser</b> les cochons.","<b>Откармливать</b> свиней.",🐷
un cloître,монастырь,"Le <b>cloître</b> de l'abbaye.","<b>Монастырь</b> аббатства.",⛪
un ignorant,невежда,"Quel <b>ignorant</b> !","Какой <b>невежда</b>!",🤦
corse,корсиканский,"La cuisine <b>corse</b>.","<b>Корсиканская</b> кухня.",🇫🇷
un ravissement,восторг,"Avec <b>ravissement</b>.","С <b>восторгом</b>.",😍
une demi-douzaine,полдюжины,"Une <b>demi-douzaine</b> d'œufs.","<b>Полдюжины</b> яиц.",🥚
rectangulaire,прямоугольный,"Une table <b>rectangulaire</b>.","<b>Прямоугольный</b> стол.",📐
un cornichon,корнишон,"Un <b>cornichon</b> croquant.","Хрустящий <b>корнишон</b>.",🥒
un couvre-feu,комендантский час,"Instaurer le <b>couvre-feu</b>.","Ввести <b>комендантский час</b>.",🌙
une trique,дубина,"Une grosse <b>trique</b>.","Большая <b>дубина</b>.",🪵
"éminent, éminente",выдающийся,"Un <b>éminent</b> scientifique.","<b>Выдающийся</b> учёный.",🔬
parachutiste,парашютист,"Un <b>parachutiste</b> professionnel.","Профессиональный <b>парашютист</b>.",🪂
un bienfaiteur,благодетель,"Un généreux <b>bienfaiteur</b>.","Щедрый <b>благодетель</b>.",🤝
une parenté,родство,"Un lien de <b>parenté</b>.","<b>Родственная</b> связь.",👨‍👩‍👧
inconcevable,немыслимый,"Une idée <b>inconcevable</b>.","<b>Немыслимая</b> идея.",🤯
"apaisant, apaisante",успокаивающий,"Une musique <b>apaisante</b>.","<b>Успокаивающая</b> музыка.",🎵
"nonchalant, nonchalante",небрежный,"Une attitude <b>nonchalante</b>.","<b>Небрежная</b> манера.",😎
toxique,токсичный,"Une substance <b>toxique</b>.","<b>Токсичное</b> вещество.",☠️
"hurlant, hurlante",воющий,"Un vent <b>hurlant</b>.","<b>Воющий</b> ветер.",🌬️
une inconscience,бессознательность,"Quelle <b>inconscience</b> !","Какая <b>бессознательность</b>!",😱
à l'improviste,врасплох,"Arriver <b>à l'improviste</b>.","Приехать <b>врасплох</b>.",😮
posément,спокойно,"Parler <b>posément</b>.","Говорить <b>спокойно</b>.",😌
une bouée,буй,"S'accrocher à une <b>bouée</b>.","Ухватиться за <b>буй</b>.",🛟
une panthère,пантера,"Une <b>panthère</b> noire.","Чёрная <b>пантера</b>.",🐆
décamper,сматываться,"<b>Décamper</b> vite.","Быстро <b>сматываться</b>.",🏃
notoire,общеизвестный,"Un fait <b>notoire</b>.","<b>Общеизвестный</b> факт.",📢
un croisé,крестоносец,"Un <b>croisé</b> du Moyen Âge.","Средневековый <b>крестоносец</b>.",⚔️
un informateur,информатор,"Un <b>informateur</b> fiable.","Надёжный <b>информатор</b>.",🕵️
un fax,факс,"Envoyer un <b>fax</b>.","Отправить <b>факс</b>.",📠
un fief,феод,"Le <b>fief</b> du seigneur.","<b>Феод</b> сеньора.",🏰
un plongeon,прыжок в воду,"Un <b>plongeon</b> élégant.","Элегантный <b>прыжок в воду</b>.",🏊
une côtelette,котлета,"Une <b>côtelette</b> d'agneau.","Баранья <b>котлета</b>.",🥩
"exaltant, exaltante",волнующий,"Une expérience <b>exaltante</b>.","<b>Волнующий</b> опыт.",✨
"conventionnel, conventionnelle",условный,"Un signe <b>conventionnel</b>.","<b>Условный</b> знак.",📝
négligemment,небрежно,"Jeter <b>négligemment</b>.","<b>Небрежно</b> бросить.",🤷
"prometteur, prometteuse",многообещающий,"Un début <b>prometteur</b>.","<b>Многообещающее</b> начало.",⭐
une suie,сажа,"Couvert de <b>suie</b>.","Покрытый <b>сажей</b>.",🏭
"exposé, exposée",выставленный,"Un tableau <b>exposé</b>.","<b>Выставленная</b> картина.",🖼️
franco,прямо,"Parler <b>franco</b>.","Говорить <b>прямо</b>.",💬
"plaintif, plaintive",жалобный,"Un ton <b>plaintif</b>.","<b>Жалобный</b> тон.",😢
sauvagement,дико,"Attaquer <b>sauvagement</b>.","<b>Дико</b> атаковать.",🐺
une brouette,тачка,"Pousser une <b>brouette</b>.","Толкать <b>тачку</b>.",🧹
un handicapé,инвалид,"Un <b>handicapé</b> moteur.","<b>Инвалид</b>-колясочник.",♿
flasque,дряблый,"Des muscles <b>flasques</b>.","<b>Дряблые</b> мышцы.",💪
un venin,яд,"Le <b>venin</b> du serpent.","Змеиный <b>яд</b>.",🐍
une motivation,мотивация,"Une forte <b>motivation</b>.","Сильная <b>мотивация</b>.",💪
draper,драпировать,"<b>Draper</b> une statue.","<b>Драпировать</b> статую.",🗽
prospère,процветающий,"Une entreprise <b>prospère</b>.","<b>Процветающее</b> предприятие.",📈
"supposé, supposée",предполагаемый,"Un crime <b>supposé</b>.","<b>Предполагаемое</b> преступление.",🤔
libraire,книготорговец,"Le <b>libraire</b> du coin.","Местный <b>книготорговец</b>.",📚
une rigole,канавка,"L'eau coule dans la <b>rigole</b>.","Вода течёт по <b>канавке</b>.",💧
brouter,пастись,"Les vaches <b>broutent</b>.","Коровы <b>пасутся</b>.",🐄
culpabiliser,чувствовать вину,"Se <b>culpabiliser</b> pour rien.","<b>Винить себя</b> напрасно.",😔
un larbin,лакей,"Un simple <b>larbin</b>.","Простой <b>лакей</b>.",👤
"bénit, bénite",освящённый,"De l'eau <b>bénite</b>.","<b>Святая</b> вода.",⛪
héréditaire,наследственный,"Une maladie <b>héréditaire</b>.","<b>Наследственная</b> болезнь.",🧬
"illuminé, illuminée",освещённый,"Un visage <b>illuminé</b>.","<b>Озарённое</b> лицо.",✨
un ornement,украшение,"Un <b>ornement</b> de Noël.","Рождественское <b>украшение</b>.",🎄
"écrasant, écrasante",подавляющий,"Une majorité <b>écrasante</b>.","<b>Подавляющее</b> большинство.",📊
amocher,портить,"<b>Amocher</b> la voiture.","<b>Испортить</b> машину.",🚗
chaste,целомудренный,"Une vie <b>chaste</b>.","<b>Целомудренная</b> жизнь.",😇
un catéchisme,катехизис,"Apprendre le <b>catéchisme</b>.","Учить <b>катехизис</b>.",📖
une sensualité,чувственность,"Avec <b>sensualité</b>.","С <b>чувственностью</b>.",💋
une nymphe,нимфа,"Une <b>nymphe</b> des bois.","Лесная <b>нимфа</b>.",🧚
