French,Russian,ExampleFrench,ExampleRussian,Emoji
téléphonique,телефонный,"Un appel <b>téléphonique</b>.","<b>Телефонный</b> звонок.",📞
un cortège,кортеж,"Le <b>cortège</b> nuptial.","Свадебный <b>кортеж</b>.",🚗
favorable,благоприятный,"Une situation <b>favorable</b>.","<b>Благоприятная</b> ситуация.",👍
un magicien,фокусник,"Le <b>magicien</b> fait des tours.","<b>Фокусник</b> показывает трюки.",🎩
un hélicoptère,вертолёт,"L'<b>hélicoptère</b> décolle.","<b>Вертолёт</b> взлетает.",🚁
chialer,реветь (разг.),"Arrête de <b>chialer</b>.","Хватит <b>реветь</b>.",😭
un faubourg,пригород,"Les <b>faubourgs</b> de Paris.","<b>Пригороды</b> Парижа.",🏘️
scolaire,школьный,"L'année <b>scolaire</b>.","<b>Учебный</b> год.",🏫
un cil,ресница,"Battre des <b>cils</b>.","Хлопать <b>ресницами</b>.",👁️
un cafard,таракан; хандра,"Avoir le <b>cafard</b>.","Быть в <b>хандре</b>.",🪳
une évasion,побег,"Une <b>évasion</b> de prison.","<b>Побег</b> из тюрьмы.",🏃
commode,удобный,"C'est très <b>commode</b>.","Это очень <b>удобно</b>.",👌
une clientèle,клиентура,"Fidéliser la <b>clientèle</b>.","Удержать <b>клиентуру</b>.",👥
un testament,завещание,"Rédiger un <b>testament</b>.","Составить <b>завещание</b>.",📜
insinuer,намекать,"Qu'<b>insinues</b>-tu ?","На что ты <b>намекаешь</b>?",🤔
une cruauté,жестокость,"Une <b>cruauté</b> inouïe.","Неслыханная <b>жестокость</b>.",😠
un crabe,краб,"Pêcher des <b>crabes</b>.","Ловить <b>крабов</b>.",🦀
un règne,царствование,"Le <b>règne</b> du roi.","<b>Царствование</b> короля.",👑
manipuler,манипулировать,"<b>Manipuler</b> quelqu'un.","<b>Манипулировать</b> кем-то.",🎭
un bijou,украшение,"Un <b>bijou</b> précieux.","Драгоценное <b>украшение</b>.",💎
remporter,выигрывать,"<b>Remporter</b> la victoire.","<b>Одержать</b> победу.",🏆
sitôt,тотчас,"<b>Sitôt</b> dit, sitôt fait.","Сказано — <b>сделано</b>.",⚡
une académie,академия,"L'<b>Académie</b> française.","Французская <b>академия</b>.",🎓
un gémissement,стон,"Un <b>gémissement</b> de douleur.","<b>Стон</b> боли.",😩
un croissant,круассан,"Un <b>croissant</b> au beurre.","<b>Круассан</b> с маслом.",🥐
naviguer,плавать; навигировать,"<b>Naviguer</b> sur Internet.","<b>Сёрфить</b> в Интернете.",🧭
critique,критический,"Une situation <b>critique</b>.","<b>Критическая</b> ситуация.",⚠️
ignoble,подлый,"Un acte <b>ignoble</b>.","<b>Подлый</b> поступок.",😤
refroidir,охлаждать,"<b>Refroidis</b> le moteur.","<b>Охлади</b> мотор.",❄️
un fracas,грохот,"Un <b>fracas</b> de tonnerre.","<b>Грохот</b> грома.",💥
capter,улавливать,"<b>Capter</b> le signal.","<b>Поймать</b> сигнал.",📡
un rempart,крепостная стена,"Les <b>remparts</b> de la ville.","<b>Крепостные стены</b> города.",🏰
après-demain,послезавтра,"On se voit <b>après-demain</b>.","Увидимся <b>послезавтра</b>.",📅
un ralenti,замедление,"Au <b>ralenti</b>.","В <b>замедленном</b> темпе.",🎬
une fusée,ракета,"Lancer une <b>fusée</b>.","Запустить <b>ракету</b>.",🚀
attentivement,внимательно,"Écoute <b>attentivement</b>.","Слушай <b>внимательно</b>.",👂
un pépé,дедуля (разг.),"Mon <b>pépé</b> adoré.","Мой любимый <b>дедуля</b>.",👴
un cinglé,псих (разг.),"C'est un <b>cinglé</b>.","Он <b>псих</b>.",🤪
"peint, peinte",нарисованный,"Un tableau <b>peint</b> à l'huile.","Картина, <b>написанная</b> маслом.",🎨
convertir,обращать; конвертировать,"<b>Convertir</b> les devises.","<b>Конвертировать</b> валюту.",💱
une obsession,одержимость,"C'est une <b>obsession</b>.","Это <b>одержимость</b>.",🧠
un bronze,бронза,"Une médaille de <b>bronze</b>.","<b>Бронзовая</b> медаль.",🥉
un tiers,треть,"Un <b>tiers</b> du gâteau.","<b>Треть</b> торта.",🍰
une banane,банан,"Une <b>banane</b> mûre.","Спелый <b>банан</b>.",🍌
une étagère,полка,"Une <b>étagère</b> de livres.","Книжная <b>полка</b>.",📚
célibataire,холостой,"Il est <b>célibataire</b>.","Он <b>холостой</b>.",💍
un notaire,нотариус,"Signer chez le <b>notaire</b>.","Подписать у <b>нотариуса</b>.",📝
un souhait,пожелание,"Mes meilleurs <b>souhaits</b>.","Мои лучшие <b>пожелания</b>.",🌟
une cire,воск,"La <b>cire</b> d'abeille.","Пчелиный <b>воск</b>.",🐝
une lenteur,медлительность,"Avec <b>lenteur</b>.","С <b>медлительностью</b>.",🐢
dramatique,драматический,"Une situation <b>dramatique</b>.","<b>Драматическая</b> ситуация.",🎭
foirer,провалиться (разг.),"Le plan a <b>foiré</b>.","План <b>провалился</b>.",😬
un gilet,жилет,"Un <b>gilet</b> de sauvetage.","Спасательный <b>жилет</b>.",🦺
une caravane,караван; прицеп,"Une <b>caravane</b> de chameaux.","<b>Караван</b> верблюдов.",🐫
renaître,возрождаться,"<b>Renaître</b> de ses cendres.","<b>Возродиться</b> из пепла.",🔥
un lard,сало,"Du <b>lard</b> fumé.","Копчёное <b>сало</b>.",🥓
freiner,тормозить,"<b>Freine</b> doucement.","<b>Тормози</b> плавно.",🚗
renier,отрекаться,"<b>Renier</b> sa foi.","<b>Отречься</b> от веры.",🙅
réconcilier,примирять,"<b>Réconcilier</b> les ennemis.","<b>Примирить</b> врагов.",🤝
"croisé, croisée",скрещённый,"Les bras <b>croisés</b>.","<b>Скрещённые</b> руки.",🙅
un chômage,безработица,"Être au <b>chômage</b>.","Быть на <b>безработице</b>.",📉
un manège,карусель,"Le <b>manège</b> tourne.","<b>Карусель</b> крутится.",🎠
une pureté,чистота,"La <b>pureté</b> de l'eau.","<b>Чистота</b> воды.",💧
un pou,вошь,"Avoir des <b>poux</b>.","Иметь <b>вшей</b>.",🐛
une perruque,парик,"Porter une <b>perruque</b>.","Носить <b>парик</b>.",💇
une grenouille,лягушка,"Une <b>grenouille</b> verte.","Зелёная <b>лягушка</b>.",🐸
une torche,факел,"Allumer une <b>torche</b>.","Зажечь <b>факел</b>.",🔦
un pacte,пакт,"Signer un <b>pacte</b>.","Подписать <b>пакт</b>.",📜
valable,действительный,"Un billet <b>valable</b>.","<b>Действительный</b> билет.",✅
caler,заглохнуть; подпереть,"Le moteur a <b>calé</b>.","Мотор <b>заглох</b>.",🚗
une dépression,депрессия,"Souffrir de <b>dépression</b>.","Страдать от <b>депрессии</b>.",😔
un billard,бильярд,"Jouer au <b>billard</b>.","Играть в <b>бильярд</b>.",🎱
une décoration,украшение,"La <b>décoration</b> de Noël.","Новогодние <b>украшения</b>.",🎄
commenter,комментировать,"<b>Commenter</b> les résultats.","<b>Комментировать</b> результаты.",💬
un supermarché,супермаркет,"Faire ses courses au <b>supermarché</b>.","Покупать в <b>супермаркете</b>.",🛒
un boucher,мясник,"Le <b>boucher</b> du quartier.","<b>Мясник</b> района.",🥩
un plâtre,гипс,"Avoir un <b>plâtre</b>.","Ходить в <b>гипсе</b>.",🏥
un avertissement,предупреждение,"Un <b>avertissement</b> sérieux.","Серьёзное <b>предупреждение</b>.",⚠️
courber,сгибать,"<b>Courber</b> le dos.","<b>Согнуть</b> спину.",🙇
un coma,кома,"Tomber dans le <b>coma</b>.","Впасть в <b>кому</b>.",🏥
faufiler,пробираться,"Se <b>faufiler</b> dans la foule.","<b>Пробираться</b> сквозь толпу.",🚶
un reportage,репортаж,"Un <b>reportage</b> télévisé.","Телевизионный <b>репортаж</b>.",📺
kidnapper,похищать,"<b>Kidnapper</b> un enfant.","<b>Похитить</b> ребёнка.",👤
un condamné,осуждённый,"Un <b>condamné</b> à mort.","<b>Приговорённый</b> к смерти.",⛓️
un décès,кончина,"Annoncer un <b>décès</b>.","Объявить о <b>кончине</b>.",🕯️
piloter,пилотировать,"<b>Piloter</b> un avion.","<b>Пилотировать</b> самолёт.",✈️
embarrasser,смущать,"Ça m'<b>embarrasse</b>.","Это меня <b>смущает</b>.",😳
un berceau,колыбель,"Le <b>berceau</b> du bébé.","<b>Колыбель</b> малыша.",🛏️
infliger,наносить,"<b>Infliger</b> une défaite.","<b>Нанести</b> поражение.",💢
"têtu, têtue",упрямый,"Il est <b>têtu</b>.","Он <b>упрямый</b>.",🐴
une fusillade,перестрелка,"Une <b>fusillade</b> éclate.","Началась <b>перестрелка</b>.",🔫
peiner,огорчать; трудиться,"Ça me <b>peine</b>.","Это меня <b>огорчает</b>.",😢
"gêné, gênée",смущённый,"Je suis <b>gêné</b>.","Мне <b>неловко</b>.",😊
un chevet,изголовье,"Un livre de <b>chevet</b>.","Настольная книга.",📖
rafraîchir,освежать,"<b>Rafraîchis</b>-toi.","<b>Освежись</b>.",❄️
