French,Russian,ExampleFrench,ExampleRussian,Emoji
un tatouage,татуировка,"Un <b>tatouage</b> sur le bras.","<b>Татуировка</b> на руке.",💉
un peloton,взвод,"Un <b>peloton</b> d'exécution.","Расстрельный <b>взвод</b>.",🪖
une lanterne,фонарь,"La lumière de la <b>lanterne</b>.","Свет <b>фонаря</b>.",🏮
une trêve,перемирие,"Une <b>trêve</b> de Noël.","Рождественское <b>перемирие</b>.",🕊️
une permanence,дежурство,"Être de <b>permanence</b>.","Быть на <b>дежурстве</b>.",📞
complexe,сложный,"Un problème <b>complexe</b>.","<b>Сложная</b> проблема.",🧩
un gibier,дичь,"Chasser le <b>gibier</b>.","Охотиться на <b>дичь</b>.",🦌
flairer,чуять,"Le chien <b>flaire</b> la piste.","Собака <b>чует</b> след.",🐕
tracasser,беспокоить,"Ça me <b>tracasse</b>.","Это меня <b>беспокоит</b>.",😟
"rassurant, rassurante",успокаивающий,"Un ton <b>rassurant</b>.","<b>Успокаивающий</b> тон.",😌
épanouir,расцветать,"S'<b>épanouir</b> au travail.","<b>Расцветать</b> на работе.",🌸
un apprenti,ученик,"Un <b>apprenti</b> boulanger.","<b>Ученик</b> пекаря.",👨‍🍳
quasi,почти,"<b>Quasi</b> impossible.","<b>Почти</b> невозможно.",🤏
un pourboire,чаевые,"Laisser un <b>pourboire</b>.","Оставить <b>чаевые</b>.",💵
une moquette,ковролин,"Une <b>moquette</b> épaisse.","Толстый <b>ковролин</b>.",🧶
masser,массировать,"<b>Masser</b> les épaules.","<b>Массировать</b> плечи.",💆
un artifice,фейерверк,"Un feu d'<b>artifice</b>.","<b>Фейерверк</b>.",🎆
tabasser,избивать (разг.),"Se faire <b>tabasser</b>.","Быть <b>избитым</b>.",👊
grotesque,гротескный,"Une situation <b>grotesque</b>.","<b>Гротескная</b> ситуация.",🎭
une élite,элита,"L'<b>élite</b> de la société.","<b>Элита</b> общества.",🏆
une négociation,переговоры,"Des <b>négociations</b> de paix.","Мирные <b>переговоры</b>.",🤝
un horaire,расписание,"L'<b>horaire</b> des trains.","<b>Расписание</b> поездов.",🚂
bâiller,зевать,"<b>Bâiller</b> de fatigue.","<b>Зевать</b> от усталости.",🥱
advenir,случаться,"Quoi qu'il <b>advienne</b>.","Что бы ни <b>случилось</b>.",🔮
un mégot,окурок,"Un <b>mégot</b> de cigarette.","<b>Окурок</b> сигареты.",🚬
une sensibilité,чувствительность,"Une grande <b>sensibilité</b>.","Большая <b>чувствительность</b>.",❤️
perturber,нарушать,"<b>Perturber</b> l'ordre.","<b>Нарушить</b> порядок.",😵
suer,потеть,"<b>Suer</b> à grosses gouttes.","<b>Потеть</b> крупными каплями.",💦
"couvert, couverte",покрытый,"<b>Couvert</b> de neige.","<b>Покрытый</b> снегом.",❄️
un débris,обломок,"Des <b>débris</b> de verre.","<b>Осколки</b> стекла.",🔨
un cendrier,пепельница,"Vider le <b>cendrier</b>.","Опорожнить <b>пепельницу</b>.",🚬
un toucher,прикосновение,"Un <b>toucher</b> délicat.","Нежное <b>прикосновение</b>.",✋
morne,мрачный,"Un jour <b>morne</b>.","<b>Мрачный</b> день.",☁️
incarner,воплощать,"<b>Incarner</b> un personnage.","<b>Воплотить</b> персонажа.",🎭
un écureuil,белка,"Un <b>écureuil</b> roux.","Рыжая <b>белка</b>.",🐿️
un ballet,балет,"Un <b>ballet</b> classique.","Классический <b>балет</b>.",🩰
un pressentiment,предчувствие,"Un mauvais <b>pressentiment</b>.","Плохое <b>предчувствие</b>.",😰
"avancé, avancée",продвинутый,"Un niveau <b>avancé</b>.","<b>Продвинутый</b> уровень.",📈
un jardinier,садовник,"Le <b>jardinier</b> taille les roses.","<b>Садовник</b> подрезает розы.",👨‍🌾
un cierge,свеча церковная,"Allumer un <b>cierge</b>.","Зажечь <b>свечу</b>.",🕯️
une jardinière,садовница,"Elle est <b>jardinière</b>.","Она <b>садовница</b>.",👩‍🌾
un relief,рельеф,"Le <b>relief</b> du terrain.","<b>Рельеф</b> местности.",🏔️
flamber,пылать,"Le feu <b>flambe</b>.","Огонь <b>пылает</b>.",🔥
une rentrée,начало учебного года,"La <b>rentrée</b> scolaire.","Начало <b>учебного года</b>.",🎒
une résolution,решимость,"Prendre une <b>résolution</b>.","Принять <b>решение</b>.",💪
flinguer,пристрелить (разг.),"<b>Flinguer</b> quelqu'un.","<b>Пристрелить</b> кого-то.",🔫
une épine,колючка,"Une <b>épine</b> de rose.","<b>Шип</b> розы.",🌹
sur-le-champ,немедленно,"Partir <b>sur-le-champ</b>.","Уйти <b>немедленно</b>.",⚡
un palmier,пальма,"Un <b>palmier</b> tropical.","Тропическая <b>пальма</b>.",🌴
une hostilité,враждебность,"Avec <b>hostilité</b>.","С <b>враждебностью</b>.",😠
une inspection,инспекция,"Une <b>inspection</b> de routine.","Плановая <b>проверка</b>.",🔍
