French,Russian,ExampleFrench,ExampleRussian,Emoji
une courroie,ремень,"La <b>courroie</b> de transmission.","Приводной <b>ремень</b>.",🔧
aux aguets,настороже,"Être <b>aux aguets</b>.","Быть <b>настороже</b>.",👀
un poulailler,курятник,"Les poules dans le <b>poulailler</b>.","Куры в <b>курятнике</b>.",🐔
une roulotte,фургон,"Une <b>roulotte</b> de gitans.","Цыганский <b>фургон</b>.",🚐
un déroulement,ход,"Le <b>déroulement</b> des événements.","<b>Ход</b> событий.",📋
profaner,осквернять,"<b>Profaner</b> une tombe.","<b>Осквернить</b> могилу.",⚠️
"agaçant, agaçante",раздражающий,"Un bruit <b>agaçant</b>.","<b>Раздражающий</b> шум.",😤
"significatif, significative",значительный,"Un progrès <b>significatif</b>.","<b>Значительный</b> прогресс.",📊
un zizi,пиписька (детск.),"Le <b>zizi</b> du bébé.","<b>Пиписька</b> малыша.",👶
une gaîté,весёлость,"Avec <b>gaîté</b>.","С <b>весёлостью</b>.",😄
un cobra,кобра,"Un <b>cobra</b> venimeux.","Ядовитая <b>кобра</b>.",🐍
un ventilateur,вентилятор,"Allumer le <b>ventilateur</b>.","Включить <b>вентилятор</b>.",🌀
catégorique,категоричный,"Un refus <b>catégorique</b>.","<b>Категоричный</b> отказ.",🚫
emmêler,запутывать,"<b>Emmêler</b> les fils.","<b>Запутать</b> нитки.",🧵
enthousiasmer,воодушевлять,"<b>Enthousiasmer</b> la foule.","<b>Воодушевить</b> толпу.",🎉
un ingrat,неблагодарный,"Quel <b>ingrat</b> !","Какой <b>неблагодарный</b>!",😤
une bourrasque,порыв ветра,"Une <b>bourrasque</b> de neige.","<b>Порыв</b> снежного ветра.",🌬️
polluer,загрязнять,"<b>Polluer</b> la rivière.","<b>Загрязнять</b> реку.",🏭
un foetus,плод,"Un <b>fœtus</b> en développement.","Развивающийся <b>плод</b>.",🤰
un standard,стандарт,"Un <b>standard</b> de qualité.","<b>Стандарт</b> качества.",📏
brasser,перемешивать,"<b>Brasser</b> la bière.","<b>Варить</b> пиво.",🍺
un antan,былое,"D'<b>antan</b>.","<b>Былых</b> времён.",⏳
une devinette,загадка,"Poser une <b>devinette</b>.","Загадать <b>загадку</b>.",❓
une ornière,колея,"Sortir de l'<b>ornière</b>.","Выбраться из <b>колеи</b>.",🛤️
un cerne,круг под глазами,"Des <b>cernes</b> sous les yeux.","<b>Круги</b> под глазами.",😴
chouette,здорово,"<b>Chouette</b> alors !","<b>Здорово</b>!",👍
entretuer,убивать друг друга,"S'<b>entretuer</b> pour rien.","<b>Убивать друг друга</b> из-за пустяка.",⚔️
une amarre,причальный канат,"Larguer les <b>amarres</b>.","Отдать <b>швартовы</b>.",⚓
"chagrin, chagrine",печальный,"Un air <b>chagrin</b>.","<b>Печальный</b> вид.",😢
garagiste,автомеханик,"Le <b>garagiste</b> répare la voiture.","<b>Автомеханик</b> чинит машину.",🔧
"ponctuel, ponctuelle",пунктуальный,"Il est très <b>ponctuel</b>.","Он очень <b>пунктуальный</b>.",⏰
un aveuglement,ослепление,"Un <b>aveuglement</b> total.","Полное <b>ослепление</b>.",🙈
une infraction,нарушение,"Une <b>infraction</b> au code.","<b>Нарушение</b> кодекса.",⚠️
une théologie,богословие,"Étudier la <b>théologie</b>.","Изучать <b>богословие</b>.",📖
alchimiste,алхимик,"Un <b>alchimiste</b> médiéval.","Средневековый <b>алхимик</b>.",⚗️
ensuivre,следовать,"Il s'<b>ensuit</b> que...","Из этого <b>следует</b>, что...",➡️
translucide,полупрозрачный,"Un verre <b>translucide</b>.","<b>Полупрозрачное</b> стекло.",🪟
une bave,слюна,"La <b>bave</b> du chien.","<b>Слюна</b> собаки.",🐕
