French,Russian,ExampleFrench,ExampleRussian,Emoji
doucement,тихо; медленно,"Parle <b>doucement</b>, le bébé dort.","Говори <b>тихо</b>, малыш спит.",🤫
serrer,сжимать; обнимать,"Il m'a <b>serré</b> la main.","Он <b>пожал</b> мне руку.",🤝
"fort, forte","сильный, -ая","Il est très <b>fort</b> en mathématiques.","Он очень <b>силён</b> в математике.",💪
ajouter,добавлять,"J'ai <b>ajouté</b> du sucre dans mon café.","Я <b>добавил</b> сахар в кофе.",➕
impossible,невозможный,"C'est <b>impossible</b> de finir ça aujourd'hui.","<b>Невозможно</b> закончить это сегодня.",🚫
glisser,скользить,"J'ai <b>glissé</b> sur la glace.","Я <b>поскользнулся</b> на льду.",🧊
lorsque,когда (в тексте),"<b>Lorsque</b> j'étais jeune, j'habitais à Paris.","<b>Когда</b> я был молодым, я жил в Париже.",⏰
un bonheur,счастье,"Le <b>bonheur</b> est dans les petites choses.","<b>Счастье</b> — в мелочах.",😊
rejoindre,присоединяться; встречаться,"Je te <b>rejoins</b> au café dans dix minutes.","Я <b>присоединюсь</b> к тебе в кафе через десять минут.",🤝
"droit, droite","прямой; правый","Tourne à <b>droite</b> au prochain feu.","Поверни <b>направо</b> на следующем светофоре.",➡️
cesser,прекращать,"<b>Cesse</b> de te plaindre !","<b>Перестань</b> жаловаться!",🛑
"vivant, vivante",живой,"Il est encore <b>vivant</b>.","Он ещё <b>жив</b>.",💚
un propos,слово; замечание,"À <b>propos</b>, tu as vu Marie ?","<b>Кстати</b>, ты видел Мари?",💬
un groupe,группа,"Je fais partie d'un <b>groupe</b> de musique.","Я участвую в музыкальной <b>группе</b>.",👥
une lèvre,губа,"Elle a les <b>lèvres</b> rouges.","У неё красные <b>губы</b>.",👄
"doux, douce","мягкий; нежный; сладкий","Cette couverture est très <b>douce</b>.","Это одеяло очень <b>мягкое</b>.",🧸
lancer,бросать; запускать,"Il a <b>lancé</b> la balle très loin.","Он <b>бросил</b> мяч очень далеко.",⚾
une balle,мяч; пуля,"Le chien court après la <b>balle</b>.","Собака бежит за <b>мячом</b>.",⚽
une scène,сцена,"L'acteur est monté sur <b>scène</b>.","Актёр вышел на <b>сцену</b>.",🎭
une vue,вид; зрение,"La <b>vue</b> de ma fenêtre est magnifique.","<b>Вид</b> из моего окна великолепный.",👁️
un jardin,сад,"Mon <b>jardin</b> est plein de fleurs.","Мой <b>сад</b> полон цветов.",🌻
parmi,среди,"<b>Parmi</b> tous les candidats, il est le meilleur.","<b>Среди</b> всех кандидатов он лучший.",👥
échapper,ускользать; избегать,"Le voleur a <b>échappé</b> à la police.","Вор <b>скрылся</b> от полиции.",🏃
une robe,платье,"Elle porte une belle <b>robe</b> bleue.","На ней красивое синее <b>платье</b>.",👗
sûrement,наверняка; точно,"Il viendra <b>sûrement</b> demain.","Он <b>точно</b> придёт завтра.",✅
un peuple,народ,"Le <b>peuple</b> québécois est accueillant.","Квебекский <b>народ</b> гостеприимный.",👥
un avis,мнение,"À mon <b>avis</b>, c'est une bonne idée.","По моему <b>мнению</b>, это хорошая идея.",💭
un être,существо,"L'<b>être</b> humain est complexe.","Человеческое <b>существо</b> сложно.",👤
"humain, humaine",человеческий,"C'est une réaction <b>humaine</b>.","Это <b>человеческая</b> реакция.",🧑
tranquille,спокойный,"C'est un quartier très <b>tranquille</b>.","Это очень <b>спокойный</b> район.",😌
un intérieur,внутренность; интерьер,"L'<b>intérieur</b> de la maison est moderne.","<b>Интерьер</b> дома современный.",🏠
un sentiment,чувство,"C'est un <b>sentiment</b> étrange.","Это странное <b>чувство</b>.",❤️
un avion,самолёт,"L'<b>avion</b> décolle dans une heure.","<b>Самолёт</b> взлетает через час.",✈️
un chat,кот; кошка,"Mon <b>chat</b> dort toute la journée.","Мой <b>кот</b> спит весь день.",🐱
brûler,гореть; жечь,"J'ai <b>brûlé</b> le dîner.","Я <b>сжёг</b> ужин.",🔥
une odeur,запах,"Il y a une <b>odeur</b> bizarre ici.","Здесь странный <b>запах</b>.",👃
un camp,лагерь,"Les enfants vont au <b>camp</b> d'été.","Дети едут в летний <b>лагерь</b>.",⛺
un bateau,корабль; лодка,"Le <b>bateau</b> traverse le fleuve Saint-Laurent.","<b>Корабль</b> пересекает реку Святого Лаврентия.",⛵
un sourire,улыбка,"Son <b>sourire</b> est contagieux.","Его <b>улыбка</b> заразительна.",😊
une garde,охрана; стража,"La <b>garde</b> surveille l'entrée.","<b>Охрана</b> следит за входом.",💂
installer,устанавливать; устраивать,"Je vais <b>installer</b> le nouveau logiciel.","Я <b>установлю</b> новую программу.",🔧
une situation,ситуация,"C'est une <b>situation</b> difficile.","Это сложная <b>ситуация</b>.",📊
protéger,защищать,"Je veux <b>protéger</b> ma famille.","Я хочу <b>защитить</b> свою семью.",🛡️
une faim,голод,"J'ai une <b>faim</b> de loup.","У меня волчий <b>голод</b>.",🍽️
prévenir,предупреждать,"<b>Préviens</b>-moi si tu es en retard.","<b>Предупреди</b> меня, если опоздаешь.",⚠️
une cuisine,кухня,"Ma <b>cuisine</b> est petite mais fonctionnelle.","Моя <b>кухня</b> маленькая, но функциональная.",👨‍🍳
une boîte,коробка; банка,"J'ai acheté une <b>boîte</b> de conserve.","Я купил <b>банку</b> консервов.",📦
remonter,подниматься обратно,"<b>Remonte</b> dans ta chambre.","<b>Поднимись</b> обратно в свою комнату.",⬆️
un exemple,пример,"Donne-moi un <b>exemple</b>.","Приведи мне <b>пример</b>.",📝
une manière,способ; манера,"De toute <b>manière</b>, je viendrai.","В любом <b>случае</b> я приду.",🔄
couvrir,покрывать,"La neige <b>couvre</b> tout le paysage.","Снег <b>покрывает</b> весь пейзаж.",❄️
"ancien, ancienne","древний; бывший","C'est une <b>ancienne</b> église.","Это <b>старинная</b> церковь.",🏛️
réfléchir,размышлять,"Laisse-moi <b>réfléchir</b> un moment.","Дай мне <b>подумать</b> минуту.",🤔
un bonsoir,добрый вечер,"<b>Bonsoir</b>, comment allez-vous ?","<b>Добрый вечер</b>, как поживаете?",🌙
remarquer,замечать,"J'ai <b>remarqué</b> que tu étais fatigué.","Я <b>заметил</b>, что ты устал.",👀
une joie,радость,"C'est une grande <b>joie</b> de te revoir.","Это большая <b>радость</b> — снова тебя видеть.",😊
"entier, entière","целый, -ая","J'ai mangé la pizza <b>entière</b>.","Я съел <b>целую</b> пиццу.",🍕
charger,заряжать; грузить,"Je dois <b>charger</b> mon téléphone.","Мне нужно <b>зарядить</b> телефон.",🔋
simplement,просто,"<b>Simplement</b>, dis-moi la vérité.","<b>Просто</b> скажи мне правду.",✅
malgré,несмотря на,"<b>Malgré</b> le froid, je suis sorti.","<b>Несмотря на</b> холод, я вышел.",💪
triste,грустный,"Je suis <b>triste</b> de partir.","Мне <b>грустно</b> уезжать.",😢
accompagner,сопровождать,"Je vais t'<b>accompagner</b> à la gare.","Я тебя <b>провожу</b> на вокзал.",🚶
attention,внимание (восклицание),"<b>Attention</b>, la route est glissante !","<b>Осторожно</b>, дорога скользкая!",⚠️
tendre,протягивать; нежный,"Il m'a <b>tendu</b> la main.","Он <b>протянул</b> мне руку.",🤲
une cour,двор; суд,"Les enfants jouent dans la <b>cour</b>.","Дети играют во <b>дворе</b>.",🏠
inviter,приглашать,"Je t'<b>invite</b> à ma fête d'anniversaire.","Я тебя <b>приглашаю</b> на мой день рождения.",💌
rouler,катиться; ехать,"On <b>roule</b> vers Québec.","Мы <b>едем</b> в Квебек.",🚗
un hôpital,больница,"Il est à l'<b>hôpital</b> depuis hier.","Он в <b>больнице</b> со вчерашнего дня.",🏥
pardonner,прощать,"Je te <b>pardonne</b>.","Я тебя <b>прощаю</b>.",🙏
"normal, normale","нормальный, -ая","C'est tout à fait <b>normal</b>.","Это совершенно <b>нормально</b>.",✅
retenir,удерживать; запоминать,"Je n'arrive pas à <b>retenir</b> ce mot.","Я не могу <b>запомнить</b> это слово.",🧠
un secret,секрет,"C'est un <b>secret</b> entre nous.","Это <b>секрет</b> между нами.",🤫
un ennemi,враг,"Il n'a pas d'<b>ennemis</b>.","У него нет <b>врагов</b>.",⚔️
arranger,устраивать; улаживать,"On va <b>arranger</b> ça.","Мы это <b>уладим</b>.",🔧
risquer,рисковать,"Tu <b>risques</b> de tomber malade.","Ты <b>рискуешь</b> заболеть.",⚠️
un client,клиент,"Le <b>client</b> est roi.","<b>Клиент</b> — король.",🤝
un prince,принц,"Le <b>prince</b> vit dans un château.","<b>Принц</b> живёт в замке.",🤴
bizarre,странный,"C'est <b>bizarre</b> qu'il ne réponde pas.","<b>Странно</b>, что он не отвечает.",🤔
une visite,визит; посещение,"J'ai une <b>visite</b> chez le médecin.","У меня <b>визит</b> к врачу.",🏥
"mort, morte",мёртвый,"La batterie de mon téléphone est <b>morte</b>.","Батарея моего телефона <b>сдохла</b>.",💀
un courant,течение; ток,"Il y a un <b>courant</b> d'air ici.","Здесь <b>сквозняк</b>.",💨
détester,ненавидеть,"Je <b>déteste</b> le froid.","Я <b>ненавижу</b> холод.",😤
sauf,кроме; за исключением,"Tout le monde est venu <b>sauf</b> lui.","Все пришли, <b>кроме</b> него.",🚫
tenter,пытаться; искушать,"Je vais <b>tenter</b> ma chance.","Я <b>попытаю</b> удачу.",🎯
une réponse,ответ,"J'attends ta <b>réponse</b>.","Жду твой <b>ответ</b>.",💬
obliger,обязывать,"Je suis <b>obligé</b> de partir.","Я <b>обязан</b> уйти.",📋
un trou,дыра,"Il y a un <b>trou</b> dans mon pantalon.","В моих штанах <b>дыра</b>.",🕳️
un mouvement,движение,"Il a fait un <b>mouvement</b> brusque.","Он сделал резкое <b>движение</b>.",🏃
supposer,предполагать,"Je <b>suppose</b> que tu as raison.","<b>Полагаю</b>, ты прав.",🤔
"nu, nue",голый,"Il marche pieds <b>nus</b>.","Он ходит <b>босиком</b>.",🦶
au-dessus,наверху; над,"L'avion vole <b>au-dessus</b> des nuages.","Самолёт летит <b>над</b> облаками.",⬆️
gauche,левый; левая сторона,"Tourne à <b>gauche</b> après le pont.","Поверни <b>налево</b> после моста.",⬅️
une église,церковь,"Il y a une belle <b>église</b> dans le Vieux-Québec.","В Старом Квебеке есть красивая <b>церковь</b>.",⛪
éviter,избегать,"J'<b>évite</b> de sortir quand il fait froid.","Я <b>избегаю</b> выходить, когда холодно.",🚫
détruire,разрушать,"Le feu a <b>détruit</b> la maison.","Огонь <b>уничтожил</b> дом.",🔥
une époque,эпоха,"À cette <b>époque</b>, je vivais à Paris.","В ту <b>эпоху</b> я жил в Париже.",📜
un million,миллион,"Il a gagné un <b>million</b> de dollars.","Он выиграл <b>миллион</b> долларов.",💰
un vin,вино,"J'aime le <b>vin</b> rouge.","Я люблю красное <b>вино</b>.",🍷
filer,мчаться; уходить (разг.),"Je dois <b>filer</b>, je suis en retard.","Мне надо <b>бежать</b>, я опаздываю.",🏃
"chaud, chaude",горячий; тёплый,"Le café est trop <b>chaud</b>.","Кофе слишком <b>горячий</b>.",🔥
