French,Russian,ExampleFrench,ExampleRussian,Emoji
un ivrogne,пьяница,"C'est un <b>ivrogne</b>.","Он <b>пьяница</b>.",🍺
un climat,климат,"Le <b>climat</b> tropical.","Тропический <b>климат</b>.",🌴
stopper,останавливать,"<b>Stoppe</b> la machine.","<b>Останови</b> машину.",🛑
un slip,трусы,"Mets ton <b>slip</b>.","Надень <b>трусы</b>.",🩲
une élégance,элегантность,"Avec <b>élégance</b>.","С <b>элегантностью</b>.",✨
un pyjama,пижама,"Mets ton <b>pyjama</b>.","Надень <b>пижаму</b>.",🛏️
"luisant, luisante",блестящий,"Des yeux <b>luisants</b>.","<b>Блестящие</b> глаза.",✨
un gage,залог,"En <b>gage</b> d'amour.","В <b>залог</b> любви.",💍
une majorité,большинство,"La <b>majorité</b> des gens.","<b>Большинство</b> людей.",👥
détenir,удерживать; владеть,"<b>Détenir</b> un record.","<b>Держать</b> рекорд.",🏆
un bracelet,браслет,"Un <b>bracelet</b> en or.","Золотой <b>браслет</b>.",📿
un psy,психолог (разг.),"Je vois un <b>psy</b>.","Я хожу к <b>психологу</b>.",🧠
une durée,длительность,"La <b>durée</b> du film.","<b>Продолжительность</b> фильма.",⏱️
"allié, alliée",союзный,"Un pays <b>allié</b>.","<b>Союзная</b> страна.",🤝
un clan,клан,"Le <b>clan</b> familial.","Семейный <b>клан</b>.",👨‍👩‍👧‍👦
souligner,подчёркивать,"<b>Souligne</b> le mot.","<b>Подчеркни</b> слово.",📝
illuminer,освещать,"Le soleil <b>illumine</b> la pièce.","Солнце <b>освещает</b> комнату.",☀️
un nazi,нацист,"Un régime <b>nazi</b>.","<b>Нацистский</b> режим.",⚠️
retentir,греметь; звучать,"Un cri <b>retentit</b>.","<b>Раздался</b> крик.",📢
un abîme,бездна,"Au bord de l'<b>abîme</b>.","На краю <b>бездны</b>.",🕳️
une séparation,разлука,"Une <b>séparation</b> douloureuse.","Болезненная <b>разлука</b>.",💔
contourner,обходить,"<b>Contourne</b> l'obstacle.","<b>Обойди</b> препятствие.",🔄
un briquet,зажигалка,"Allume avec le <b>briquet</b>.","Зажги <b>зажигалкой</b>.",🔥
un taureau,бык,"Le <b>taureau</b> charge.","<b>Бык</b> атакует.",🐂
accabler,подавлять,"La chaleur m'<b>accable</b>.","Жара меня <b>изнуряет</b>.",😓
un moral,моральное состояние,"Garder le <b>moral</b>.","Сохранять <b>бодрость духа</b>.",😊
rouiller,ржаветь,"Le fer <b>rouille</b>.","Железо <b>ржавеет</b>.",🔩
un pompier,пожарный,"Les <b>pompiers</b> arrivent.","<b>Пожарные</b> приезжают.",🚒
