French,Russian,ExampleFrench,ExampleRussian,Emoji
effondrer,обрушиваться,"Le toit s'est <b>effondré</b>.","Крыша <b>обрушилась</b>.",🏚️
boucher,затыкать; закупоривать,"<b>Bouche</b> le trou.","<b>Заткни</b> дыру.",🔌
un renfort,подкрепление,"Les <b>renforts</b> arrivent.","<b>Подкрепление</b> прибывает.",🚔
relâcher,отпускать,"<b>Relâche</b> le prisonnier.","<b>Отпусти</b> заключённого.",🔓
un ouvrage,труд; произведение,"C'est un bel <b>ouvrage</b>.","Это прекрасный <b>труд</b>.",📚
un oignon,лук,"Coupe l'<b>oignon</b>.","Порежь <b>лук</b>.",🧅
abîmer,портить,"Ne l'<b>abîme</b> pas.","Не <b>порти</b> это.",😬
un riz,рис,"Un bol de <b>riz</b>.","Миска <b>риса</b>.",🍚
pratiquer,практиковать,"Je <b>pratique</b> le yoga.","Я <b>практикую</b> йогу.",🧘
un char,танк; машина (кан.),"Le <b>char</b> avance.","<b>Танк</b> наступает.",🪖
un otage,заложник,"Ils ont pris des <b>otages</b>.","Они взяли <b>заложников</b>.",⛓️
un tronc,ствол,"Le <b>tronc</b> de l'arbre.","<b>Ствол</b> дерева.",🌳
"suffisant, suffisante",достаточный,"C'est <b>suffisant</b>.","Этого <b>достаточно</b>.",✅
procéder,действовать; приступать,"Comment <b>procéder</b> ?","Как <b>действовать</b>?",🤔
une personnalité,личность,"Une forte <b>personnalité</b>.","Сильная <b>личность</b>.",💪
un sentier,тропа,"Le <b>sentier</b> forestier.","Лесная <b>тропа</b>.",🥾
étirer,растягивать,"<b>Étire</b>-toi avant le sport.","<b>Потянись</b> перед спортом.",🤸
une impatience,нетерпение,"Avec <b>impatience</b>.","С <b>нетерпением</b>.",⏳
dégoûter,вызывать отвращение,"Ça me <b>dégoûte</b>.","Меня это <b>отвращает</b>.",🤢
un abruti,дурак; придурок,"Quel <b>abruti</b> !","Какой <b>дурак</b>!",🙄
une araignée,паук,"J'ai peur des <b>araignées</b>.","Я боюсь <b>пауков</b>.",🕷️
une plaine,равнина,"La <b>plaine</b> s'étend.","<b>Равнина</b> простирается.",🌾
"exceptionnel, exceptionnelle",исключительный,"Une occasion <b>exceptionnelle</b>.","<b>Исключительный</b> случай.",⭐
un gré,воля,"De bon <b>gré</b>.","По доброй <b>воле</b>.",👍
préoccuper,беспокоить,"Ça me <b>préoccupe</b>.","Это меня <b>беспокоит</b>.",😟
un demi-tour,разворот,"Fais <b>demi-tour</b>.","Сделай <b>разворот</b>.",↩️
un trouble,расстройство,"Un <b>trouble</b> mental.","Психическое <b>расстройство</b>.",🧠
interminable,бесконечный,"Une attente <b>interminable</b>.","<b>Бесконечное</b> ожидание.",♾️
un fumier,навоз; подонок (разг.),"Quel <b>fumier</b> !","Какой <b>подонок</b>!",😠
une apparition,появление,"L'<b>apparition</b> d'un fantôme.","<b>Появление</b> призрака.",👻
fourrer,засовывать,"<b>Fourre</b> ça dans ton sac.","<b>Засунь</b> это в сумку.",🎒
tâcher,стараться,"<b>Tâche</b> de réussir.","<b>Постарайся</b> справиться.",💪
isoler,изолировать,"<b>Isole</b> le malade.","<b>Изолируй</b> больного.",🏠
un deuil,траур,"Il est en <b>deuil</b>.","Он в <b>трауре</b>.",🖤
gérer,управлять,"Je <b>gère</b> l'entreprise.","Я <b>управляю</b> компанией.",📊
un cuivre,медь,"Une casserole en <b>cuivre</b>.","Кастрюля из <b>меди</b>.",🥘
une bible,библия,"La Sainte <b>Bible</b>.","Святая <b>Библия</b>.",📖
un épisode,эпизод,"Le dernier <b>épisode</b>.","Последний <b>эпизод</b>.",📺
une tomate,помидор,"Une salade de <b>tomates</b>.","Салат из <b>помидоров</b>.",🍅
une influence,влияние,"Sous l'<b>influence</b> de l'alcool.","Под <b>влиянием</b> алкоголя.",🎭
empoisonner,отравлять,"Il a été <b>empoisonné</b>.","Его <b>отравили</b>.",☠️
classique,классический,"La musique <b>classique</b>.","<b>Классическая</b> музыка.",🎻
mélanger,смешивать,"<b>Mélange</b> bien.","Хорошо <b>перемешай</b>.",🥣
une allumette,спичка,"Une boîte d'<b>allumettes</b>.","Коробок <b>спичек</b>.",🔥
un double,двойник; дубль,"C'est son <b>double</b>.","Это его <b>двойник</b>.",👥
abuser,злоупотреблять,"N'<b>abuse</b> pas de ma patience.","Не <b>злоупотребляй</b> моим терпением.",⚠️
un dialogue,диалог,"Un <b>dialogue</b> ouvert.","Открытый <b>диалог</b>.",💬
une vitrine,витрина,"Regarde la <b>vitrine</b>.","Посмотри на <b>витрину</b>.",🏬
lécher,лизать,"Le chien <b>lèche</b> sa main.","Собака <b>лижет</b> его руку.",🐕
recueillir,собирать; приютить,"Je l'ai <b>recueilli</b>.","Я его <b>приютил</b>.",🏠
un collège,колледж; средняя школа,"Il est au <b>collège</b>.","Он учится в <b>колледже</b>.",🏫
un cancer,рак (болезнь),"Le <b>cancer</b> du poumon.","<b>Рак</b> лёгких.",🩺
un vampire,вампир,"Un film de <b>vampires</b>.","Фильм про <b>вампиров</b>.",🧛
une flèche,стрела,"La <b>flèche</b> a touché la cible.","<b>Стрела</b> попала в цель.",🏹
une vaisselle,посуда,"Fais la <b>vaisselle</b>.","Помой <b>посуду</b>.",🍽️
une pose,поза,"Prends la <b>pose</b>.","Прими <b>позу</b>.",📸
visible,видимый,"C'est à peine <b>visible</b>.","Это едва <b>видимо</b>.",👁️
un carrefour,перекрёсток,"Au <b>carrefour</b>.","На <b>перекрёстке</b>.",🚦
un ingénieur,инженер,"Il est <b>ingénieur</b>.","Он <b>инженер</b>.",👷
une ingénieure,инженер (ж.),"Elle est <b>ingénieure</b>.","Она <b>инженер</b>.",👷‍♀️
"élégant, élégante",элегантный,"Une robe <b>élégante</b>.","<b>Элегантное</b> платье.",👗
orange,оранжевый,"Une couleur <b>orange</b>.","<b>Оранжевый</b> цвет.",🟠
un appui,опора,"Prends <b>appui</b> sur le mur.","<b>Обопрись</b> о стену.",🤝
un serment,клятва,"Je fais le <b>serment</b>.","Даю <b>клятву</b>.",🤚
romantique,романтический,"Une soirée <b>romantique</b>.","<b>Романтический</b> вечер.",💕
un régiment,полк,"Le <b>régiment</b> marche.","<b>Полк</b> марширует.",🪖
quelconque,какой-нибудь; посредственный,"Un prétexte <b>quelconque</b>.","Какой-нибудь <b>предлог</b>.",😐
"ennuyeux, ennuyeuse",скучный,"C'est <b>ennuyeux</b>.","Это <b>скучно</b>.",😴
sévère,строгий,"Un professeur <b>sévère</b>.","<b>Строгий</b> учитель.",😠
un témoignage,показание; свидетельство,"Un <b>témoignage</b> important.","Важное <b>показание</b>.",📝
un vendeur,продавец,"Le <b>vendeur</b> m'a aidé.","<b>Продавец</b> мне помог.",🛒
hocher,кивать,"<b>Hoche</b> la tête.","<b>Кивни</b> головой.",🙂
une construction,строительство,"La <b>construction</b> avance.","<b>Строительство</b> продвигается.",🏗️
"définitif, définitive",окончательный,"C'est <b>définitif</b>.","Это <b>окончательно</b>.",✅
coupable,виновный,"Il est <b>coupable</b>.","Он <b>виновен</b>.",⚖️
un commun,общее,"Nous avons beaucoup en <b>commun</b>.","У нас много <b>общего</b>.",🤝
une indifférence,безразличие,"Avec <b>indifférence</b>.","С <b>безразличием</b>.",😐
un temple,храм,"Le <b>temple</b> ancien.","Древний <b>храм</b>.",🛕
un ministère,министерство,"Le <b>ministère</b> de la Justice.","<b>Министерство</b> юстиции.",🏛️
chic,шикарный,"C'est très <b>chic</b>.","Это очень <b>шикарно</b>.",✨
un particulier,частное лицо,"Un <b>particulier</b> vend sa maison.","<b>Частное лицо</b> продаёт дом.",🏠
un remords,угрызение совести,"Sans aucun <b>remords</b>.","Без угрызений <b>совести</b>.",😔
douer,одарять,"Il est <b>doué</b> en musique.","Он <b>одарён</b> в музыке.",🎵
emballer,упаковывать,"<b>Emballe</b> le cadeau.","<b>Упакуй</b> подарок.",🎁
toutefois,тем не менее,"<b>Toutefois</b>, je refuse.","<b>Тем не менее</b>, я отказываюсь.",🤚
consentir,соглашаться,"J'y <b>consens</b>.","Я <b>согласен</b>.",👍
un tunnel,туннель,"Le <b>tunnel</b> est long.","<b>Туннель</b> длинный.",🚇
un insecte,насекомое,"Un <b>insecte</b> m'a piqué.","<b>Насекомое</b> меня укусило.",🐛
un triomphe,триумф,"C'est un <b>triomphe</b>.","Это <b>триумф</b>.",🏆
replier,складывать,"<b>Replie</b> la carte.","<b>Сложи</b> карту.",🗺️
un marquis,маркиз,"Le <b>marquis</b> de Sade.","<b>Маркиз</b> де Сад.",👑
un coiffeur,парикмахер,"Va chez le <b>coiffeur</b>.","Сходи к <b>парикмахеру</b>.",💇
animer,оживлять,"<b>Anime</b> la fête.","<b>Оживи</b> праздник.",🎉
apprêter,готовить; подготавливать,"Je m'<b>apprête</b> à partir.","Я <b>собираюсь</b> уходить.",🚶
