French,Russian,ExampleFrench,ExampleRussian,Emoji
importuner,докучать,"<b>Importuner</b> quelqu'un.","<b>Докучать</b> кому-то.",😤
un paiement,платёж,"Un <b>paiement</b> en ligne.","Онлайн <b>платёж</b>.",💳
nécessiter,требовать,"Cela <b>nécessite</b> du temps.","Это <b>требует</b> времени.",⏰
un intestin,кишечник,"L'<b>intestin</b> grêle.","Тонкий <b>кишечник</b>.",🏥
"moqueur, moqueuse",насмешливый,"Un ton <b>moqueur</b>.","<b>Насмешливый</b> тон.",😏
un val,долина,"Un <b>val</b> verdoyant.","Зелёная <b>долина</b>.",🏞️
"pénal, pénale",уголовный,"Le code <b>pénal</b>.","<b>Уголовный</b> кодекс.",⚖️
"saillant, saillante",выступающий,"Une mâchoire <b>saillante</b>.","<b>Выступающая</b> челюсть.",👤
torcher,вытирать,"<b>Torcher</b> un bébé.","<b>Вытереть</b> младенца.",👶
une désinvolture,непринуждённость,"Avec <b>désinvolture</b>.","С <b>непринуждённостью</b>.",😎
un émoi,волнение,"En grand <b>émoi</b>.","В большом <b>волнении</b>.",😰
acceptable,приемлемый,"Une offre <b>acceptable</b>.","<b>Приемлемое</b> предложение.",✅
défigurer,обезображивать,"<b>Défigurer</b> un visage.","<b>Обезобразить</b> лицо.",😱
un accordéon,аккордеон,"Jouer de l'<b>accordéon</b>.","Играть на <b>аккордеоне</b>.",🪗
une moralité,мораль,"La <b>moralité</b> de l'histoire.","<b>Мораль</b> истории.",📖
"cultivé, cultivée",образованный,"Une personne <b>cultivée</b>.","<b>Образованный</b> человек.",🎓
gorger,насыщать,"Se <b>gorger</b> d'eau.","<b>Напитаться</b> водой.",💧
une cavale,бегство,"Être en <b>cavale</b>.","Быть в <b>бегах</b>.",🏃
une contemplation,созерцание,"En <b>contemplation</b> devant le paysage.","В <b>созерцании</b> пейзажа.",🌅
un ravisseur,похититель,"Le <b>ravisseur</b> de l'enfant.","<b>Похититель</b> ребёнка.",👤
affreusement,ужасно,"<b>Affreusement</b> mal.","<b>Ужасно</b> плохо.",😫
un marronnier,каштан,"Un <b>marronnier</b> en fleurs.","Цветущий <b>каштан</b>.",🌳
juridique,юридический,"Un conseil <b>juridique</b>.","<b>Юридическая</b> консультация.",⚖️
un imprévu,неожиданность,"Un <b>imprévu</b> de dernière minute.","<b>Неожиданность</b> в последний момент.",😮
