French,Russian,ExampleFrench,ExampleRussian,Emoji
une souche,пень,"Une vieille <b>souche</b>.","Старый <b>пень</b>.",🪵
esquisser,набрасывать,"<b>Esquisser</b> un sourire.","<b>Набросать</b> улыбку.",✏️
une pousse,росток,"Une jeune <b>pousse</b>.","Молодой <b>росток</b>.",🌱
chatouiller,щекотать,"<b>Chatouiller</b> un bébé.","<b>Щекотать</b> малыша.",😆
"agité, agitée",взволнованный,"Une mer <b>agitée</b>.","<b>Бурное</b> море.",🌊
"radieux, radieuse",сияющий,"Un sourire <b>radieux</b>.","<b>Сияющая</b> улыбка.",😊
"viril, virile",мужественный,"Une voix <b>virile</b>.","<b>Мужественный</b> голос.",💪
une intensité,интенсивность,"Une grande <b>intensité</b>.","Большая <b>интенсивность</b>.",📈
"touché, touchée",тронутый,"Je suis <b>touché</b>.","Я <b>тронут</b>.",🥲
durement,жёстко,"Travailler <b>durement</b>.","Работать <b>усердно</b>.",💪
un lambeau,лоскут,"En <b>lambeaux</b>.","В <b>лохмотьях</b>.",👕
un boyau,кишка,"Les <b>boyaux</b> d'un animal.","<b>Кишки</b> животного.",🫁
une grippe,грипп,"Attraper la <b>grippe</b>.","Подхватить <b>грипп</b>.",🤧
un rhume,насморк,"Avoir un <b>rhume</b>.","Иметь <b>насморк</b>.",🤧
faiblement,слабо,"<b>Faiblement</b> éclairé.","<b>Слабо</b> освещённый.",💡
un sanglier,кабан,"Un <b>sanglier</b> sauvage.","Дикий <b>кабан</b>.",🐗
une balade,прогулка,"Une <b>balade</b> en forêt.","<b>Прогулка</b> по лесу.",🚶
dériver,дрейфовать,"Le bateau <b>dérive</b>.","Лодка <b>дрейфует</b>.",🚤
secrètement,тайно,"Agir <b>secrètement</b>.","Действовать <b>тайно</b>.",🤫
un grade,звание,"Monter en <b>grade</b>.","Повыситься в <b>звании</b>.",🎖️
rincer,ополаскивать,"<b>Rincer</b> les verres.","<b>Ополоснуть</b> стаканы.",🥛
un sermon,проповедь,"Écouter un <b>sermon</b>.","Слушать <b>проповедь</b>.",⛪
affaiblir,ослаблять,"<b>Affaiblir</b> l'ennemi.","<b>Ослабить</b> врага.",💪
détecter,обнаруживать,"<b>Détecter</b> un signal.","<b>Обнаружить</b> сигнал.",📡
tricoter,вязать,"<b>Tricoter</b> un pull.","<b>Вязать</b> свитер.",🧶
interpeller,окликать,"<b>Interpeller</b> quelqu'un.","<b>Окликнуть</b> кого-то.",🗣️
une infection,инфекция,"Une <b>infection</b> virale.","Вирусная <b>инфекция</b>.",🦠
une indication,указание,"Une <b>indication</b> claire.","Чёткое <b>указание</b>.",📋
lamentable,жалкий,"Un échec <b>lamentable</b>.","<b>Жалкий</b> провал.",😔
un boulanger,пекарь,"Le <b>boulanger</b> du coin.","<b>Пекарь</b> за углом.",🥖
atomique,атомный,"Une bombe <b>atomique</b>.","<b>Атомная</b> бомба.",☢️
un préjugé,предрассудок,"Un <b>préjugé</b> stupide.","Глупый <b>предрассудок</b>.",🤔
une menthe,мята,"Un thé à la <b>menthe</b>.","Чай с <b>мятой</b>.",🌿
révolter,возмущать,"Ça me <b>révolte</b>.","Это меня <b>возмущает</b>.",😤
rhabiller,переодевать,"<b>Rhabiller</b> l'enfant.","<b>Переодеть</b> ребёнка.",👕
un chef-d'oeuvre,шедевр,"Un <b>chef-d'œuvre</b> littéraire.","Литературный <b>шедевр</b>.",🎨
"furtif, furtive",крадущийся,"Un regard <b>furtif</b>.","<b>Украдкой</b> брошенный взгляд.",👀
"somptueux, somptueuse",роскошный,"Un repas <b>somptueux</b>.","<b>Роскошный</b> обед.",🍽️
"spatial, spatiale",космический,"Une station <b>spatiale</b>.","<b>Космическая</b> станция.",🛸
un explosif,взрывчатка,"Un <b>explosif</b> puissant.","Мощная <b>взрывчатка</b>.",💣
