French,Russian,ExampleFrench,ExampleRussian,Emoji
une clarté,ясность,"La <b>clarté</b> du ciel.","<b>Ясность</b> неба.",☀️
un seau,ведро,"Un <b>seau</b> d'eau.","<b>Ведро</b> воды.",🪣
un volume,объём; том,"Le <b>volume</b> du son.","<b>Громкость</b> звука.",🔊
une dimension,размер,"Les <b>dimensions</b> de la pièce.","<b>Размеры</b> комнаты.",📐
définitivement,окончательно,"C'est <b>définitivement</b> fini.","Это <b>окончательно</b> кончено.",✅
un robot,робот,"Le <b>robot</b> fonctionne bien.","<b>Робот</b> работает хорошо.",🤖
un stade,стадион; стадия,"Le <b>stade</b> olympique.","Олимпийский <b>стадион</b>.",🏟️
un possible,возможное,"Fais le <b>possible</b>.","Сделай всё <b>возможное</b>.",💯
une brigade,бригада,"La <b>brigade</b> de police.","Полицейская <b>бригада</b>.",🚔
un crépuscule,сумерки,"Au <b>crépuscule</b>.","В <b>сумерках</b>.",🌅
légitime,законный,"C'est une demande <b>légitime</b>.","Это <b>законное</b> требование.",⚖️
une paroi,стенка,"La <b>paroi</b> de la grotte.","<b>Стенка</b> пещеры.",🧱
"conscient, consciente",сознательный,"Il est <b>conscient</b> du danger.","Он <b>осознаёт</b> опасность.",🧠
"ravissant, ravissante",восхитительный,"Elle est <b>ravissante</b>.","Она <b>восхитительна</b>.",😍
un tailleur,портной; костюм,"Le <b>tailleur</b> fait des vêtements.","<b>Портной</b> шьёт одежду.",🪡
une dispute,ссора,"Après la <b>dispute</b>.","После <b>ссоры</b>.",😤
un nid,гнездо,"Le <b>nid</b> d'oiseau.","Птичье <b>гнездо</b>.",🪺
une touche,клавиша; штрих,"La <b>touche</b> du clavier.","<b>Клавиша</b> клавиатуры.",⌨️
un parking,парковка,"Le <b>parking</b> est plein.","<b>Парковка</b> полна.",🅿️
un choeur,хор,"Le <b>chœur</b> chante.","<b>Хор</b> поёт.",🎤
un pneu,шина,"Le <b>pneu</b> est crevé.","<b>Шина</b> пробита.",🛞
un accueil,приём; встреча,"Un chaleureux <b>accueil</b>.","Тёплый <b>приём</b>.",🤗
une autoroute,автострада,"Prends l'<b>autoroute</b>.","Выезжай на <b>автостраду</b>.",🛣️
plastique,пластиковый; пластик,"Un sac en <b>plastique</b>.","<b>Пластиковый</b> пакет.",🛍️
"réfléchi, réfléchie",обдуманный,"Une décision <b>réfléchie</b>.","<b>Обдуманное</b> решение.",🤔
un couvert,прибор (столовый),"Mets les <b>couverts</b>.","Накрой на стол.",🍴
tousser,кашлять,"Je <b>tousse</b> beaucoup.","Я много <b>кашляю</b>.",😷
humble,скромный,"Il est très <b>humble</b>.","Он очень <b>скромный</b>.",😌
un lot,партия; лот,"Un <b>lot</b> de marchandises.","<b>Партия</b> товара.",📦
efficace,эффективный,"Un remède <b>efficace</b>.","<b>Эффективное</b> средство.",💊
un calcul,расчёт,"Un <b>calcul</b> mental.","Устный <b>расчёт</b>.",🔢
un massacre,резня,"Quel <b>massacre</b> !","Какая <b>бойня</b>!",⚔️
une indépendance,независимость,"L'<b>indépendance</b> du pays.","<b>Независимость</b> страны.",🗽
"coupé, coupée",обрезанный,"La ligne est <b>coupée</b>.","Связь <b>прервана</b>.",📵
"correct, correcte",правильный,"C'est <b>correct</b>.","Это <b>правильно</b>.",✅
"criminel, criminelle",преступный,"Un acte <b>criminel</b>.","<b>Преступное</b> деяние.",🔒
"mondial, mondiale",мировой,"La guerre <b>mondiale</b>.","<b>Мировая</b> война.",🌍
une espérance,надежда,"L'<b>espérance</b> de vie.","Продолжительность <b>жизни</b>.",❤️
un frigo,холодильник (разг.),"Mets ça au <b>frigo</b>.","Положи это в <b>холодильник</b>.",🧊
un valet,лакей; валет,"Le <b>valet</b> de chambre.","<b>Лакей</b>.",🃏
une batterie,батарея; барабаны,"La <b>batterie</b> est vide.","<b>Батарея</b> разряжена.",🔋
