French,Russian,ExampleFrench,ExampleRussian,Emoji
vanter,хвалить; хвастаться,"Ne te <b>vante</b> pas.","Не <b>хвастайся</b>.",😏
"gamin, gamine",мальчишеский,"Un sourire <b>gamin</b>.","<b>Мальчишеская</b> улыбка.",😁
déguiser,переодевать; маскировать,"<b>Déguise</b>-toi en pirate.","<b>Переоденься</b> пиратом.",🏴‍☠️
basculer,опрокидываться,"La chaise a <b>basculé</b>.","Стул <b>опрокинулся</b>.",🪑
une combinaison,комбинация; комбинезон,"Une <b>combinaison</b> de plongée.","Гидро<b>костюм</b>.",🤿
un fonds,фонд; капитал,"Un <b>fonds</b> d'investissement.","Инвестиционный <b>фонд</b>.",💰
"immédiat, immédiate",немедленный,"Un effet <b>immédiat</b>.","<b>Немедленный</b> эффект.",⚡
une saleté,грязь,"Quelle <b>saleté</b> !","Какая <b>грязь</b>!",🗑️
une récompense,награда,"Tu mérites une <b>récompense</b>.","Ты заслуживаешь <b>награду</b>.",🏆
une bienvenue,добро пожаловать,"<b>Bienvenue</b> au Québec !","<b>Добро пожаловать</b> в Квебек!",🍁
"banal, banale",банальный,"C'est <b>banal</b>.","Это <b>банально</b>.",😐
un saut,прыжок,"Un <b>saut</b> en parachute.","<b>Прыжок</b> с парашютом.",🪂
un dégoût,отвращение,"Avec <b>dégoût</b>.","С <b>отвращением</b>.",🤢
fonctionnaire,госслужащий,"Elle est <b>fonctionnaire</b>.","Она <b>госслужащая</b>.",🏛️
braquer,наводить; грабить,"<b>Braque</b> pas le phare sur moi.","Не <b>направляй</b> фонарь на меня.",🔦
une tronche,физиономия (разг.),"Quelle <b>tronche</b> !","Вот так <b>рожа</b>!",😬
pratiquement,практически,"C'est <b>pratiquement</b> fait.","Это <b>практически</b> готово.",✅
négocier,вести переговоры,"<b>Négocie</b> le prix.","<b>Поторгуйся</b> за цену.",🤝
"transparent, transparente",прозрачный,"Une eau <b>transparente</b>.","<b>Прозрачная</b> вода.",💧
extrêmement,крайне,"C'est <b>extrêmement</b> rare.","Это <b>крайне</b> редко.",❗
une auberge,постоялый двор,"Une <b>auberge</b> de jeunesse.","Молодёжный <b>хостел</b>.",🏨
déplaire,не нравиться,"Ça me <b>déplaît</b>.","Мне это <b>не нравится</b>.",😒
entamer,начинать; надрезать,"<b>Entame</b> le gâteau.","<b>Начни</b> торт.",🍰
racheter,выкупать,"Je vais <b>racheter</b> l'entreprise.","Я <b>выкуплю</b> компанию.",💼
militaire,военный,"Un <b>militaire</b> en uniforme.","<b>Военный</b> в форме.",🎖️
lisse,гладкий,"La surface est <b>lisse</b>.","Поверхность <b>гладкая</b>.",✨
longer,идти вдоль,"<b>Longe</b> la rivière.","Иди <b>вдоль</b> реки.",🚶
une vapeur,пар,"La <b>vapeur</b> s'élève.","<b>Пар</b> поднимается.",💨
gentiment,мило,"Il a <b>gentiment</b> refusé.","Он <b>мягко</b> отказался.",😊
"pris, prise",взятый; занятый,"La place est <b>prise</b>.","Место <b>занято</b>.",🪑
une info,инфо (разг.),"J'ai une <b>info</b> pour toi.","У меня есть <b>инфа</b> для тебя.",📰
un buisson,куст,"Derrière le <b>buisson</b>.","За <b>кустом</b>.",🌿
un entraînement,тренировка,"L'<b>entraînement</b> est dur.","<b>Тренировка</b> тяжёлая.",🏋️
absorber,поглощать,"L'éponge <b>absorbe</b> l'eau.","Губка <b>поглощает</b> воду.",🧽
vivement,живо; очень,"<b>Vivement</b> les vacances !","<b>Скорей бы</b> каникулы!",🏖️
une marchandise,товар,"La <b>marchandise</b> est arrivée.","<b>Товар</b> прибыл.",📦
une tonne,тонна,"Une <b>tonne</b> de travail.","<b>Тонна</b> работы.",⚖️
égarer,терять; сбивать с пути,"J'ai <b>égaré</b> mes clés.","Я <b>потерял</b> ключи.",🔑
ultime,последний,"L'<b>ultime</b> avertissement.","<b>Последнее</b> предупреждение.",⚠️
"mental, mentale",умственный,"La santé <b>mentale</b>.","<b>Психическое</b> здоровье.",🧠
brancher,подключать,"<b>Branche</b> le câble.","<b>Подключи</b> кабель.",🔌
reparler,снова говорить,"On en <b>reparlera</b>.","Мы ещё об этом <b>поговорим</b>.",💬
un papillon,бабочка,"Le <b>papillon</b> vole.","<b>Бабочка</b> летает.",🦋
un grenier,чердак,"Monte au <b>grenier</b>.","Поднимись на <b>чердак</b>.",🏠
un charbon,уголь,"Le <b>charbon</b> brûle.","<b>Уголь</b> горит.",🔥
une accusation,обвинение,"Une <b>accusation</b> grave.","Серьёзное <b>обвинение</b>.",⚖️
un bandit,бандит,"Le <b>bandit</b> s'est enfui.","<b>Бандит</b> сбежал.",🦹
aligner,выстраивать,"<b>Aligne</b> les chaises.","<b>Выстрой</b> стулья.",🪑
un jumeau,близнец,"C'est mon frère <b>jumeau</b>.","Это мой брат-<b>близнец</b>.",👬
maîtriser,владеть; контролировать,"<b>Maîtrise</b> tes émotions.","<b>Контролируй</b> свои эмоции.",🧘
sinistre,зловещий,"Un endroit <b>sinistre</b>.","<b>Зловещее</b> место.",👻
un aveu,признание,"Faire un <b>aveu</b>.","Сделать <b>признание</b>.",💬
humilier,унижать,"Ne l'<b>humilie</b> pas.","Не <b>унижай</b> его.",😔
une donnée,данные,"Les <b>données</b> personnelles.","Личные <b>данные</b>.",💾
un éléphant,слон,"L'<b>éléphant</b> barrit.","<b>Слон</b> трубит.",🐘
une grimace,гримаса,"Il fait une <b>grimace</b>.","Он строит <b>гримасу</b>.",😬
une allusion,намёк,"Faire <b>allusion</b> à quelque chose.","<b>Намекать</b> на что-то.",🤫
une ordonnance,рецепт; указ,"L'<b>ordonnance</b> du médecin.","<b>Рецепт</b> врача.",📋
