French,Russian,ExampleFrench,ExampleRussian,Emoji
un harem,гарем,"Le sultan avait un <b>harem</b>.","У султана был <b>гарем</b>.",👸
une mousson,муссон,"La <b>mousson</b> apporte la pluie.","<b>Муссон</b> приносит дождь.",🌧️
incruster,инкрустировать; внедрять,"S'<b>incruster</b> chez quelqu'un.","<b>Засесть</b> у кого-то.",💎
un moule,форма; мидия,"Un <b>moule</b> à gâteau.","<b>Форма</b> для торта.",🍰
un maquereau,скумбрия; сутенёр,"Le <b>maquereau</b> est un poisson.","<b>Скумбрия</b> — рыба.",🐟
"nazi, nazie",нацистский,"Le régime <b>nazi</b>.","<b>Нацистский</b> режим.",🚫
un sortir,выход,"Au <b>sortir</b> de l'hiver.","На <b>выходе</b> из зимы.",🚪
"placé, placée",расположенный,"Bien <b>placé</b> pour voir.","Хорошо <b>расположен</b> для обзора.",📍
un collaborateur,сотрудник,"Mon <b>collaborateur</b> est absent.","Мой <b>сотрудник</b> отсутствует.",👔
delà,по ту сторону,"Par-<b>delà</b> les montagnes.","<b>За</b> горами.",🏔️
un sir,сэр,"Oui, <b>sir</b>.","Да, <b>сэр</b>.",🎩
une coke,кокаин (разг.),"La <b>coke</b> est une drogue.","<b>Кокс</b> — наркотик.",🚫
une cartouche,патрон; картридж,"Une <b>cartouche</b> d'encre.","<b>Картридж</b> с чернилами.",🖨️
hou,у-у! бу!,"<b>Hou</b>, c'est nul !","<b>Бу</b>, это отстой!",👎
elles-mêmes,сами (они ж.р.),"Elles l'ont fait <b>elles-mêmes</b>.","Они сделали это <b>сами</b>.",👩‍👩‍👧
"combattant, combattante",боевой; борющийся,"L'esprit <b>combattant</b>.","<b>Боевой</b> дух.",⚔️
un zingaro,цыган (итал.),"Le <b>zingaro</b> joue de la guitare.","<b>Цыган</b> играет на гитаре.",🎸
un hymne,гимн,"L'<b>hymne</b> national.","Национальный <b>гимн</b>.",🎵
un bravo,браво; наёмник,"<b>Bravo</b> !","<b>Браво</b>!",👏
ouest,западный,"La côte <b>ouest</b>.","<b>Западное</b> побережье.",🌅
"portant, portante",несущий,"Un mur <b>portant</b>.","<b>Несущая</b> стена.",🏗️
"rituel, rituelle",ритуальный,"Une danse <b>rituelle</b>.","<b>Ритуальный</b> танец.",🎭
"orphelin, orpheline",сиротский,"Un enfant <b>orphelin</b>.","<b>Осиротевший</b> ребёнок.",😢
"pendant, pendante",свисающий; висячий,"Les oreilles <b>pendantes</b>.","<b>Висячие</b> уши.",👂
un taré,псих; дебил (груб.),"C'est un <b>taré</b> !","Он <b>псих</b>!",🤪
grand,широко; крупно,"Ouvrir <b>grand</b> les yeux.","<b>Широко</b> открыть глаза.",👀
"arrêté, arrêtée",остановленный; задержанный,"Il a été <b>arrêté</b>.","Его <b>задержали</b>.",🚔
"suisse, suissesse",швейцарский,"Le chocolat <b>suisse</b>.","<b>Швейцарский</b> шоколад.",🇨🇭
un sperme,сперма,"Le <b>sperme</b> contient des spermatozoïdes.","<b>Сперма</b> содержит сперматозоиды.",🔬
hello,привет (англ.),"<b>Hello</b>, comment ça va ?","<b>Привет</b>, как дела?",👋
"porteur, porteuse",несущий; носитель,"Être <b>porteur</b> d'un virus.","Быть <b>носителем</b> вируса.",🦠
un gentil,добряк; славный,"C'est un <b>gentil</b>.","Он <b>добряк</b>.",😊
accommoder,приспосабливать; готовить,"<b>Accommoder</b> les restes.","<b>Приготовить</b> остатки.",🍳
"cochon, cochonne",свинский; непристойный,"Des histoires <b>cochonnes</b>.","<b>Похабные</b> истории.",🐷
un pique,пика (карты),"L'as de <b>pique</b>.","<b>Пиковый</b> туз.",♠️
"étudiant, étudiante",студенческий,"La vie <b>étudiante</b>.","<b>Студенческая</b> жизнь.",🎓
officier,служить; официально,"<b>Officier</b> à une cérémonie.","<b>Вести</b> церемонию.",⛪
un bien-aimé,возлюбленный,"Mon <b>bien-aimé</b>.","Мой <b>возлюбленный</b>.",❤️
un devant,перед; передняя часть,"Le <b>devant</b> de la maison.","<b>Фасад</b> дома.",🏠
un cm,сантиметр,"Dix <b>cm</b> de neige.","Десять <b>см</b> снега.",📏
un peso,песо,"Le <b>peso</b> mexicain.","Мексиканское <b>песо</b>.",💰
une pige,год (арго); строка,"Il a trente <b>piges</b>.","Ему тридцать <b>лет</b>.",📆
un kid,ребёнок (англ.),"Salut, <b>kid</b> !","Привет, <b>малыш</b>!",👦
une attrape,ловушка; розыгрыш,"C'est une <b>attrape</b>.","Это <b>розыгрыш</b>.",🎣
un curieux,любопытный (субст.),"Éloignez les <b>curieux</b>.","Уберите <b>зевак</b>.",👀
un rex,рекс (кинотеатр),"Au ciné <b>Rex</b>.","В кинотеатре <b>Рекс</b>.",🎬
un lis,лилия,"Le <b>lis</b> est une fleur.","<b>Лилия</b> — цветок.",🌸
un faux,подделка; фальшивка,"C'est un <b>faux</b>.","Это <b>подделка</b>.",❌
un minet,котик; франт,"Le <b>minet</b> se pavane.","<b>Франт</b> красуется.",🐱
un doux,мягкий (субст.),"Filer <b>doux</b>.","Вести себя <b>тихо</b>.",🤫
haver,долбить (горное дело),"<b>Haver</b> le charbon.","<b>Добывать</b> уголь.",⛏️
un demi,половина; кружка пива,"Un <b>demi</b>, s'il vous plaît.","<b>Пол-литра</b> пива, пожалуйста.",🍺
un arbitre,арбитр; судья,"L'<b>arbitre</b> siffle.","<b>Судья</b> свистит.",⚽
doux,тихо; мягко,"Tout <b>doux</b> !","<b>Тихо</b>!",🤫
un égal,равный (субст.),"Traiter d'<b>égal</b> à <b>égal</b>.","Обращаться как <b>равный с равным</b>.",🟰
"marchand, marchande",торговый,"La marine <b>marchande</b>.","<b>Торговый</b> флот.",🚢
"flottant, flottante",плавающий; колеблющийся,"Un taux <b>flottant</b>.","<b>Плавающая</b> ставка.",🌊
un van,фургон,"Voyager en <b>van</b>.","Путешествовать на <b>фургоне</b>.",🚐
un dit,изречение; присловье,"Selon le <b>dit</b> populaire.","Согласно <b>поговорке</b>.",📜
un base-ball,бейсбол,"Jouer au <b>base-ball</b>.","Играть в <b>бейсбол</b>.",⚾
"issu, issue",происходящий; выходец,"<b>Issu</b> d'une famille modeste.","<b>Выходец</b> из скромной семьи.",👨‍👩‍👧
clocher,хромать; не клеиться,"Quelque chose <b>cloche</b>.","Что-то <b>не так</b>.",🤔
un marrant,весельчак,"C'est un <b>marrant</b>.","Он <b>весельчак</b>.",😄
"roman, romane",романский,"L'art <b>roman</b>.","<b>Романское</b> искусство.",🏛️
un compatriote,соотечественник,"C'est mon <b>compatriote</b>.","Это мой <b>соотечественник</b>.",🤝
un communisme,коммунизм,"Le <b>communisme</b> soviétique.","Советский <b>коммунизм</b>.",☭
les grands-parents,бабушки и дедушки,"Mes <b>grands-parents</b> habitent à la campagne.","Мои <b>бабушка и дедушка</b> живут в деревне.",👴👵
une gym,гимнастика (разг.),"Faire de la <b>gym</b>.","Заниматься <b>гимнастикой</b>.",🤸
"tiré, tirée",натянутый; измученный,"Avoir les traits <b>tirés</b>.","Иметь <b>измученный</b> вид.",😩
un vif,живое; суть,"Entrer dans le <b>vif</b> du sujet.","Перейти к <b>сути</b> дела.",🎯
un metteur,постановщик,"Un <b>metteur</b> en scène.","<b>Режиссёр</b>-постановщик.",🎬
"organisé, organisée",организованный,"Un voyage <b>organisé</b>.","<b>Организованная</b> поездка.",📋
une superbe,великолепие; надменность,"Dans toute sa <b>superbe</b>.","Во всём своём <b>великолепии</b>.",✨
un insu,неведение,"À mon <b>insu</b>.","<b>Без моего ведома</b>.",❓
un interprète,переводчик,"L'<b>interprète</b> traduit.","<b>Переводчик</b> переводит.",🗣️
"voulu, voulue",намеренный; желанный,"Un effet <b>voulu</b>.","<b>Намеренный</b> эффект.",🎯
un porno,порно,"Un film <b>porno</b>.","<b>Порно</b> фильм.",🔞
un pignon,шестерня; щипец,"Le <b>pignon</b> d'une maison.","<b>Фронтон</b> дома.",🏠
une foutaise,чушь; ерунда,"C'est de la <b>foutaise</b> !","Это <b>чушь</b>!",🙄
un ais,доска (устар.),"Un <b>ais</b> de bois.","Деревянная <b>доска</b>.",🪵
coter,котировать; оценивать,"<b>Coter</b> en bourse.","<b>Котироваться</b> на бирже.",📈
un musulman,мусульманин,"Il est <b>musulman</b>.","Он <b>мусульманин</b>.",☪️
"inhumain, inhumaine",бесчеловечный,"Un traitement <b>inhumain</b>.","<b>Бесчеловечное</b> обращение.",😱
la plupart du,большая часть,"<b>La plupart du</b> temps.","<b>Большую часть</b> времени.",⏰
"boulot, boulotte",пухлый; полный,"Elle est un peu <b>boulotte</b>.","Она немного <b>пухленькая</b>.",🍩
da,да (рус.),"<b>Da</b>, c'est russe.","<b>Да</b>, это по-русски.",🇷🇺
ouah,вау! ого!,"<b>Ouah</b>, c'est génial !","<b>Вау</b>, это круто!",😮
un us,обычай,"Les <b>us</b> et coutumes.","<b>Нравы</b> и обычаи.",📜
celles-là,те (вон те ж.р.),"<b>Celles-là</b> sont belles.","<b>Те</b> красивые.",👆
sud,южный,"L'hémisphère <b>sud</b>.","<b>Южное</b> полушарие.",🧭
"amiral, amirale",адмиральский,"Le vaisseau <b>amiral</b>.","<b>Флагманский</b> корабль.",⚓
un señor,сеньор,"Bonjour, <b>señor</b>.","Здравствуйте, <b>сеньор</b>.",🎩
un mexicain,мексиканец,"Il est <b>mexicain</b>.","Он <b>мексиканец</b>.",🇲🇽
toc,безвкусный; поддельный,"C'est du <b>toc</b>.","Это <b>подделка</b>.",💍
un aubain,иностранец (устар.),"L'<b>aubain</b> n'avait pas de droits.","<b>Иностранец</b> не имел прав.",👤
un pénis,пенис,"Le <b>pénis</b> est un organe.","<b>Пенис</b> — орган.",🔬
une agresseure,агрессор (ж.р.),"L'<b>agresseure</b> a été arrêtée.","<b>Агрессора</b> задержали.",👩
un sérail,сераль; гарем,"Le <b>sérail</b> du sultan.","<b>Сераль</b> султана.",🏰
un lacs,силок; петля,"Tomber dans le <b>lacs</b>.","Попасть в <b>силок</b>.",🪢
une baise,секс (груб.),"Une bonne <b>baise</b>. (vulgaire)","Хороший <b>секс</b>. (груб.)",🔞
