French,Russian,ExampleFrench,ExampleRussian,Emoji
"cher, chère","дорогой, -ая; милый, -ая","<b>Cher</b> ami, comment vas-tu ?","<b>Дорогой</b> друг, как ты?",💰
une arme,оружие,"Le port d'<b>armes</b> est interdit au Canada.","Ношение <b>оружия</b> запрещено в Канаде.",🔫
une journée,день (целый),"J'ai passé une bonne <b>journée</b> au travail.","У меня был хороший <b>день</b> на работе.",☀️
reconnaître,узнавать,"Je ne t'ai pas <b>reconnu</b> avec tes lunettes.","Я тебя не <b>узнал</b> в очках.",👀
une soeur,сестра,"Ma <b>sœur</b> habite à Vancouver.","Моя <b>сестра</b> живёт в Ванкувере.",👩
un docteur,доктор,"Le <b>docteur</b> m'a prescrit des médicaments.","<b>Доктор</b> выписал мне лекарства.",👨‍⚕️
un état,состояние; государство,"Mon français est en bon <b>état</b>.","Мой французский в хорошем <b>состоянии</b>.",📊
disparaître,исчезать,"Le soleil a <b>disparu</b> derrière les nuages.","Солнце <b>исчезло</b> за облаками.",👻
d'abord,сначала; прежде всего,"<b>D'abord</b>, je dois finir ce travail.","<b>Сначала</b> я должен закончить эту работу.",1️⃣
"important, importante",важный,"C'est <b>important</b> de parler français au Québec.","<b>Важно</b> говорить по-французски в Квебеке.",⭐
une vérité,правда,"Dis-moi la <b>vérité</b>, s'il te plaît.","Скажи мне <b>правду</b>, пожалуйста.",✅
un parent,родитель; родственник,"Mes <b>parents</b> vivent en Russie.","Мои <b>родители</b> живут в России.",👨‍👩‍👧
"dur, dure","твёрдый; тяжёлый (о работе)","L'hiver est <b>dur</b> au Québec.","Зима в Квебеке <b>суровая</b>.",💪
hier,вчера,"<b>Hier</b>, j'ai passé mon examen.","<b>Вчера</b> я сдал экзамен.",📅
rouge,красный,"Le feu est <b>rouge</b>, attends !","Светофор <b>красный</b>, подожди!",🔴
"désolé, désolée","извини(те); сожалею","<b>Désolé</b>, je suis en retard.","<b>Извините</b>, я опоздал.",😔
un service,услуга; служба,"Peux-tu me rendre un <b>service</b> ?","Можешь оказать мне <b>услугу</b>?",🤝
un général,генерал,"Le <b>général</b> a donné l'ordre.","<b>Генерал</b> отдал приказ.",⭐
un bruit,шум,"J'ai entendu un <b>bruit</b> bizarre.","Я услышал странный <b>шум</b>.",🔊
un café,кофе; кафе,"Je prends un <b>café</b> chaque matin.","Я пью <b>кофе</b> каждое утро.",☕
remettre,"возвращать; откладывать","Je vais <b>remettre</b> ça à demain.","Я <b>отложу</b> это на завтра.",↩️
un chemin,дорога; путь,"C'est le bon <b>chemin</b> pour aller au parc.","Это правильный <b>путь</b> в парк.",🛤️
"meilleur, meilleure",лучший,"C'est le <b>meilleur</b> restaurant du quartier.","Это <b>лучший</b> ресторан в районе.",🏆
une bouche,рот,"Ouvre la <b>bouche</b> pour le dentiste.","Открой <b>рот</b> для стоматолога.",👄
une mer,море,"La <b>mer</b> est froide au Québec.","<b>Море</b> в Квебеке холодное.",🌊
une fenêtre,окно,"Ouvre la <b>fenêtre</b>, il fait chaud.","Открой <b>окно</b>, жарко.",🪟
préparer,готовить,"Je <b>prépare</b> le souper pour toute la famille.","Я <b>готовлю</b> ужин для всей семьи.",👨‍🍳
crier,кричать,"Ne <b>crie</b> pas, je t'entends bien !","Не <b>кричи</b>, я тебя хорошо слышу!",📢
frapper,стучать; ударять,"<b>Frappe</b> avant d'entrer.","<b>Постучи</b> перед тем, как войти.",🚪
une photo,фотография,"J'ai pris une <b>photo</b> du Château Frontenac.","Я сфотографировал Шато Фронтенак.",📷
vendre,продавать,"Je <b>vends</b> ma vieille voiture.","Я <b>продаю</b> свою старую машину.",💰
préférer,предпочитать,"Je <b>préfère</b> le thé au café.","Я <b>предпочитаю</b> чай кофе.",❤️
tiens,на (возьми); послушай,"<b>Tiens</b>, prends mon stylo.","<b>На</b>, возьми мою ручку.",👋
un bureau,офис; письменный стол,"Je travaille dans un grand <b>bureau</b>.","Я работаю в большом <b>офисе</b>.",🏢
conduire,водить (машину),"Je <b>conduis</b> depuis dix ans.","Я <b>вожу</b> машину уже десять лет.",🚗
marier,женить(ся); выходить замуж,"Je me suis <b>marié</b> il y a cinq ans.","Я <b>женился</b> пять лет назад.",💍
un sens,смысл; направление,"Dans quel <b>sens</b> dois-je aller ?","В каком <b>направлении</b> мне идти?",🧭
accepter,принимать; соглашаться,"J'<b>accepte</b> ton invitation avec plaisir.","Я с удовольствием <b>принимаю</b> твоё приглашение.",✅
partout,везде; повсюду,"Il y a de la neige <b>partout</b> en hiver.","Зимой <b>везде</b> снег.",🌍
une jambe,нога (от бедра),"J'ai mal à la <b>jambe</b> après le ski.","У меня болит <b>нога</b> после лыж.",🦵
un cours,курс; занятие,"Je suis des <b>cours</b> de francisation.","Я хожу на <b>курсы</b> франсизации.",📚
une salle,зал; комната,"La <b>salle</b> de réunion est au deuxième étage.","Переговорная <b>комната</b> на втором этаже.",🚪
choisir,выбирать,"J'ai <b>choisi</b> de vivre au Québec.","Я <b>выбрал</b> жить в Квебеке.",✅
réveiller,будить,"Le bruit m'a <b>réveillé</b> ce matin.","Шум <b>разбудил</b> меня утром.",⏰
inquiéter,беспокоить,"Ne t'<b>inquiète</b> pas, tout ira bien.","Не <b>волнуйся</b>, всё будет хорошо.",😟
un doigt,палец,"Je me suis coupé le <b>doigt</b>.","Я порезал <b>палец</b>.",👆
découvrir,открывать; обнаруживать,"J'ai <b>découvert</b> un nouveau restaurant.","Я <b>открыл</b> для себя новый ресторан.",🔍
présenter,представлять,"<b>Permettez</b>-moi de me <b>présenter</b>.","<b>Позвольте</b> мне <b>представиться</b>.",🤝
un papier,бумага; документ,"J'ai besoin de mes <b>papiers</b> d'immigration.","Мне нужны мои иммиграционные <b>документы</b>.",📄
revoir,видеть снова,"Au <b>revoir</b>, à bientôt !","До <b>свидания</b>, до скорого!",👋
ressembler,быть похожим,"Tu <b>ressembles</b> à ton père.","Ты <b>похож</b> на своего отца.",👤
dehors,снаружи; на улице,"Il fait froid <b>dehors</b>, mets ton manteau.","На <b>улице</b> холодно, надень пальто.",🌲
amener,приводить; привозить,"Je vais <b>amener</b> ma femme à la fête.","Я <b>приведу</b> жену на вечеринку.",🚶
promettre,обещать,"Je te <b>promets</b> de t'appeler demain.","Я <b>обещаю</b> позвонить тебе завтра.",🤞
chanter,петь,"Elle <b>chante</b> très bien.","Она очень хорошо <b>поёт</b>.",🎤
couper,резать,"<b>Coupe</b> le pain, s'il te plaît.","<b>Порежь</b> хлеб, пожалуйста.",🔪
un cheval,лошадь,"Mon fils adore les <b>chevaux</b>.","Мой сын обожает <b>лошадей</b>.",🐴
approcher,приближаться,"L'hiver <b>approche</b> vite au Québec.","Зима в Квебеке быстро <b>приближается</b>.",➡️
se taire,молчать,"<b>Tais</b>-toi, j'essaie de me concentrer.","<b>Помолчи</b>, я пытаюсь сосредоточиться.",🤫
libre,свободный,"Tu es <b>libre</b> ce soir ?","Ты <b>свободен</b> сегодня вечером?",🕊️
une musique,музыка,"J'écoute de la <b>musique</b> en travaillant.","Я слушаю <b>музыку</b>, когда работаю.",🎵
refuser,отказывать,"Il a <b>refusé</b> mon invitation.","Он <b>отказался</b> от моего приглашения.",🚫
ramener,привозить обратно,"Je vais te <b>ramener</b> chez toi.","Я <b>отвезу</b> тебя домой.",🚗
un effet,эффект; результат,"En <b>effet</b>, tu as raison.","<b>Действительно</b>, ты прав.",✅
un retour,возвращение,"Le <b>retour</b> au travail est difficile après les vacances.","<b>Возвращение</b> на работу сложно после отпуска.",↩️
un rêve,мечта; сон,"Mon <b>rêve</b> est de vivre au Canada.","Моя <b>мечта</b> — жить в Канаде.",💭
un roi,король,"Le <b>roi</b> de France était puissant.","<b>Король</b> Франции был могущественным.",👑
un dos,спина,"J'ai mal au <b>dos</b> après le déménagement.","У меня болит <b>спина</b> после переезда.",🔙
une âme,душа,"C'est une bonne <b>âme</b>.","Это добрая <b>душа</b>.",✨
un journal,газета; дневник,"Je lis le <b>journal</b> le matin.","Я читаю <b>газету</b> по утрам.",📰
"français, française",французский,"J'apprends la langue <b>française</b>.","Я учу <b>французский</b> язык.",🇫🇷
une attention,внимание,"Fais <b>attention</b> à la glace !","<b>Осторожно</b> — гололёд!",⚠️
un milieu,середина; среда,"Au <b>milieu</b> de la nuit, j'ai entendu un bruit.","<b>Посреди</b> ночи я услышал шум.",📍
un sac,сумка,"J'ai oublié mon <b>sac</b> au bureau.","Я забыл <b>сумку</b> в офисе.",👜
ensuite,затем; потом,"D'abord le travail, <b>ensuite</b> le repos.","Сначала работа, <b>потом</b> отдых.",➡️
simple,простой,"C'est très <b>simple</b> à comprendre.","Это очень <b>просто</b> понять.",✅
"content, contente","довольный, -ая","Je suis <b>content</b> de te voir.","Я <b>рад</b> тебя видеть.",😊
empêcher,мешать; препятствовать,"Rien ne peut m'<b>empêcher</b> d'atteindre mon but.","Ничто не <b>помешает</b> мне достичь цели.",🚫
"gentil, gentille","добрый, милый","C'est très <b>gentil</b> de ta part.","Это очень <b>мило</b> с твоей стороны.",😊
exister,существовать,"Ce problème n'<b>existe</b> plus.","Этой проблемы больше не <b>существует</b>.",✅
"froid, froide","холодный, -ая","L'eau est trop <b>froide</b> pour nager.","Вода слишком <b>холодная</b> для плавания.",🥶
une faute,ошибка; вина,"C'est de ma <b>faute</b>, je suis désolé.","Это моя <b>вина</b>, извини.",❌
un coin,угол,"Le café est au <b>coin</b> de la rue.","Кафе на <b>углу</b> улицы.",📐
un bord,край; берег,"On se promène au <b>bord</b> du fleuve.","Мы гуляем по <b>берегу</b> реки.",🌊
répéter,повторять,"Peux-tu <b>répéter</b>, s'il te plaît ?","Можешь <b>повторить</b>, пожалуйста?",🔁
embrasser,обнимать; целовать,"<b>Embrasse</b> ta mère de ma part.","<b>Обними</b> маму от меня.",🤗
lâcher,отпускать; бросать,"<b>Lâche</b>-moi, tu me fais mal !","<b>Отпусти</b> меня, мне больно!",✋
un patron,начальник; хозяин,"Mon <b>patron</b> est très compréhensif.","Мой <b>начальник</b> очень понимающий.",👨‍💼
un maître,хозяин; учитель,"Le chien obéit à son <b>maître</b>.","Собака слушается <b>хозяина</b>.",👨‍🏫
difficile,сложный; трудный,"Le français québécois est <b>difficile</b> à comprendre.","Квебекский французский <b>сложно</b> понять.",😓
sourire,улыбаться,"Elle m'a <b>souri</b> gentiment.","Она мило мне <b>улыбнулась</b>.",😊
ignorer,не знать; игнорировать,"J'<b>ignore</b> où il est allé.","Я <b>не знаю</b>, куда он ушёл.",🤷
un copain,друг; парень (разг.),"Mon <b>copain</b> m'a aidé à déménager.","Мой <b>друг</b> помог мне переехать.",👋
