French,Russian,ExampleFrench,ExampleRussian,Emoji
"vil, vile",подлый,"Un acte <b>vil</b>.","<b>Подлый</b> поступок.",😤
une cale,трюм,"La <b>cale</b> du navire.","<b>Трюм</b> корабля.",🚢
paisiblement,мирно,"Dormir <b>paisiblement</b>.","<b>Мирно</b> спать.",😴
un aquarium,аквариум,"Un <b>aquarium</b> tropical.","Тропический <b>аквариум</b>.",🐠
chavirer,опрокидываться,"Le bateau <b>chavire</b>.","Лодка <b>опрокидывается</b>.",⛵
une portion,порция,"Une <b>portion</b> de frites.","<b>Порция</b> картошки фри.",🍟
immuable,неизменный,"Une loi <b>immuable</b>.","<b>Неизменный</b> закон.",📜
une supériorité,превосходство,"Un air de <b>supériorité</b>.","Вид <b>превосходства</b>.",😏
âpre,суровый,"Une <b>âpre</b> bataille.","<b>Ожесточённая</b> битва.",⚔️
"inachevé, inachevée",незавершённый,"Un travail <b>inachevé</b>.","<b>Незавершённая</b> работа.",📝
une tunique,туника,"Une <b>tunique</b> romaine.","Римская <b>туника</b>.",👘
incomparable,несравненный,"Une beauté <b>incomparable</b>.","<b>Несравненная</b> красота.",⭐
"planté, plantée",засаженный,"Un jardin bien <b>planté</b>.","Хорошо <b>засаженный</b> сад.",🌱
"civilisé, civilisée",цивилизованный,"Un peuple <b>civilisé</b>.","<b>Цивилизованный</b> народ.",🏛️
un repli,отступление,"Un <b>repli</b> stratégique.","Стратегическое <b>отступление</b>.",🏃
une sollicitude,заботливость,"Avec <b>sollicitude</b>.","С <b>заботой</b>.",🤗
promouvoir,продвигать,"<b>Promouvoir</b> un produit.","<b>Продвигать</b> продукт.",📈
une hypocrisie,лицемерие,"Une pure <b>hypocrisie</b>.","Чистое <b>лицемерие</b>.",🎭
ronronner,мурлыкать,"Le chat <b>ronronne</b>.","Кот <b>мурлычет</b>.",🐱
une fissure,трещина,"Une <b>fissure</b> dans le mur.","<b>Трещина</b> в стене.",🧱
"roulé, roulée",скрученный,"Un cigare <b>roulé</b>.","<b>Скрученная</b> сигара.",🚬
une aspiration,стремление,"Une <b>aspiration</b> au bonheur.","<b>Стремление</b> к счастью.",✨
bricoler,мастерить,"Aimer <b>bricoler</b>.","Любить <b>мастерить</b>.",🔧
fredonner,напевать,"<b>Fredonner</b> une chanson.","<b>Напевать</b> песню.",🎵
âcre,едкий,"Une fumée <b>âcre</b>.","<b>Едкий</b> дым.",💨
une balustrade,балюстрада,"S'appuyer sur la <b>balustrade</b>.","Опереться на <b>балюстраду</b>.",🏛️
stupide,тупой,"Une question <b>stupide</b>.","<b>Тупой</b> вопрос.",🤦
une gravure,гравюра,"Une <b>gravure</b> ancienne.","Старинная <b>гравюра</b>.",🖼️
une jetée,пирс,"Une <b>jetée</b> de bois.","Деревянный <b>пирс</b>.",⛵
cavaler,бежать,"<b>Cavaler</b> dans la rue.","<b>Нестись</b> по улице.",🏃
crépiter,потрескивать,"Le feu <b>crépite</b>.","Огонь <b>потрескивает</b>.",🔥
"béant, béante",зияющий,"Une plaie <b>béante</b>.","<b>Зияющая</b> рана.",🩸
un administrateur,администратор,"L'<b>administrateur</b> du site.","<b>Администратор</b> сайта.",💻
une veillée,вечеринка,"Une <b>veillée</b> funèbre.","Поминальная <b>вечеря</b>.",🕯️
saboter,саботировать,"<b>Saboter</b> un projet.","<b>Саботировать</b> проект.",💥
grelotter,дрожать,"<b>Grelotter</b> de froid.","<b>Дрожать</b> от холода.",🥶
"hautain, hautaine",надменный,"Un air <b>hautain</b>.","<b>Надменный</b> вид.",😏
"satisfaisant, satisfaisante",удовлетворительный,"Un résultat <b>satisfaisant</b>.","<b>Удовлетворительный</b> результат.",✅
irresponsable,безответственный,"Un comportement <b>irresponsable</b>.","<b>Безответственное</b> поведение.",😤
un badge,бейдж,"Porter un <b>badge</b>.","Носить <b>бейдж</b>.",📛
péniblement,с трудом,"Avancer <b>péniblement</b>.","<b>С трудом</b> продвигаться.",😓
teinter,подкрашивать,"<b>Teinter</b> les cheveux.","<b>Подкрасить</b> волосы.",💇
une appréhension,опасение,"Avec <b>appréhension</b>.","С <b>опаской</b>.",😟
une naïveté,наивность,"Une <b>naïveté</b> touchante.","Трогательная <b>наивность</b>.",👶
"suivi, suivie",последовательный,"Un travail <b>suivi</b>.","<b>Последовательная</b> работа.",📊
extirper,вырывать,"<b>Extirper</b> une dent.","<b>Вырвать</b> зуб.",🦷
un mât,мачта,"Le <b>mât</b> du navire.","<b>Мачта</b> корабля.",⛵
une cinquantaine,около пятидесяти,"Une <b>cinquantaine</b> d'années.","<b>Около пятидесяти</b> лет.",5️⃣0️⃣
déballer,распаковывать,"<b>Déballer</b> un cadeau.","<b>Распаковать</b> подарок.",🎁
sèchement,сухо,"Répondre <b>sèchement</b>.","Ответить <b>сухо</b>.",😐
"ignorant, ignorante",невежественный,"Un homme <b>ignorant</b>.","<b>Невежественный</b> человек.",📚
rappliquer,приходить,"<b>Rappliquer</b> chez quelqu'un.","<b>Заявиться</b> к кому-то.",🚪
fauve,рыжевато-жёлтый,"Un pelage <b>fauve</b>.","<b>Рыжеватая</b> шерсть.",🦁
un pâtissier,кондитер,"Un <b>pâtissier</b> talentueux.","Талантливый <b>кондитер</b>.",🍰
acide,кислый,"Un goût <b>acide</b>.","<b>Кислый</b> вкус.",🍋
un pèlerinage,паломничество,"Un <b>pèlerinage</b> à La Mecque.","<b>Паломничество</b> в Мекку.",⛪
un technicien,техник,"Un <b>technicien</b> qualifié.","Квалифицированный <b>техник</b>.",🔧
"indulgent, indulgente",снисходительный,"Un juge <b>indulgent</b>.","<b>Снисходительный</b> судья.",👴
un minou,котёнок,"Mon petit <b>minou</b>.","Мой маленький <b>котёнок</b>.",🐱
un nombril,пупок,"Le <b>nombril</b> du monde.","<b>Пуп</b> земли.",👤
mollement,вяло,"Répondre <b>mollement</b>.","Ответить <b>вяло</b>.",😐
une canaille,негодяй,"Une <b>canaille</b> notoire.","Известный <b>негодяй</b>.",😈
bafouiller,запинаться,"<b>Bafouiller</b> une excuse.","<b>Запинаясь</b> произнести извинение.",🗣️
simplifier,упрощать,"<b>Simplifier</b> le processus.","<b>Упростить</b> процесс.",✅
spectaculaire,эффектный,"Un saut <b>spectaculaire</b>.","<b>Эффектный</b> прыжок.",🤸
un fléau,бедствие,"Le <b>fléau</b> de la guerre.","<b>Бедствие</b> войны.",⚠️
inexplicable,необъяснимый,"Un phénomène <b>inexplicable</b>.","<b>Необъяснимое</b> явление.",🔮
un attrait,привлекательность,"L'<b>attrait</b> de la nouveauté.","<b>Привлекательность</b> новизны.",✨
