French,Russian,ExampleFrench,ExampleRussian,Emoji
un bougre,малый (разг.),"Un pauvre <b>bougre</b>.","Бедный <b>малый</b>.",👨
une architecture,архитектура,"L'<b>architecture</b> gothique.","Готическая <b>архитектура</b>.",🏛️
contredire,противоречить,"<b>Contredire</b> quelqu'un.","<b>Противоречить</b> кому-то.",🗣️
"fréquent, fréquente",частый,"Un problème <b>fréquent</b>.","<b>Частая</b> проблема.",🔄
une trentaine,около тридцати,"Une <b>trentaine</b> de personnes.","Около <b>тридцати</b> человек.",3️⃣0️⃣
tapoter,постукивать,"<b>Tapoter</b> sur la table.","<b>Постукивать</b> по столу.",✋
un bourg,городок,"Un petit <b>bourg</b>.","Маленький <b>городок</b>.",🏘️
alimenter,снабжать,"<b>Alimenter</b> un débat.","<b>Подпитывать</b> дискуссию.",🔌
chevaucher,скакать верхом,"<b>Chevaucher</b> un cheval.","<b>Скакать</b> на лошади.",🐎
submerger,затоплять,"<b>Submerger</b> de travail.","<b>Завалить</b> работой.",🌊
un roseau,тростник,"Un <b>roseau</b> au bord de l'eau.","<b>Тростник</b> у воды.",🌿
un radar,радар,"Un <b>radar</b> de vitesse.","<b>Радар</b> скорости.",📡
une cure,лечение,"Une <b>cure</b> thermale.","Курс <b>лечения</b>.",🏥
"animé, animée",оживлённый,"Une rue <b>animée</b>.","<b>Оживлённая</b> улица.",🏙️
digérer,переваривать,"<b>Digérer</b> un repas.","<b>Переварить</b> еду.",🍽️
une passerelle,пешеходный мостик,"Une <b>passerelle</b> en bois.","Деревянный <b>мостик</b>.",🌉
une idole,кумир,"Une <b>idole</b> de la jeunesse.","<b>Кумир</b> молодёжи.",⭐
dissoudre,растворять,"<b>Dissoudre</b> le sucre.","<b>Растворить</b> сахар.",🥄
accouder,облокачиваться,"S'<b>accouder</b> au bar.","<b>Облокотиться</b> на бар.",🍺
dernièrement,недавно,"<b>Dernièrement</b>, j'ai voyagé.","<b>Недавно</b> я путешествовал.",📅
un globe,глобус,"Un <b>globe</b> terrestre.","Земной <b>шар</b>.",🌍
une facilité,лёгкость,"Avec <b>facilité</b>.","С <b>лёгкостью</b>.",😌
une cote,котировка,"La <b>cote</b> en bourse.","Биржевая <b>котировка</b>.",📈
une faillite,банкротство,"Faire <b>faillite</b>.","<b>Обанкротиться</b>.",💸
un surnom,прозвище,"Donner un <b>surnom</b>.","Дать <b>прозвище</b>.",🏷️
trouer,продырявить,"<b>Trouer</b> un mur.","<b>Продырявить</b> стену.",🕳️
un voisinage,соседство,"Le <b>voisinage</b> est calme.","<b>Соседство</b> тихое.",🏘️
une cascade,водопад,"Une <b>cascade</b> magnifique.","Великолепный <b>водопад</b>.",💦
une protestation,протест,"Une <b>protestation</b> pacifique.","Мирный <b>протест</b>.",✊
"gluant, gluante",липкий,"Une surface <b>gluante</b>.","<b>Липкая</b> поверхность.",🤢
une infirmerie,медпункт,"Aller à l'<b>infirmerie</b>.","Идти в <b>медпункт</b>.",🏥
déshonorer,бесчестить,"<b>Déshonorer</b> sa famille.","<b>Опозорить</b> семью.",😔
un manuel,учебник,"Un <b>manuel</b> scolaire.","Школьный <b>учебник</b>.",📖
bêtement,глупо,"Répondre <b>bêtement</b>.","Глупо <b>ответить</b>.",🤦
une rame,весло,"Prendre les <b>rames</b>.","Взять <b>вёсла</b>.",🚣
un enlèvement,похищение,"Un <b>enlèvement</b> d'enfant.","<b>Похищение</b> ребёнка.",🚗
moite,влажный,"Des mains <b>moites</b>.","<b>Влажные</b> ладони.",💧
une scie,пила,"Couper avec une <b>scie</b>.","Пилить <b>пилой</b>.",🪚
froisser,мять,"<b>Froisser</b> du papier.","<b>Мять</b> бумагу.",📄
quasiment,почти,"<b>Quasiment</b> terminé.","<b>Почти</b> закончено.",✅
un cycle,цикл,"Le <b>cycle</b> de la vie.","<b>Цикл</b> жизни.",🔄
"stupéfait, stupéfaite",ошеломлённый,"Je suis <b>stupéfait</b>.","Я <b>ошеломлён</b>.",😲
une conception,концепция,"Une nouvelle <b>conception</b>.","Новая <b>концепция</b>.",💡
sculpter,ваять,"<b>Sculpter</b> une statue.","<b>Ваять</b> статую.",🗿
un délégué,делегат,"Le <b>délégué</b> de classe.","<b>Староста</b> класса.",👨‍🎓
une adolescence,подростковый возраст,"L'<b>adolescence</b> difficile.","Трудное <b>отрочество</b>.",👦
une pellicule,плёнка,"Une <b>pellicule</b> photo.","Фото<b>плёнка</b>.",📷
adosser,прислонять,"S'<b>adosser</b> au mur.","<b>Прислониться</b> к стене.",🧱
accentuer,подчёркивать,"<b>Accentuer</b> un mot.","<b>Сделать акцент</b> на слове.",📢
une ressemblance,сходство,"Une <b>ressemblance</b> frappante.","Поразительное <b>сходство</b>.",👯
une centrale,станция,"Une <b>centrale</b> nucléaire.","Атомная <b>электростанция</b>.",⚡
sangloter,рыдать,"<b>Sangloter</b> de douleur.","<b>Рыдать</b> от боли.",😭
un caleçon,трусы; кальсоны,"Un <b>caleçon</b> en coton.","Хлопковые <b>трусы</b>.",🩲
un zèle,рвение,"Travailler avec <b>zèle</b>.","Работать с <b>рвением</b>.",💪
un environnement,окружение,"L'<b>environnement</b> naturel.","Природная <b>среда</b>.",🌿
mijoter,тушить,"<b>Mijoter</b> une sauce.","<b>Тушить</b> соус.",🍲
décréter,постановлять,"<b>Décréter</b> un couvre-feu.","<b>Ввести</b> комендантский час.",📜
une tranquillité,спокойствие,"La <b>tranquillité</b> de la campagne.","<b>Спокойствие</b> деревни.",😌
fade,пресный,"Un plat <b>fade</b>.","<b>Пресное</b> блюдо.",😐
galoper,скакать,"Le cheval <b>galope</b>.","Лошадь <b>скачет</b>.",🐴
un froc,штаны (разг.),"Mettre son <b>froc</b>.","Надеть <b>штаны</b>.",👖
démonter,разбирать,"<b>Démonter</b> une machine.","<b>Разобрать</b> машину.",🔧
détailler,детализировать,"<b>Détailler</b> un plan.","<b>Детализировать</b> план.",📋
une délégation,делегация,"Une <b>délégation</b> officielle.","Официальная <b>делегация</b>.",👥
une consolation,утешение,"Une <b>consolation</b> pour lui.","<b>Утешение</b> для него.",🤗
"rêveur, rêveuse",мечтательный,"Un air <b>rêveur</b>.","<b>Мечтательный</b> вид.",💭
garnir,гарнировать,"<b>Garnir</b> un plat.","<b>Украсить</b> блюдо.",🍽️
"gonflé, gonflée",надутый,"Un ballon <b>gonflé</b>.","<b>Надутый</b> шарик.",🎈
tendrement,нежно,"Regarder <b>tendrement</b>.","Смотреть <b>нежно</b>.",😍
un évier,раковина кухонная,"L'<b>évier</b> de la cuisine.","Кухонная <b>раковина</b>.",🚰
un galop,галоп,"Partir au <b>galop</b>.","Пуститься в <b>галоп</b>.",🐎
grouper,группировать,"<b>Grouper</b> les élèves.","<b>Сгруппировать</b> учеников.",👥
un juré,присяжный,"Le <b>juré</b> numéro un.","<b>Присяжный</b> номер один.",⚖️
une cerise,вишня,"Une tarte aux <b>cerises</b>.","Пирог с <b>вишней</b>.",🍒
une escorte,эскорт,"Une <b>escorte</b> armée.","Вооружённый <b>эскорт</b>.",🚔
"insolent, insolente",дерзкий,"Un ton <b>insolent</b>.","<b>Дерзкий</b> тон.",😤
une véranda,веранда,"Prendre le thé sur la <b>véranda</b>.","Пить чай на <b>веранде</b>.",🏡
complémentaire,дополнительный,"Une information <b>complémentaire</b>.","<b>Дополнительная</b> информация.",➕
un seigneur,сеньор,"Le <b>seigneur</b> du château.","<b>Хозяин</b> замка.",👑
une pénombre,полумрак,"Dans la <b>pénombre</b>.","В <b>полумраке</b>.",🌑
une bévue,промах,"Commettre une <b>bévue</b>.","Допустить <b>промах</b>.",🤦
exécrable,отвратительный,"Un temps <b>exécrable</b>.","<b>Отвратительная</b> погода.",🌧️
un organe,орган,"Un <b>organe</b> vital.","Жизненно важный <b>орган</b>.",🫀
subir,подвергаться,"<b>Subir</b> un examen.","<b>Сдавать</b> экзамен.",📝
râper,тереть,"<b>Râper</b> du fromage.","<b>Тереть</b> сыр.",🧀
une allocation,пособие,"Une <b>allocation</b> chômage.","Пособие по <b>безработице</b>.",💰
