French,Russian,ExampleFrench,ExampleRussian,Emoji
une brune,брюнетка,"Une jolie <b>brune</b>.","Красивая <b>брюнетка</b>.",👩‍🦱
affaler,плюхаться,"S'<b>affaler</b> sur le canapé.","<b>Плюхнуться</b> на диван.",🛋️
un donneur,донор,"Un <b>donneur</b> de sang.","<b>Донор</b> крови.",🩸
une grossesse,беременность,"Une <b>grossesse</b> heureuse.","Счастливая <b>беременность</b>.",🤰
abstenir,воздерживаться,"S'<b>abstenir</b> de voter.","<b>Воздержаться</b> от голосования.",✋
"scandaleux, scandaleuse",скандальный,"Une affaire <b>scandaleuse</b>.","<b>Скандальное</b> дело.",😱
grignoter,грызть,"<b>Grignoter</b> des biscuits.","<b>Грызть</b> печенье.",🍪
un couturier,кутюрье,"Un grand <b>couturier</b>.","Великий <b>кутюрье</b>.",👗
un jaloux,ревнивец,"Quel <b>jaloux</b> !","Какой <b>ревнивец</b>!",💚
un taillis,подлесок,"Se cacher dans les <b>taillis</b>.","Спрятаться в <b>подлеске</b>.",🌳
"poilu, poilue",волосатый,"Un homme <b>poilu</b>.","<b>Волосатый</b> мужчина.",🧔
aménager,обустраивать,"<b>Aménager</b> un appartement.","<b>Обустроить</b> квартиру.",🏠
charmer,очаровывать,"<b>Charmer</b> le public.","<b>Очаровать</b> публику.",✨
une croupe,круп,"La <b>croupe</b> du cheval.","<b>Круп</b> лошади.",🐴
suffoquer,задыхаться,"<b>Suffoquer</b> de chaleur.","<b>Задыхаться</b> от жары.",🥵
une assise,основание,"L'<b>assise</b> du mur.","<b>Основание</b> стены.",🧱
"peinard, peinarde",спокойный,"Rester <b>peinard</b>.","Оставаться <b>в покое</b>.",😌
un trophée,трофей,"Un <b>trophée</b> de chasse.","Охотничий <b>трофей</b>.",🏆
aisément,легко,"Comprendre <b>aisément</b>.","<b>Легко</b> понять.",👌
un axe,ось,"L'<b>axe</b> de la roue.","<b>Ось</b> колеса.",⚙️
un total,итог,"Le <b>total</b> des dépenses.","<b>Итог</b> расходов.",🧮
manifestement,очевидно,"<b>Manifestement</b>, il ment.","<b>Очевидно</b>, он лжёт.",🤔
un gaillard,молодец,"Un solide <b>gaillard</b>.","Крепкий <b>молодец</b>.",💪
bénéficier,пользоваться,"<b>Bénéficier</b> d'un avantage.","<b>Пользоваться</b> преимуществом.",✅
un châle,шаль,"Un <b>châle</b> en laine.","Шерстяная <b>шаль</b>.",🧣
illustrer,иллюстрировать,"<b>Illustrer</b> un livre.","<b>Иллюстрировать</b> книгу.",🖼️
un mortel,смертный,"Un simple <b>mortel</b>.","Простой <b>смертный</b>.",💀
une gouttière,водосток,"La <b>gouttière</b> du toit.","<b>Водосток</b> на крыше.",🏠
un museau,морда,"Le <b>museau</b> du chien.","<b>Морда</b> собаки.",🐕
une allégresse,ликование,"Crier d'<b>allégresse</b>.","Кричать от <b>радости</b>.",🎉
une ronce,ежевика,"Des <b>ronces</b> sauvages.","Дикая <b>ежевика</b>.",🫐
favoriser,благоприятствовать,"<b>Favoriser</b> le développement.","<b>Способствовать</b> развитию.",📈
un communiqué,коммюнике,"Un <b>communiqué</b> de presse.","Пресс-<b>релиз</b>.",📰
un motel,мотель,"Dormir dans un <b>motel</b>.","Ночевать в <b>мотеле</b>.",🏨
un chandail,свитер,"Un <b>chandail</b> chaud.","Тёплый <b>свитер</b>.",🧥
"séparé, séparée",отдельный,"Des chambres <b>séparées</b>.","<b>Отдельные</b> комнаты.",🚪
une morsure,укус,"Une <b>morsure</b> de serpent.","<b>Укус</b> змеи.",🐍
une limonade,лимонад,"Un verre de <b>limonade</b>.","Стакан <b>лимонада</b>.",🍋
une fiançailles,помолвка,"Annoncer ses <b>fiançailles</b>.","Объявить о <b>помолвке</b>.",💍
shooter,стрелять (спорт),"<b>Shooter</b> au but.","<b>Бить</b> по воротам.",⚽
une chauve-souris,летучая мышь,"Une <b>chauve-souris</b> nocturne.","Ночная <b>летучая мышь</b>.",🦇
un labeur,труд,"Un dur <b>labeur</b>.","Тяжёлый <b>труд</b>.",💼
bidon,липовый,"Une excuse <b>bidon</b>.","<b>Липовая</b> отговорка.",🤥
blottir,прижиматься,"Se <b>blottir</b> contre quelqu'un.","<b>Прижаться</b> к кому-то.",🤗
"méfiant, méfiante",недоверчивый,"Un regard <b>méfiant</b>.","<b>Недоверчивый</b> взгляд.",🤨
empresser,спешить,"S'<b>empresser</b> de répondre.","<b>Поспешить</b> ответить.",⏰
mobiliser,мобилизовать,"<b>Mobiliser</b> les troupes.","<b>Мобилизовать</b> войска.",🪖
un artisan,ремесленник,"Un <b>artisan</b> qualifié.","Квалифицированный <b>ремесленник</b>.",🔨
relativement,относительно,"C'est <b>relativement</b> simple.","Это <b>относительно</b> просто.",📊
tenace,упорный,"Un espoir <b>tenace</b>.","<b>Упорная</b> надежда.",💪
un dévouement,преданность,"Un <b>dévouement</b> total.","Полная <b>преданность</b>.",❤️
une crosse,клюшка,"Une <b>crosse</b> de hockey.","Хоккейная <b>клюшка</b>.",🏒
frayer,прокладывать,"Se <b>frayer</b> un chemin.","<b>Прокладывать</b> путь.",🚶
un torchon,тряпка,"Un <b>torchon</b> de cuisine.","Кухонная <b>тряпка</b>.",🧹
un lancement,запуск,"Le <b>lancement</b> d'une fusée.","<b>Запуск</b> ракеты.",🚀
"naval, navale",морской,"Une base <b>navale</b>.","<b>Морская</b> база.",⚓
strictement,строго,"<b>Strictement</b> interdit.","<b>Строго</b> запрещено.",🚫
une brèche,брешь,"Ouvrir une <b>brèche</b>.","Открыть <b>брешь</b>.",🕳️
un championnat,чемпионат,"Le <b>championnat</b> du monde.","<b>Чемпионат</b> мира.",🏆
un acheteur,покупатель,"Un <b>acheteur</b> potentiel.","Потенциальный <b>покупатель</b>.",🛒
paumer,терять (разг.),"<b>Paumer</b> ses clés.","<b>Потерять</b> ключи.",🔑
fasciste,фашистский,"Un régime <b>fasciste</b>.","<b>Фашистский</b> режим.",⚠️
tituber,шататься,"<b>Tituber</b> de fatigue.","<b>Шататься</b> от усталости.",🥴
un bûcher,костёр,"Brûler sur le <b>bûcher</b>.","Сгореть на <b>костре</b>.",🔥
une sincérité,искренность,"Avec <b>sincérité</b>.","С <b>искренностью</b>.",💯
purement,чисто,"<b>Purement</b> et simplement.","Просто-<b>напросто</b>.",✨
un aïeul,предок,"Nos <b>aïeux</b>.","Наши <b>предки</b>.",👴
un dictionnaire,словарь,"Consulter un <b>dictionnaire</b>.","Смотреть в <b>словаре</b>.",📖
une braise,уголёк,"Des <b>braises</b> ardentes.","Раскалённые <b>угли</b>.",🔥
"indiscret, indiscrète",нескромный,"Une question <b>indiscrète</b>.","<b>Нескромный</b> вопрос.",👀
lugubre,мрачный,"Un endroit <b>lugubre</b>.","<b>Мрачное</b> место.",🌑
un portugais,португалец,"Un ami <b>portugais</b>.","Друг-<b>португалец</b>.",🇵🇹
exotique,экзотический,"Un fruit <b>exotique</b>.","<b>Экзотический</b> фрукт.",🥭
une trajectoire,траектория,"La <b>trajectoire</b> d'un missile.","<b>Траектория</b> ракеты.",📐
un compromis,компромисс,"Trouver un <b>compromis</b>.","Найти <b>компромисс</b>.",🤝
