French,Russian,ExampleFrench,ExampleRussian,Emoji
"chirurgical, chirurgicale",хирургический,"Une intervention <b>chirurgicale</b>.","<b>Хирургическое</b> вмешательство.",🏥
un aérodrome,аэродром,"Atterrir sur un <b>aérodrome</b>.","Приземлиться на <b>аэродроме</b>.",✈️
un magnétophone,магнитофон,"Enregistrer avec un <b>magnétophone</b>.","Записать на <b>магнитофон</b>.",📼
une combustion,горение,"Une <b>combustion</b> spontanée.","Спонтанное <b>горение</b>.",🔥
reformer,переформировать,"<b>Reformer</b> les rangs.","<b>Переформировать</b> ряды.",👥
un canyon,каньон,"Le Grand <b>Canyon</b>.","Большой <b>Каньон</b>.",🏜️
dépeindre,изображать,"<b>Dépeindre</b> une situation.","<b>Изобразить</b> ситуацию.",🎨
emboîter,вставлять,"<b>Emboîter</b> les pièces.","<b>Вставить</b> детали.",🧩
un merle,дрозд,"Le chant du <b>merle</b>.","Пение <b>дрозда</b>.",🐦
meurtrir,ранить,"<b>Meurtrir</b> quelqu'un.","<b>Ранить</b> кого-то.",💔
un pull-over,пуловер,"Un <b>pull-over</b> en laine.","Шерстяной <b>пуловер</b>.",🧥
un reptile,рептилия,"Un <b>reptile</b> venimeux.","Ядовитая <b>рептилия</b>.",🦎
un espionnage,шпионаж,"Un film d'<b>espionnage</b>.","Фильм о <b>шпионаже</b>.",🕵️
une belle-fille,невестка,"Ma <b>belle-fille</b> est adorable.","Моя <b>невестка</b> очаровательна.",👩
une crypte,крипта,"La <b>crypte</b> de l'église.","<b>Крипта</b> церкви.",⛪
"bloqué, bloquée",заблокированный,"Un compte <b>bloqué</b>.","<b>Заблокированный</b> счёт.",🔒
une contraction,сокращение,"Une <b>contraction</b> musculaire.","Мышечное <b>сокращение</b>.",💪
un héroïsme,героизм,"Un acte d'<b>héroïsme</b>.","Акт <b>героизма</b>.",🦸
"cohérent, cohérente",последовательный,"Un discours <b>cohérent</b>.","<b>Последовательная</b> речь.",🗣️
croupir,прозябать,"<b>Croupir</b> en prison.","<b>Прозябать</b> в тюрьме.",😔
une contrebande,контрабанда,"De la <b>contrebande</b> d'armes.","<b>Контрабанда</b> оружия.",📦
une tare,изъян,"Une <b>tare</b> génétique.","Генетический <b>изъян</b>.",🧬
"talentueux, talentueuse",талантливый,"Un artiste <b>talentueux</b>.","<b>Талантливый</b> артист.",🎨
un microscope,микроскоп,"Observer au <b>microscope</b>.","Наблюдать через <b>микроскоп</b>.",🔬
"accablant, accablante",гнетущий,"Une chaleur <b>accablante</b>.","<b>Гнетущая</b> жара.",🥵
"provocant, provocante",провокационный,"Une tenue <b>provocante</b>.","<b>Провокационный</b> наряд.",👗
une tuerie,бойня,"Une <b>tuerie</b> horrible.","Ужасная <b>бойня</b>.",😱
une denrée,товар,"Une <b>denrée</b> alimentaire.","Продовольственный <b>товар</b>.",🛒
un caramel,карамель,"Un bonbon au <b>caramel</b>.","<b>Карамельная</b> конфета.",🍬
une diva,дива,"Une <b>diva</b> de l'opéra.","Оперная <b>дива</b>.",🎭
orchestrer,организовывать,"<b>Orchestrer</b> un événement.","<b>Организовать</b> мероприятие.",🎼
un chevreuil,косуля,"Un <b>chevreuil</b> dans la forêt.","<b>Косуля</b> в лесу.",🦌
