French,Russian,ExampleFrench,ExampleRussian,Emoji
une consommation,потребление,"La <b>consommation</b> d'énergie.","<b>Потребление</b> энергии.",📊
un décret,декрет,"Signer un <b>décret</b>.","Подписать <b>декрет</b>.",📜
via,через,"Voyager <b>via</b> Paris.","Путешествовать <b>через</b> Париж.",🛫
un bien-être,благополучие,"Le <b>bien-être</b> physique.","Физическое <b>благополучие</b>.",😌
une urine,моча,"Une analyse d'<b>urine</b>.","Анализ <b>мочи</b>.",🧪
assurément,несомненно,"<b>Assurément</b>, c'est vrai.","<b>Несомненно</b>, это правда.",✅
une requête,запрос,"Soumettre une <b>requête</b>.","Подать <b>запрос</b>.",📝
"puéril, puérile",детский,"Un comportement <b>puéril</b>.","<b>Детское</b> поведение.",🧒
une méditation,медитация,"Une séance de <b>méditation</b>.","Сеанс <b>медитации</b>.",🧘
"respectueux, respectueuse",уважительный,"Un ton <b>respectueux</b>.","<b>Уважительный</b> тон.",🙏
conjurer,заклинать,"<b>Conjurer</b> le sort.","<b>Заклинать</b> судьбу.",✨
réprimer,подавлять,"<b>Réprimer</b> une révolte.","<b>Подавить</b> восстание.",✊
un lointain,даль,"Dans le <b>lointain</b>.","В <b>дали</b>.",🌄
héberger,приютить,"<b>Héberger</b> un ami.","<b>Приютить</b> друга.",🏠
un tampon,штамп,"Un <b>tampon</b> encreur.","Чернильный <b>штамп</b>.",📋
un butin,добыча,"Le <b>butin</b> des pirates.","<b>Добыча</b> пиратов.",💰
"risqué, risquée",рискованный,"Une entreprise <b>risquée</b>.","<b>Рискованное</b> предприятие.",⚠️
une consultation,консультация,"Une <b>consultation</b> médicale.","Медицинская <b>консультация</b>.",👨‍⚕️
hystérique,истеричный,"Une crise <b>hystérique</b>.","<b>Истерический</b> припадок.",😱
une superstition,суеверие,"Une vieille <b>superstition</b>.","Старое <b>суеверие</b>.",🔮
"étincelant, étincelante",сверкающий,"Des yeux <b>étincelants</b>.","<b>Сверкающие</b> глаза.",✨
doter,наделять,"<b>Doter</b> d'un pouvoir.","<b>Наделить</b> властью.",🎁
inoubliable,незабываемый,"Un souvenir <b>inoubliable</b>.","<b>Незабываемое</b> воспоминание.",💫
redoubler,удваивать,"<b>Redoubler</b> d'efforts.","<b>Удвоить</b> усилия.",📈
un procédé,метод,"Un <b>procédé</b> technique.","Технический <b>метод</b>.",🔧
"fatigant, fatigante",утомительный,"Un travail <b>fatigant</b>.","<b>Утомительная</b> работа.",😩
une sécheresse,засуха,"Une <b>sécheresse</b> terrible.","Страшная <b>засуха</b>.",🏜️
un bavardage,болтовня,"Des <b>bavardages</b> inutiles.","Ненужная <b>болтовня</b>.",💬
une boucherie,мясная лавка,"Aller à la <b>boucherie</b>.","Идти в <b>мясную лавку</b>.",🥩
"minéral, minérale",минеральный,"Une eau <b>minérale</b>.","<b>Минеральная</b> вода.",💧
une nouveauté,новинка,"Les <b>nouveautés</b> du mois.","<b>Новинки</b> месяца.",🆕
une courtoisie,вежливость,"Une <b>courtoisie</b> exquise.","Изысканная <b>вежливость</b>.",🎩
"républicain, républicaine",республиканский,"Le parti <b>républicain</b>.","<b>Республиканская</b> партия.",🏛️
une soucoupe,блюдце,"Une <b>soucoupe</b> volante.","Летающая <b>тарелка</b>.",🛸
une commune,коммуна,"La <b>commune</b> de Paris.","Парижская <b>коммуна</b>.",🏘️
un hold-up,ограбление,"Commettre un <b>hold-up</b>.","Совершить <b>ограбление</b>.",🏦
déverser,выливать,"<b>Déverser</b> des déchets.","<b>Сливать</b> отходы.",🌊
un palace,дворец-отель,"Un <b>palace</b> cinq étoiles.","Пятизвёздочный <b>отель</b>.",🏰
une entente,согласие,"Une bonne <b>entente</b>.","Хорошее <b>согласие</b>.",🤝
entraver,препятствовать,"<b>Entraver</b> la circulation.","<b>Препятствовать</b> движению.",🚧
"souverain, souveraine",суверенный,"Un État <b>souverain</b>.","<b>Суверенное</b> государство.",👑
une fabrique,фабрика,"Une <b>fabrique</b> de jouets.","<b>Фабрика</b> игрушек.",🏭
une météo,погода,"Regarder la <b>météo</b>.","Смотреть <b>прогноз погоды</b>.",🌤️
une sphère,сфера,"La <b>sphère</b> politique.","Политическая <b>сфера</b>.",⭕
infime,ничтожный,"Une chance <b>infime</b>.","<b>Ничтожный</b> шанс.",🔬
un minus,ничтожество,"Quel <b>minus</b> !","Какое <b>ничтожество</b>!",👎
un voyant,ясновидящий,"Consulter un <b>voyant</b>.","Обратиться к <b>ясновидящему</b>.",🔮
scintiller,мерцать,"Les étoiles <b>scintillent</b>.","Звёзды <b>мерцают</b>.",⭐
un martyr,мученик,"Un <b>martyr</b> de la foi.","<b>Мученик</b> веры.",⛪
une meuf,девушка (разг.),"Une jolie <b>meuf</b>.","Симпатичная <b>девчонка</b>.",👩
là-dessous,под этим,"Qu'est-ce qu'il y a <b>là-dessous</b> ?","Что <b>под этим</b> скрывается?",🔍
inaccessible,недоступный,"Un lieu <b>inaccessible</b>.","<b>Недоступное</b> место.",⛰️
comptable,бухгалтер,"Un <b>comptable</b> qualifié.","Квалифицированный <b>бухгалтер</b>.",📊
amorcer,начинать,"<b>Amorcer</b> un projet.","<b>Начать</b> проект.",🚀
"blindé, blindée",бронированный,"Un véhicule <b>blindé</b>.","<b>Бронированная</b> машина.",🪖
une ardoise,шифер,"Un toit en <b>ardoise</b>.","Крыша из <b>шифера</b>.",🏠
broyer,дробить,"<b>Broyer</b> du café.","<b>Молоть</b> кофе.",☕
esquiver,уклоняться,"<b>Esquiver</b> un coup.","<b>Уклониться</b> от удара.",🥊
stratégique,стратегический,"Une position <b>stratégique</b>.","<b>Стратегическая</b> позиция.",📍
hérisser,ощетиниваться,"Se <b>hérisser</b> de colère.","<b>Ощетиниться</b> от злости.",😾
une plantation,плантация,"Une <b>plantation</b> de café.","<b>Плантация</b> кофе.",🌱
un vocabulaire,словарный запас,"Un riche <b>vocabulaire</b>.","Богатый <b>словарный запас</b>.",📚
poliment,вежливо,"Répondre <b>poliment</b>.","Ответить <b>вежливо</b>.",🙂
pondre,нести яйца,"La poule <b>pond</b> des œufs.","Курица <b>несёт</b> яйца.",🥚
un statut,статус,"Un <b>statut</b> social.","Социальный <b>статус</b>.",📊
un bouillon,бульон,"Un <b>bouillon</b> de légumes.","Овощной <b>бульон</b>.",🍲
une quinzaine,полтора десятка,"Une <b>quinzaine</b> de jours.","<b>Две недели</b>.",📅
"incessant, incessante",непрестанный,"Un bruit <b>incessant</b>.","<b>Непрестанный</b> шум.",🔊
prélever,изымать,"<b>Prélever</b> un échantillon.","<b>Взять</b> образец.",🧪
"bouillant, bouillante",кипящий,"Une eau <b>bouillante</b>.","<b>Кипящая</b> вода.",🔥
un commando,коммандос,"Un <b>commando</b> d'élite.","Элитный <b>коммандос</b>.",🪖
une frange,чёлка,"Une <b>frange</b> sur le front.","<b>Чёлка</b> на лбу.",💇
une purée,пюре,"Une <b>purée</b> de pommes de terre.","Картофельное <b>пюре</b>.",🥔
allier,сочетать,"<b>Allier</b> force et beauté.","<b>Сочетать</b> силу и красоту.",🤝
"pervers, perverse",извращённый,"Un esprit <b>pervers</b>.","<b>Извращённый</b> ум.",😈
un tract,листовка,"Distribuer des <b>tracts</b>.","Раздавать <b>листовки</b>.",📄
un tumulte,шум,"Un <b>tumulte</b> de voix.","<b>Шум</b> голосов.",📢
un tango,танго,"Danser le <b>tango</b>.","Танцевать <b>танго</b>.",💃
une injection,инъекция,"Une <b>injection</b> de vaccin.","<b>Инъекция</b> вакцины.",💉
un autrichien,австриец,"Un <b>Autrichien</b> de Vienne.","<b>Австриец</b> из Вены.",🇦🇹
un repère,ориентир,"Un point de <b>repère</b>.","<b>Ориентир</b>.",📍
un short,шорты,"Mettre un <b>short</b>.","Надеть <b>шорты</b>.",🩳
une variété,разнообразие,"Une grande <b>variété</b>.","Большое <b>разнообразие</b>.",🌈
une anxiété,тревога,"Une <b>anxiété</b> constante.","Постоянная <b>тревога</b>.",😰
relancer,возобновлять,"<b>Relancer</b> l'économie.","<b>Возобновить</b> экономику.",📈
un mobile,мотив,"Le <b>mobile</b> du crime.","<b>Мотив</b> преступления.",🔍
une mi-voix,полушёпот,"Parler à <b>mi-voix</b>.","Говорить <b>вполголоса</b>.",🤫
un piquet,кол,"Planter un <b>piquet</b>.","Вбить <b>кол</b>.",🪵
un cambriolage,кража со взломом,"Commettre un <b>cambriolage</b>.","Совершить <b>кражу со взломом</b>.",🏠
