French,Russian,ExampleFrench,ExampleRussian,Emoji
un chant,пение; песнь,"J'entends un <b>chant</b> d'oiseau.","Я слышу <b>пение</b> птицы.",🎶
franchement,откровенно,"<b>Franchement</b>, je ne sais pas.","<b>Честно</b>, я не знаю.",😐
une entreprise,предприятие,"Il travaille dans une grande <b>entreprise</b>.","Он работает в большой <b>компании</b>.",🏢
inscrire,записывать; регистрировать,"<b>Inscris</b>-toi au cours.","<b>Запишись</b> на курс.",📝
vague,расплывчатый,"C'est une réponse <b>vague</b>.","Это <b>расплывчатый</b> ответ.",🌫️
un sucre,сахар,"Tu veux du <b>sucre</b> ?","Хочешь <b>сахар</b>?",🍬
sérieusement,серьёзно,"<b>Sérieusement</b>, arrête !","<b>Серьёзно</b>, прекрати!",😤
une race,раса; порода,"C'est quelle <b>race</b> de chien ?","Какой <b>породы</b> собака?",🐕
une manche,рукав; раунд,"Relève tes <b>manches</b>.","Засучи <b>рукава</b>.",👕
une allée,аллея,"Une <b>allée</b> bordée d'arbres.","<b>Аллея</b>, окаймлённая деревьями.",🌳
une science,наука,"La <b>science</b> progresse.","<b>Наука</b> развивается.",🔬
une prise,захват; розетка,"Où est la <b>prise</b> électrique ?","Где <b>розетка</b>?",🔌
une période,период,"C'est une <b>période</b> difficile.","Это трудный <b>период</b>.",📅
un plateau,плато; поднос,"Pose le café sur le <b>plateau</b>.","Поставь кофе на <b>поднос</b>.",🍽️
soupirer,вздыхать,"Elle <b>soupire</b> de tristesse.","Она <b>вздыхает</b> от грусти.",😔
une fièvre,жар; лихорадка,"J'ai de la <b>fièvre</b>.","У меня <b>температура</b>.",🤒
une créature,существо; тварь,"C'est une étrange <b>créature</b>.","Это странное <b>существо</b>.",👽
un piège,ловушка,"C'est un <b>piège</b> !","Это <b>ловушка</b>!",🪤
un gardien,сторож; охранник,"Le <b>gardien</b> surveille l'entrée.","<b>Охранник</b> следит за входом.",💂
une patience,терпение,"Aie de la <b>patience</b>.","Имей <b>терпение</b>.",🧘
un lac,озеро,"On nage dans le <b>lac</b>.","Мы плаваем в <b>озере</b>.",🏞️
noyer,топить; тонуть,"Il a failli se <b>noyer</b>.","Он чуть не <b>утонул</b>.",🌊
une silhouette,силуэт,"J'ai vu une <b>silhouette</b> dans la nuit.","Я увидел <b>силуэт</b> в ночи.",👤
un égard,уважение; внимание,"À cet <b>égard</b>, tu as raison.","В этом <b>отношении</b> ты прав.",🤝
"cruel, cruelle",жестокий,"C'est un homme <b>cruel</b>.","Это <b>жестокий</b> человек.",😈
une essence,бензин; сущность,"Je dois faire le plein d'<b>essence</b>.","Мне надо заправиться <b>бензином</b>.",⛽
un flingue,пушка (разг.),"Il a sorti son <b>flingue</b>.","Он вытащил свой <b>ствол</b>.",🔫
directement,напрямую,"Va <b>directement</b> chez lui.","Иди <b>прямо</b> к нему.",➡️
une voile,парус; вуаль,"Le bateau a une grande <b>voile</b>.","У лодки большой <b>парус</b>.",⛵
sensible,чувствительный,"Elle est très <b>sensible</b>.","Она очень <b>чувствительная</b>.",❤️
une chute,падение,"Attention à la <b>chute</b> !","Осторожно, <b>падение</b>!",⬇️
figurer,изображать; фигурировать,"Son nom <b>figure</b> sur la liste.","Его имя <b>значится</b> в списке.",📋
là-dessus,на этом; по этому поводу,"Je ne suis pas d'accord <b>là-dessus</b>.","Я не согласен <b>с этим</b>.",👆
priver,лишать,"On l'a <b>privé</b> de liberté.","Его <b>лишили</b> свободы.",🚫
une empreinte,отпечаток; след,"Les <b>empreintes</b> digitales.","<b>Отпечатки</b> пальцев.",👆
un champagne,шампанское,"On ouvre le <b>champagne</b> !","Открываем <b>шампанское</b>!",🥂
un domaine,область; поместье,"C'est son <b>domaine</b> d'expertise.","Это его <b>область</b> знаний.",🏡
un esclave,раб,"L'<b>esclave</b> a été libéré.","<b>Раба</b> освободили.",⛓️
"total, totale",полный; общий,"C'est un échec <b>total</b>.","Это <b>полный</b> провал.",📊
violer,нарушать; насиловать,"Il a <b>violé</b> la loi.","Он <b>нарушил</b> закон.",⚖️
concentrer,концентрировать,"<b>Concentre</b>-toi sur ton travail.","<b>Сосредоточься</b> на работе.",🎯
quelquefois,иногда,"<b>Quelquefois</b>, je suis triste.","<b>Иногда</b> мне грустно.",🤔
confirmer,подтверждать,"Je <b>confirme</b> ma réservation.","Я <b>подтверждаю</b> бронирование.",✅
emprunter,брать в долг; заимствовать,"Je peux t'<b>emprunter</b> ton stylo ?","Могу <b>одолжить</b> твою ручку?",✏️
une lecture,чтение,"La <b>lecture</b> est ma passion.","<b>Чтение</b> — моя страсть.",📚
une assurance,страховка; уверенность,"Tu as une <b>assurance</b> auto ?","У тебя есть <b>страховка</b> на машину?",🛡️
une douche,душ,"Je vais prendre une <b>douche</b>.","Я приму <b>душ</b>.",🚿
un commandement,заповедь; командование,"Les dix <b>commandements</b>.","Десять <b>заповедей</b>.",📜
une sueur,пот,"J'étais en <b>sueur</b>.","Я был в <b>поту</b>.",💦
une fuite,бегство; утечка,"Il y a une <b>fuite</b> d'eau.","Есть <b>утечка</b> воды.",💧
un paradis,рай,"C'est le <b>paradis</b> !","Это <b>рай</b>!",🏝️
informer,информировать,"Je vais t'<b>informer</b> des résultats.","Я тебя <b>проинформирую</b> о результатах.",📢
redresser,выпрямлять,"<b>Redresse</b>-toi !","<b>Выпрямись</b>!",🧍
conserver,сохранять,"<b>Conserve</b> ce document.","<b>Сохрани</b> этот документ.",📁
une pression,давление,"La <b>pression</b> est trop forte.","<b>Давление</b> слишком сильное.",📈
incapable,неспособный,"Je suis <b>incapable</b> de mentir.","Я <b>не способен</b> врать.",🚫
un concert,концерт,"Le <b>concert</b> commence à vingt heures.","<b>Концерт</b> начинается в восемь.",🎵
"saint, sainte",святой,"C'est un <b>saint</b> homme.","Это <b>святой</b> человек.",😇
un angle,угол,"L'<b>angle</b> est de quatre-vingt-dix degrés.","<b>Угол</b> равен девяносто градусов.",📐
contempler,созерцать,"J'aime <b>contempler</b> le paysage.","Я люблю <b>созерцать</b> пейзаж.",🌅
un auteur,автор,"Qui est l'<b>auteur</b> de ce livre ?","Кто <b>автор</b> этой книги?",✍️
un ménage,хозяйство; уборка,"Je fais le <b>ménage</b>.","Я делаю <b>уборку</b>.",🧹
tarder,медлить; опаздывать,"Ne <b>tarde</b> pas !","Не <b>медли</b>!",⏰
un prof,учитель (разг.),"Le <b>prof</b> est sympa.","<b>Учитель</b> классный.",👨‍🏫
une plaque,пластина; табличка,"La <b>plaque</b> d'immatriculation.","Номерной <b>знак</b>.",🚗
"prudent, prudente",осторожный,"Sois <b>prudent</b> sur la route.","Будь <b>осторожен</b> на дороге.",⚠️
un inconnu,незнакомец,"Un <b>inconnu</b> m'a parlé.","<b>Незнакомец</b> заговорил со мной.",❓
un empereur,император,"L'<b>empereur</b> de Rome.","<b>Император</b> Рима.",👑
mesurer,измерять,"<b>Mesure</b> la longueur.","<b>Измерь</b> длину.",📏
identifier,идентифицировать,"On a <b>identifié</b> le suspect.","Мы <b>опознали</b> подозреваемого.",🔍
pointer,указывать; отмечаться,"<b>Pointe</b> du doigt.","<b>Укажи</b> пальцем.",👉
invisible,невидимый,"Il est <b>invisible</b>.","Он <b>невидимый</b>.",👻
un rythme,ритм,"Je danse au <b>rythme</b> de la musique.","Я танцую в <b>ритме</b> музыки.",🎵
"privé, privée",частный,"C'est une propriété <b>privée</b>.","Это <b>частная</b> собственность.",🔒
un chagrin,горе; печаль,"Il a du <b>chagrin</b>.","У него <b>горе</b>.",😢
détourner,отвлекать; похищать,"Ne me <b>détourne</b> pas.","Не <b>отвлекай</b> меня.",🔄
une identité,личность,"Quelle est ton <b>identité</b> ?","Какова твоя <b>личность</b>?",🪪
une résistance,сопротивление,"La <b>Résistance</b> française.","Французское <b>Сопротивление</b>.",✊
"précieux, précieuse",драгоценный,"C'est un objet <b>précieux</b>.","Это <b>драгоценный</b> предмет.",💎
une illusion,иллюзия,"C'est une <b>illusion</b> d'optique.","Это оптическая <b>иллюзия</b>.",🎭
un porc,свинья,"Le <b>porc</b> est dans la ferme.","<b>Свинья</b> на ферме.",🐷
un ongle,ноготь,"Je me suis cassé un <b>ongle</b>.","Я сломал <b>ноготь</b>.",💅
méfier,остерегаться,"<b>Méfie</b>-toi de lui.","<b>Остерегайся</b> его.",⚠️
