French,Russian,ExampleFrench,ExampleRussian,Emoji
une narine,ноздря,"L'air entre par les <b>narines</b>.","Воздух входит через <b>ноздри</b>.",👃
boiter,хромать,"Il <b>boite</b> depuis l'accident.","Он <b>хромает</b> после аварии.",🦵
classer,классифицировать,"<b>Classe</b> les documents.","<b>Рассортируй</b> документы.",📁
un micro,микрофон,"Parle dans le <b>micro</b>.","Говори в <b>микрофон</b>.",🎤
gay,гей,"Le mariage <b>gay</b>.","<b>Однополый</b> брак.",🏳️‍🌈
"brûlé, brûlée",сгоревший,"Le pain est <b>brûlé</b>.","Хлеб <b>подгорел</b>.",🔥
"interdit, interdite",запрещённый,"C'est <b>interdit</b>.","Это <b>запрещено</b>.",🚫
un sous-sol,подвал,"Descends au <b>sous-sol</b>.","Спустись в <b>подвал</b>.",🏚️
piétiner,топтаться,"Ne <b>piétine</b> pas les fleurs.","Не <b>топчи</b> цветы.",🌸
une pelle,лопата,"Prends la <b>pelle</b>.","Возьми <b>лопату</b>.",🪣
une dentelle,кружево,"Une robe en <b>dentelle</b>.","Платье из <b>кружева</b>.",👗
hériter,наследовать,"<b>Hériter</b> d'une fortune.","<b>Унаследовать</b> состояние.",💰
gâter,баловать,"Ne <b>gâte</b> pas l'enfant.","Не <b>балуй</b> ребёнка.",🍬
une malédiction,проклятие,"Une <b>malédiction</b> ancienne.","Древнее <b>проклятие</b>.",🧙
une vigne,виноградник,"La <b>vigne</b> pousse.","<b>Виноград</b> растёт.",🍇
une profession,профессия,"Quelle est ta <b>profession</b> ?","Какая у тебя <b>профессия</b>?",💼
triompher,торжествовать,"<b>Triompher</b> de l'ennemi.","<b>Победить</b> врага.",🏆
progresser,прогрессировать,"Tu <b>progresses</b> bien.","Ты хорошо <b>продвигаешься</b>.",📈
une bouffée,порыв; затяжка,"Une <b>bouffée</b> d'air frais.","<b>Глоток</b> свежего воздуха.",🌬️
une ficelle,верёвка,"Attache avec une <b>ficelle</b>.","Привяжи <b>верёвкой</b>.",🪢
un moulin,мельница,"Un <b>moulin</b> à vent.","Ветряная <b>мельница</b>.",🌬️
un traité,договор,"Signer un <b>traité</b>.","Подписать <b>договор</b>.",📝
clouer,прибивать,"<b>Cloue</b> la planche.","<b>Прибей</b> доску.",🔨
grossir,толстеть,"Je ne veux pas <b>grossir</b>.","Я не хочу <b>толстеть</b>.",⚖️
"dégoûtant, dégoûtante",отвратительный,"C'est <b>dégoûtant</b> !","Это <b>отвратительно</b>!",🤢
un biscuit,печенье,"Un <b>biscuit</b> au chocolat.","Шоколадное <b>печенье</b>.",🍪
une circulation,движение,"La <b>circulation</b> est dense.","<b>Движение</b> плотное.",🚗
"agressif, agressive",агрессивный,"Un chien <b>agressif</b>.","<b>Агрессивная</b> собака.",🐕
une graine,семя,"Plante des <b>graines</b>.","Посади <b>семена</b>.",🌱
une ampoule,лампочка; мозоль,"L'<b>ampoule</b> a grillé.","<b>Лампочка</b> перегорела.",💡
sursauter,вздрагивать,"J'ai <b>sursauté</b>.","Я <b>вздрогнул</b>.",😲
un attentat,теракт,"Un <b>attentat</b> terroriste.","Террористический <b>теракт</b>.",💥
choper,поймать (разг.),"J'ai <b>chopé</b> un rhume.","Я <b>подхватил</b> простуду.",🤧
refléter,отражать,"Le miroir <b>reflète</b> ton image.","Зеркало <b>отражает</b> твой образ.",🪞
une industrie,промышленность,"L'<b>industrie</b> automobile.","Автомобильная <b>промышленность</b>.",🏭
un héritage,наследство,"Recevoir un <b>héritage</b>.","Получить <b>наследство</b>.",💎
une ride,морщина,"Les <b>rides</b> du visage.","<b>Морщины</b> на лице.",👴
une audience,аудиенция; слушание,"Une <b>audience</b> au tribunal.","<b>Слушание</b> в суде.",⚖️
analyser,анализировать,"<b>Analyse</b> les données.","<b>Проанализируй</b> данные.",📊
effleurer,слегка касаться,"Ses doigts <b>effleurent</b> ma joue.","Его пальцы <b>касаются</b> моей щеки.",🤚
sublime,возвышенный,"Un paysage <b>sublime</b>.","<b>Возвышенный</b> пейзаж.",✨
une manifestation,демонстрация,"Une <b>manifestation</b> pacifique.","Мирная <b>демонстрация</b>.",📢
une grenade,граната,"Lancer une <b>grenade</b>.","Бросить <b>гранату</b>.",💣
une sonnette,звонок,"Appuie sur la <b>sonnette</b>.","Нажми на <b>звонок</b>.",🔔
une munition,боеприпас,"Les <b>munitions</b> sont épuisées.","<b>Боеприпасы</b> закончились.",🔫
une baie,бухта; ягода,"Une <b>baie</b> vitrée.","<b>Панорамное</b> окно.",🪟
une fiche,карточка; штекер,"Remplis cette <b>fiche</b>.","Заполни эту <b>карточку</b>.",📋
une voûte,свод,"La <b>voûte</b> de la cathédrale.","<b>Свод</b> собора.",⛪
un revers,оборотная сторона,"Le <b>revers</b> de la médaille.","<b>Оборотная сторона</b> медали.",🏅
une étendue,пространство,"Une vaste <b>étendue</b>.","Обширное <b>пространство</b>.",🌍
une faculté,способность; факультет,"La <b>faculté</b> de médecine.","Медицинский <b>факультет</b>.",🏥
élire,избирать,"<b>Élire</b> un président.","<b>Избрать</b> президента.",🗳️
un logement,жильё,"Chercher un <b>logement</b>.","Искать <b>жильё</b>.",🏠
"postal, postale",почтовый,"Un code <b>postal</b>.","<b>Почтовый</b> индекс.",📮
une artillerie,артиллерия,"L'<b>artillerie</b> lourde.","Тяжёлая <b>артиллерия</b>.",💥
un tennis,теннис,"Jouer au <b>tennis</b>.","Играть в <b>теннис</b>.",🎾
une mamie,бабушка (разг.),"C'est ma <b>mamie</b>.","Это моя <b>бабушка</b>.",👵
une hypothèse,гипотеза,"Une <b>hypothèse</b> intéressante.","Интересная <b>гипотеза</b>.",🤔
une casserole,кастрюля,"Mets la <b>casserole</b> sur le feu.","Поставь <b>кастрюлю</b> на огонь.",🍲
une réplique,реплика,"Une <b>réplique</b> cinglante.","Язвительная <b>реплика</b>.",💬
un site,сайт; место,"Le <b>site</b> internet.","Интернет-<b>сайт</b>.",🌐
un rasoir,бритва,"Un <b>rasoir</b> électrique.","Электрическая <b>бритва</b>.",🪒
"sentimental, sentimentale",сентиментальный,"Un film <b>sentimental</b>.","<b>Сентиментальный</b> фильм.",❤️
brandir,размахивать,"<b>Brandir</b> une épée.","<b>Размахивать</b> мечом.",⚔️
un rail,рельс,"Le train roule sur les <b>rails</b>.","Поезд едет по <b>рельсам</b>.",🚂
